TYPE,APPROVAL STATUS,TRADE NAME,BUS NAME,MAILING OFFICE,MAIL CITY,State,Zip
CL.2-EXEMPT,APPROVED,TESTRI MACHINERY CORP.,TESTRI MACHINERY CORP.,P.O.BOX. 650247,FRESH MEADOWS,NY,11365
CL.2-EXEMPT,APPROVED,THAMES BUILDERS INC.,THAMES BUILDERS INC.,535 WEST 46TH STREET,NEW YORK,NY,10036
LICENSE,APPROVED,CONTINENTAL CARTING,THE 44 CORP. d/b/a CONTINENTAL CARTING,272 68TH STREET,BROOKLYN,NY,11220
CL.2-BROKER,APPROVED,THE ASTOR COMPANY,THE ASTOR COMPANY,724 ENTERPRISE DRIVE,OAK BROOK,IL,60523
CL.1,APPROVED,THE BRICKMAN GROUP LTD. LLC,THE BRICKMAN GROUP LTD. LLC,P.O. BOX 933,WESTBURY,NY,11590
CL.2-EXEMPT,APPROVED,KEYSPAN ENERGY DELIVERY OF NEW YORK,THE BROOKLYN UNION GAS COMPANY,287 MASPETH AVENUE,BROOKLYN,NY,11211
LICENSE,APPROVED,CMI SERVICES RESTAURANT DIVISION,THE CESSPOOL MAN INC d/b/a CMI SERVICES RESTAURANT DIVISION,240 CROSSBAY BLVD,BROAD CHANNEL,NY,11693
LICENSE,APPROVED,"THE DOE FUND, INC.","THE DOE FUND, INC.",232 EAST 84TH STREET,NEW YORK,NY,10028
LICENSE,APPROVED,THE DUMPSTER ALTERNATIVE,THE DUMPSTER ALTERNATIVE,312 76TH STREET,BROOKLYN,NY,11209
CL.2-EXEMPT,APPROVED,"THE EG NEW BEGINNING, INC","THE EG NEW BEGINNING, INC",98 LIBERTY AVENUE,NEW ROCHELLE,NY,10805
CL.1,APPROVED,THE F A BARTLETT TREE EXPERT COMPANY,THE F A BARTLETT TREE EXPERT COMPANY,345 UNION AVENUE,WESTBURY,NY,11590
LICENSE,APPROVED,"THE FATMAN, LLC","THE FATMAN, LLC",46 MAITLAND AVENUE,HAWTHORNE,NJ,7506
CL.1,APPROVED,THE GREENWOOD CEMETERY CORP.,THE GREENWOOD CEMETERY CORP.,500 25TH  STREET,BROOKLYN,NY,11232
CL.2-EXEMPT,APPROVED,THE HALLEN CONSTRUCTION CO. INC.,THE HALLEN CONSTRUCTION CO. INC.,4270 AUSTIN BOULEVARD,ISLAND PARK,NY,11558
LICENSE,APPROVED,THE JUNK PROS CORPORATION,THE JUNK PROS CORPORATION,114-39 212TH STREET,CAMBRIA HEIGHTS,NY,11411
CL.1,APPROVED,THE LAWN BOYZ INC.,THE LAWN BOYZ INC.,244 5TH AVE SUITE G208,MANHATTAN,NY,10001
CL.1,APPROVED,THE LUTHERAN ALL FAITHS CEMETERY,THE LUTHERAN ALL FAITHS CEMETERY,67 29 METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379
CL.2-EXEMPT,APPROVED,THE NEW M.P. CONSTRUCTION,THE NEW M.P. CONSTRUCTION,130-32 KEW GARDENS ROAD,KEW GARDEN,NY,11415
CL.2-EXEMPT,APPROVED,THE NEW MILLENIUM CONCRETE & PAVERS INC.,THE NEW MILLENIUM CONCRETE & PAVERS INC.,225 CROWN AVE,STATEN ISLAND,NY,10312
LICENSE,APPROVED,RECYCLED FIBERS DIVISION-EASTERN REGION,"THE NEWARK GROUP, INC.",60 LOCKWOOD STREET,NEWARK,NJ,7105
CL.2-EXEMPT,APPROVED,THE POOL DOCTOR CONTRACTORS INC.,THE POOL DOCTOR CONTRACTORS INC.,4724 ARTHUR KILL ROAD,STATEN ISLAND,NY,10309
CL.2-EXEMPT,APPROVED,THE ROCK CONTRACTING CORP.,THE ROCK CONTRACTING CORP.,94-30 42ND AVENUE,ELMHURST,NY,11373
CL.1,APPROVED,THE SALVATION ARMY BROOKLYN NY ADULT REHABILITATION CENTER,THE SALVATION ARMY,62 HANSON PLACE,BROOKLYN,NY,11217
CL.1,APPROVED,"THE SALVATION ARMY NEW YORK, NY ADU",THE SALVATION ARMY,536 WEST 46 STREET,NEW YORK,NY,10036
CL.2-EXEMPT,APPROVED,THEMTHERE DISPOSALS INC,THEMTHERE DISPOSALS INC,85 WICKES AVE,YONKERS,NY,10701
LICENSE,APPROVED,1 -800-GOT-JUNK,THINK BIG NEW YORK INC.,80 BROAD STREET 5TH FLOOR,NEW YORK,NY,10004
CL.1,APPROVED,CIPRIANO'S LANDSCAPING,THOMAS CIPRIANO LANDSCAPING INC,P.O. BOX 893,FLORAL PARK,NY,11002
CL.2-EXEMPT,APPROVED,THOMAS F. CORBETT ASSOCIATES LLC.,THOMAS F. CORBETT ASSOCIATES LLC.,100 ST. MARY'S AVENUE 3RD FLOOR,STATEN ISLAND,NY,10305
CL.2-EXEMPT,APPROVED,THOMAS NOVELLI CONTRACTING CORP.,THOMAS NOVELLI CONTRACTING CORP.,94-05 165 STREET,JAMAICA,NY,11433
LICENSE,APPROVED,V TONA & SON,TIFFANY CARTING CORP.,465 JOHNSON AVENUE,BROOKLYN,NY,11237
CL.2-EXEMPT,APPROVED,TIGER GENERAL CONTRACTOR & SON INC.,TIGER GENERAL CONTRACTOR & SON INC.,2707 STILLWELL AVENUE,BROOKLYN,NY,11224
CL.1,APPROVED,"TIMBERLAND'S LANDSCAPING, INC.","TIMBERLAND'S LANDSCAPING, INC.",23 HITCHCOCK AVENUE,STATEN ISLAND,NY,10306
CL.1,APPROVED,TIOFILO A RIVERA d/b/a RIVERA LANDSCAPE MAINTENANCE,TIOFILO A RIVERA d/b/a RIVERA LANDSCAPE MAINTENANCE,25 SIMONSON AVE,STATEN ISLAND,NY,10303
LICENSE,APPROVED,TIRES R US LTD,TIRES R US LTD,14-19 BROADWAY,ASTORIA,NY,11106
CL.2-EXEMPT,APPROVED,TOR CONTRACTING CORP,TISHON CONTRACTING CO. INC,37-16 UTOPIA PKWY,FLUSHING,NY,11358
CL.1,APPROVED,TLC LANDSCAPING,TLC LANDSCAPING & DESIGN CORP.,239 COLON AVENUE,STATEN ISLAND,NY,10308
CL.2-EXEMPT,APPROVED,TNP TRUCKING INC.,TNP TRUCKING INC.,129-16 14TH AVENUE,COLLEGE POINT,NY,11356
CL.2-EXEMPT,APPROVED,TNT LEASING INC,TNT LEASING INC,22 ROYAL WAY,SHOREHAM,NY,11786
LICENSE,DENIED,TOCCI BROTHERS INC.,TOCCI BROTHERS INC.,50 GOLD STREET,BROOKLYN,NY,11201
CL.2-EXEMPT,APPROVED,TOMMY CONSTRUCTION SPECIALISTS CORP.,TOMMY CONSTRUCTION SPECIALISTS CORP.,2150 BERGEN AVENUE,BROOKLYN,NY,11234
CL.1,APPROVED,TOMMY'S LAWN CARE INC.,TOMMY'S LAWN CARE INC.,14 PRICES LANE,STATEN ISLAND,NY,10314
CL.2-EXEMPT,APPROVED,EAST COAST CONSTRUCTION,TONAR CONSTRUCTION CORP.,134-02 CROSSBAY BLVD.,OZONE PARK,NY,11417
CL.1,APPROVED,TONY CORBO LANDSCAPING AND GARDENING,TONY CORBO LANDSCAPING AND GARDENING,7511 20 AVENUE,BROOKLYN,NY,11214
CL.1,APPROVED,TONY DISTASIO LANDSCAPE & GARDENING,TONY DISTASIO LANDSCAPE & GARDENING,8717 17 AVENUE,BROOKLYN,NY,11214
CL.1,APPROVED,TONY MASONRY LLC,TONY MASONRY LLC,262 WILSON AVENUE,STATEN ISLAND,NY,10308
CL.2-EXEMPT,APPROVED,TONY'S RUBBISH REMOVAL,TONY'S RUBBISH REMOVAL,7084 AMBOY ROAD,STATEN ISLAND,NY,10307
CL.2-EXEMPT,DENIED,TOP GUN SUPPLIES CORP.,TOP GUN SUPPLIES CORP.,15  AVENUE C,HOLBROOK,NY,11741
CL.1,APPROVED,TOP JOB LAWN SERVICE INC,TOP JOB LAWN SERVICE INC,306 OLDFIELD STREET,STATEN ISLAND,NY,10306
CL.2-EXEMPT,DENIED,TOP SHELF SUPPLIES INC.,TOP SHELF SUPPLIES INC.,1131 MARTINSTEIN AVENUE,BAY SHORE,NY,11706
CL.2-EXEMPT,APPROVED,TOP TNT INC.,TOP TNT INC.,202 TINTON PLACE,EAST NORTHPORT,NY,11731
CL.1,APPROVED,TORIBIO ARIZA GARDENING,TORIBIO ARIZA GARDENING,1816 EAST 52ND STREET,BROOKLYN,NY,11234
CL.2-EXEMPT,APPROVED,TORNADO CARTING CORP,TORNADO CARTING CORP,2626 213 STREET,BAYSIDE,NY,11360
CL.1,APPROVED,TORRES BROTHERS LANDSCAPING,TORRES BROTHERS LANDSCAPING,1204 AVENUE J APT. 3,BROOKLYN,NY,11230
CL.1,APPROVED,TORRES GARDENING AND LANDSCAPING,TORRES GARDENING AND LANDSCAPING,131 EAST 42ND STREET,BROOKLYN,NY,11203
CL.1,APPROVED,TORTORELLA OTTAVIO GARDENING,TORTORELLA OTTAVIO,4316 OCEAN AVENUE,BROOKLYN,NY,11235
CL.1,APPROVED,"TOTAL LAWN SERVICES OF S.I., LLC","TOTAL LAWN SERVICES OF S.I., LLC",329 DOANE AVENUE,STATEN ISLAND,NY,10308
CL.1,APPROVED,TOUCH OF GREEN NURSERY,TOUCH OF GREEN INC.,2701 HYLAN BLVD,STATEN ISLAND,NY,10306
CL.2-EXEMPT,APPROVED,TPG CONTRACTING CORP.,TPG CONTRACTING CORP.,48-09 37TH STREET,LONG ISLAND CITY,NY,11101
LICENSE,DENIED,TRANSBORO CONTAINER SERVICE INC.,TRANSBORO CONTAINER SERVICE INC.,686 MORGAN AVENUE,BROOKLYN,NY,11222
CL.2-EXEMPT,APPROVED,TRANSCEND CONSTRUCTION,TRANSCEND HOLDINGS INC,41 TERRACE PLACE,BROOKLYN,NY,11218
CL.1,APPROVED,T & L LANDSCAPING,TREVOR WILLIAMS D/B/A T & L LANDSCAPING,110-38 197TH STREET,ST. ALBANS,NY,11412
LICENSE,APPROVED,TRI STATE BIODIESEL LLC,TRI STATE BIODIESEL LLC,531 BARRETTO STREET,BRONX,NY,10474
CL.2-EXEMPT,APPROVED,TRI STATE DISMANTLING CORP.,TRI STATE DISMANTLING CORP.,207 DUPONT STREET,BROOKLYN,NY,11222
CL.2-BROKER,APPROVED,"TRI- STATE ENVIRONMENTAL, INC.","TRI- STATE ENVIRONMENTAL, INC.",P.O. BOX 22,SYOSSET,NY,11791
CL.2-EXEMPT,APPROVED,"TRIANGLE EXCAVATORS OF NEW YORK, LLC.","TRIANGLE EXCAVATORS OF NEW YORK, LLC.",4717 1ST AVENUE,BROOKLYN,NY,11232
CL.2-EXEMPT,DENIED,"TRICON ENTERPRISES, INC.","TRICON ENTERPRISES, INC.",101 L MAIN STREET,SOUTH AMBOY,NJ,8879
CL.2-EXEMPT,APPROVED,TRI-MESSINE CONSTRUCTION CO. INC,TRI-MESSINE CONSTRUCTION CO. INC.,2703 NO.JERUSALEM ROAD,EAST MEADOW,NY,11554
CL.2-EXEMPT,APPROVED,TRINACRIA DEMOLITION & CONTRACTING CORP.,TRINACRIA DEMOLITION & CONTRACTING CORP.,149  22-21 AVENUE,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,TRINIDAD CONSTRUCTION CORP.,TRINIDAD CONSTRUCTION CORP.,18 HERBERT STREET,BROOKLYN,NY,11222
CL.2-EXEMPT,APPROVED,TRIPLE  I  TRUCKING INC,TRIPLE  I  TRUCKING INC,86 SYLRAN PLACE,VALLEY STREAM,NY,11581
CL.2-EXEMPT,DENIED,TRIPLE M REALTY CORP.,TRIPLE M REALTY CORP.,107 NORTHERN BOULEVARD,GREAT NECK,NY,11021
CL.2-EXEMPT,APPROVED,TRI-STATE RENOVATIONS INC.,TRI-STATE RENOVATIONS INC.,406 JERICHO TPKE.,FLORAL PARK,NY,11001
CL.2-EXEMPT,APPROVED,TRI-STATE SOIL SOLUTIONS LLC,TRI-STATE SOIL SOLUTIONS LLC,28 LAKE SHORE ROAD,RANDOLPH,NJ,7869
LICENSE,APPROVED,"TRIUMVIRATE ENVIRONMENTAL, INC.","TRIUMVIRATE ENVIRONMENTAL, INC.",200 INNER BELT ROAD,SOMVERVILLE,MA,2143
CL.2-EXEMPT,APPROVED,JOAHANSEN EXCAVATING,TRUCKIN CONSTRUCTION CORP.,1 MAPLE STREET,GLEN HEAD,NY,11545
CL.2-EXEMPT,APPROVED,TRUE LINE PIPE CO INC,TRUE LINE PIPE CO INC,16 HULSE ROAD,EAST SETAUKET,NY,11733
CL.1,APPROVED,TRUSTEES OF ST. PATRICK'S CATHEDRAL D/B/A CALVARY CEMETERY,TRUSTEES OF ST. PATRICK'S CATHEDRAL D/B/A CALVARY CEMETERY,1011 FIRST AVENUE,NEW YORK,NY,10022
CL.2-EXEMPT,APPROVED,TUCCI EQUIPMENT RENTAL CORP.,TUCCI EQUIPMENT RENTAL CORP.,336 BARRETTO STREET,BRONX,NY,10474
CL.2-EXEMPT,APPROVED,TULLY CONSTRUCTION CO. INC.,TULLY CONSTRUCTION CO. INC.,127-50 NORTHERN BLVD,FLUSHING,NY,11368
LICENSE,APPROVED,TULLY ENVIRONMENTAL INC.,TULLY ENVIRONMENTAL INC.,127-50 NORTHERN BLVD,FLUSHING,NY,11368
CL.1,APPROVED,TURF AND  GARDEN LANDSCAPING INC.,TURF AND  GARDEN LANDSCAPING INC.,40-05 167TH STREET,FLUSHING,NY,11358
CL.1,APPROVED,TUSCAN LANDSCAPING CORP,TUSCAN LANDSCAPING CORP,1039 73RD STREET,BROOKLYN,NY,11228
CL.2-EXEMPT,APPROVED,TWKJ CORP.,TWKJ CORP.,43-41 162ND STREET #L1,FLUSHING,NY,11358
CL.2-EXEMPT,APPROVED,TWO BROTHERS CONTRACTING INC.,TWO BROTHERS CONTRACTING INC.,250 RUTHERFORD BLVD,CLIFTON,NJ,7014
CL.2-EXEMPT,APPROVED,"TWO COUSINS CONTRACTORS, INC.","TWO COUSINS CONTRACTORS, INC.",15 - 02 127TH STREET,COLLEGE POINT,NY,11356
CL.2-EXEMPT,APPROVED,TWO VELOS INC,TWO VELOS INC,9116 25 AVE,ELMHURST,NY,11369
LICENSE,DENIED,U S A WASTE INDUSTRIES L L C,U S A WASTE INDUSTRIES L L C,415 HUGVENOT STREET,NEW ROCHELLE,NY,10801
CL.2-EXEMPT,APPROVED,"U.S. ENVIRONMENTAL ABATEMENT, CORP.","U.S. ENVIRONMENTAL ABATEMENT, CORP.",37-31 57TH STREET,WOODSIDE,NY,11377
LICENSE,DENIED,U.S.A. RECYCLING INC.,U.S.A. RECYCLING INC.,P.O.BOX 1542 E.STATION,YONKERS,NY,10704
CL.2-EXEMPT,DENIED,ULTIMATE CONCRETE WORKS INC.,ULTIMATE CONCRETE WORKS INC.,153-23 79TH STREET,HOWARD BEACH,NY,11414
CL.2-EXEMPT,APPROVED,ULTRA GENERAL CONTRACTING INC,ULTRA GENERAL CONTRACTING INC,730 DELAFIELD AVENUE,STATEN ISLAND,NY,10310
CL.1,APPROVED,ULTRA LANDSCAPING & DESIGNS INC.,ULTRA LANDSCAPING & DESIGNS INC.,6  SYLVAN CT.,STATEN ISLAND,NY,10307
CL.1,APPROVED,UMBERTO LANDSCAPING & GARDENING INC.,UMBERTO LANDSCAPING & GARDENING INC.,24 CROWN PLACE,STATEN ISLAND,NY,10312
CL.2-EXEMPT,APPROVED,UN MASONRY INC.,UN MASONRY INC.,374 ISABELLA AVE,STATEN ISLAND,NY,10306
CL.2-EXEMPT,APPROVED,"UNICORN CONSTRUCTION ENTERPRISES, INC.","UNICORN CONSTRUCTION ENTERPRISES, INC.",305 WEST GRAND AVENUE,MONTVALE,NJ,7645
CL.2-EXEMPT,APPROVED,UNIFORM TEAMWORK DEVELOPMENT - CONSTRUCTION CORP.,UNIFORM TEAMWORK DEVELOPMENT - CONSTRUCTION CORP.,72-20 48TH AVENUE,WOODSIDE,NY,11377
CL.2-EXEMPT,APPROVED,UNIQUE SYSTEMS OF AMERICA INC.,UNIQUE SYSTEMS OF AMERICA INC.,P. O. BOX. 657,SOUTH RIVER,NJ,8882
CL.2-EXEMPT,APPROVED,UNITED CONTAINERS OF QUEENS INC,UNITED CONTAINERS OF QUEENS INC,118-17 97TH AVE,RICHMOND HILL,NY,11419
CL.2-BROKER,APPROVED,"UNITED ENERGY SYSTEMS, INC.","UNITED ENERGY SYSTEMS, INC.",45 PARK PLACE SOUTH # 140,MORRISTOWN,NJ,7960
CL.2-EXEMPT,APPROVED,UNITED LJC CORP.,UNITED LJC CORP.,9 UNION AVENUE,RONKONKOMA,NY,11779
LICENSE,APPROVED,UNITED SANITATION INC.,UNITED SANITATION INC.,170-10 DOUGLAS AVENUE,JAMAICA,NY,11433
CL.2-BROKER,APPROVED,"UNITED WASTE MANAGERS, INC.","UNITED WASTE MANAGERS, INC.",PO BOX 280021,BROOKLYN,NY,11228
LICENSE,APPROVED,"UNITY FUELS, LLC D/B/A GREASE LIGHTNING","UNITY FUELS, LLC D/B/A GREASE LIGHTNING",91 BAY AVENUE,NEWARK,NJ,7105
CL.2-BROKER,APPROVED,UNIVERSAL ENVIRONMENTAL CONSULTING INC.,UNIVERSAL ENVIRONMENTAL CONSULTING INC.,900 MERCHANTS CONCOURSE,WESTBURY,NY,11590
CL.1,APPROVED,UNLIMITED LANDSCAPING INC.,UNLIMITED LANDSCAPING INC.,44 EUNICE PLACE,STATEN ISLAND,NY,10303
CL.2-EXEMPT,APPROVED,UPGRADE CONTRACTING CO. INC.,UPGRADE CONTRACTING CO. INC.,81 APOLLO STREET,BROOKLYN,NY,11222
CL.2-EXEMPT,APPROVED,URBAN ENVIRONMENTAL CORP.,URBAN ENVIRONMENTAL CORP.,PO BOX 630092,LITTLE NECK,NY,11363
CL.2-EXEMPT,APPROVED,"URIEL TRUCKING, LLC.","URIEL TRUCKING, LLC.",275 NORTH 6TH STREET,NEWARK,NJ,7107
CL.2-EXEMPT,APPROVED,"US ABC CONSTRUCTION, CORP.","US ABC CONSTRUCTION, CORP.",89-89 218 STREET,QUEENS VILLAGE,NY,11427
CL.2-EXEMPT,APPROVED,"US NATIONAL, LLC","US NATIONAL, LLC",420 PATERSON PLANK ROAD,CARLSTADT,NJ,7072
LICENSE,APPROVED,USA SHRED LLC,USA SHRED LLC,56-01 NURGE AVE.,MASPETH,NY,11378
CL.2-EXEMPT,DENIED,V GAROFALO CARTING INC,V GAROFALO CARTING INC,P O BOX 283,CAMMACK,NY,11725
CL.2-EXEMPT,APPROVED,V. & R. TRUCKING  INC. d/b/a ROVIC TRANSPORT,V. & R. TRUCKING  INC. d/b/a ROVIC TRANSPORT,P.O. BOX 756,"LYNDHURST,",NJ,7071
CL.2-EXEMPT,APPROVED,"V. DISALVO CONTRACTING CO, INC.","V. DISALVO CONTRACTING CO, INC.",4214 3RD AVENUE,BROOKLYN,NY,11232
CL.2-EXEMPT,APPROVED,V. GUINTA & SONS CONSTRUCTION CORP.,V. GUINTA & SONS CONSTRUCTION CORP.,1102 HEMPSTEAD TURNPIKE,FRANKLIN SQUARE,NY,11010
LICENSE,DENIED,V.A. SANITATION INC.,V.A. SANITATION INC.,P.O. BOX 190 309,BROOKLYN,NY,11219
CL.2-EXEMPT,APPROVED,V.J. & SONS INC.,V.J. & SONS INC.,88-19 199 STREET,HOLLIS,NY,11423
CL.2-EXEMPT,APPROVED,V.N.A. UTILITY CONTRACTING CO.,V.N.A. UTILITY CONTRACTING CO.,1037 61 STREET,BROOKLYN,NY,11219
CL.2-EXEMPT,DENIED,VAL  P INC.,VAL  P INC.,397 TOMPKINS AVENUE,STATEN ISLAND,NY,10305
CL.2-EXEMPT,DENIED,VALES CONSTRUCTION CORP,VALES CONSTRUCTION CORP,64 CROSS POND ROAD,POUND RIDGE,NY,10576
CL.2-EXEMPT,APPROVED,"VALI INDUSTRIES, INC.","VALI INDUSTRIES, INC.",90 SCOTT AVENUE,BROOKLYN,NY,11237
CL.1,APPROVED,VALLE VERDI LANDSCAPING INC.,VALLE VERDI LANDSCAPING INC.,154-42  26TH AVENUE,FLUSHING,NY,11354
CL.2-EXEMPT,APPROVED,"VAN ALPHEN BROS, INC.","VAN ALPHEN BROS, INC.",874 RICHMOND ROAD,STATEN ISLAND,NY,10304
CL.2-EXEMPT,APPROVED,VANBRO CORPORATION,VANBRO CORPORATION,1900 SOUTH AVENUE,STATEN ISLAND,NY,10314
LICENSE,APPROVED,VANGUARD CARTING INC.,VANGUARD CARTING INC.,465 JOHNSON AVENUE,BROOKLYN,NY,11237
CL.2-EXEMPT,APPROVED,VANQUISH CONTRACTING CORP.,VANQUISH CONTRACTING CORP.,56-02 ARNOLD AVENUE,MASPETH,NY,11378
CL.2-EXEMPT,APPROVED,VARDARO CONSTRUCTION CORP.,VARDARO CONSTRUCTION CORP.,1050 ROCKAWAY AVENUE,BROOKLYN,NY,11236
CL.2-EXEMPT,DENIED,VARDO CONSTRUCTION CORP.,VARDO CONSTRUCTION CORP.,18-50 STEINWAY STREET,ASTORIA,NY,11105
CL.1,APPROVED,VDR LANDSCAPING INC.,VDR LANDSCAPING INC.,109 WATERS AVENUE,STATEN ISLAND,NY,10314
CL.1,APPROVED,VELASQUEZ LANDSCAPING INC.,VELASQUEZ LANDSCAPING INC.,3 COMMERCE BLVD.,AMITYVILLE,NY,11701
LICENSE,APPROVED,VEMA CONTRACTING CORP.,VEMA CONTRACTING CORP.,38-68 11TH STREET,LONG ISLAND CITY,NY,11101
LICENSE,APPROVED,VENTEK CONSTRUCTION CORP.,VENTEK CONSTRUCTION CORP.,1449 DEAN STREET,BROOKLYN,NY,11213
CL.2-EXEMPT,APPROVED,VENUS CONSTRUCTION,VENUS CONSTRUCTION,60-01 171 STREET,FRESH MEADOWS,NY,11365
CL.2-EXEMPT,APPROVED,VENUS CONSTRUCTION LTD.,VENUS CONSTRUCTION LTD.,181 HURON STREET,BROOKLYN,NY,11222
CL.1,APPROVED,VERA & ZAVALA LANDSCAPING CORP,VERA & ZAVALA LANDSCAPING CORP,85 GOLD STREET,VALLEY STREAM,NY,11580
CL.2-EXEMPT,APPROVED,VERA CARTING CORP.,VERA CARTING CORP.,22 PENGUINE LANE,COMMACK,NY,11725
CL.2-EXEMPT,APPROVED,VERA CONSTRUCTION INC.,VERA CONSTRUCTION INC.,131-02 40TH ROAD,FLUSHING,NY,11354
CL.2-EXEMPT,APPROVED,VERTEX RESTORATION CORP.,VERTEX RESTORATION CORP.,42-19 19TH AVENUE,ASTORIA,NY,11105
CL.1,APPROVED,VESTEL FLORALS PARTY/PEOPLES CHOICE LANDSCAPING,VESTEL MONTGOMERY D.B.A. VESTEL FLORALS PARTY/PEOPLES CHOICE LANDSCAPING,178-08 120TH AVENUE,JAMAICA,NY,11434
CL.1,APPROVED,VICTOR A. FLORES d/b/a ALEX F. LANDSCAPING & GARDENING,VICTOR A. FLORES d/b/a ALEX F. LANDSCAPING & GARDENING,P.O. BOX 242,FAR ROCKAWAY,NY,11691
CL.2-EXEMPT,APPROVED,VICTOR ROSE CONTRACTING INC,VICTOR ROSE CONTRACTING INC,300 SOUTH CENTRAL AVENUE APT B41,HARTSDALE,NY,10530
CL.2-EXEMPT,APPROVED,VICTORIA CONSULTING & DEVELOPMENT LLC.,VICTORIA CONSULTING & DEVELOPMENT LLC.,176 FRANKLIN STREET,BROOKLYN,NY,11222
CL.2-EXEMPT,APPROVED,VICTORY CONTRACTING CO. INC.,VICTORY CONTRACTING CO. INC.,786 E 94 STREET,BROOKLYN,NY,11236
LICENSE,DENIED,VICTORY SANITATION LTD.,VICTORY SANITATION LTD.,408 COSTER STREET,BRONX,NY,10474
LICENSE,APPROVED,VIKING SANITATION INC.,VIKING SANITATION INC.,P.O. BOX 60,BERKELEY HEIGHTS,NJ,7922
CL.2-EXEMPT,APPROVED,"VIKRAM CONSTRUCTION, INC.","VIKRAM CONSTRUCTION, INC.",81- 52 LITTLE NECK PKWY,FLORAL PARK,NY,11004
CL.1,APPROVED,VILLA LANDSCAPING INC.,VILLA LANDSCAPING INC.,69 -30 60 ROAD,MASPETH,NY,11378
LICENSE,APPROVED,VILLAGE  RECYCLING,VILLAGE  RECYCLING INC.,P.O. BOX 20512,STATEN ISLAND,NY,10302
CL.1,APPROVED,VINCENT MARANDO LANDSCAPING,VINCENT MARANDO LANDSCAPING,8 TURF ROAD,STATEN ISLAND,NY,10314
CL.2-EXEMPT,APPROVED,VINCENT NICOLE NOBILE TRUCKING INC,VINCENT NICOLE NOBILE TRUCKING INC,106 ELMWOOD DRIVE,DIX HILLS,NY,11746
CL.2-EXEMPT,APPROVED,VINCENT RUSCIANO CONSTRUCTION CO. INC.,VINCENT RUSCIANO CONSTRUCTION CO. INC.,2243 HOLLERS AVENUE,BRONX,NY,10475
CL.1,APPROVED,VINCENTS LAWNS & GARDENS LLC,VINCENTS LAWNS & GARDENS LLC,19 MONTEREY DRIVE,HAZLET,NJ,7730
CL.2-EXEMPT,APPROVED,VINNY & SON CONTRACTING CORP.,VINNY & SON CONTRACTING CORP.,150-20 24TH AVENUE,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,VINNY CONSTRUCTION CORP.,VINNY CONSTRUCTION CORP.,22-17 PARSONS BLVD.,WHITESTONE,NY,11357
CL.1,APPROVED,"VINNY M. LANDSCAPING,  INC.","VINNY M. LANDSCAPING, INC.",84 JOLINE AVENUE,STATEN ISLAND,NY,10307
CL.1,APPROVED,"VINTAGE LAWNCARE, INC.","VINTAGE LAWNCARE, INC.",68 WISHING WELL RD,COLUMBIA,NJ,7832
CL.2-EXEMPT,APPROVED,VIRGINIA CONSTRUCTION & MNGT INC.,VIRGINIA CONSTRUCTION & MNGT INC,950 GEORGIA AVE,BROOKLYN,NY,11207
CL.2-EXEMPT,APPROVED,VISALVO INDUSTRIES INC.,VISALVO INDUSTRIES INC.,25-62 127 STREET,FLUSHING,NY,11354
CL.2-EXEMPT,APPROVED,VITO HOME IMPROVEMENT CORP.,VITO HOME IMPROVEMENT CORP.,46 28 BURLING STREET,FLUSHING,NY,11355
CL.1,APPROVED,VITO PETITO LANDSCAPE,VITO PETITO LANDSCAPE,72 HIGHLAWN AVENUE,BROOKLYN,NY,11223
CL.2-EXEMPT,APPROVED,VLAIDMIR DELIVERY AND RUBBISH INC,VLAIDMIR DELIVERY AND RUBBISH INC,"6308 BAY PKWY, 2ND FL.",BROOKLYN,NY,11204
CL.2-EXEMPT,APPROVED,VLG TRANSPORTATION LLC,VLG TRANSPORTATION LLC,101 GOTTHARDT STREET,NEWARK,NJ,7105
CL.2-EXEMPT,APPROVED,"VLIBO RUBBISH, INC.","VLIBO RUBBISH, INC.",2615 AVE. O  APT 6M,BROOKLYN,NY,11230
CL.2-EXEMPT,APPROVED,VOLODYMYR VASYLENKO DBA V. VOVIK MAINTENANCE,VOLODYMYR VASYLENKO DBA V. VOVIK MAINTENANCE,3010 BRIGHTON 12TH STREET APT 3G,BROOKLYN,NY,11235
CL.2-EXEMPT,APPROVED,VORDONIA CONTRACTING & SUPPLIES CORP.,VORDONIA CONTRACTING & SUPPLIES CORP.,31-10 37TH AVENUE SUITE 500,LONG ISLAND CITY,NY,11101
CL.2-EXEMPT,APPROVED,"VRR28, CORP.","VRR28, CORP.",178 HALGREN CRESCENT,HAVESTRAW,NY,10927
LICENSE,APPROVED,"VWI, INC.","VWI, INC.",214 ARLINGTON COURT,BARDONIA,NY,10954
CL.2-EXEMPT,APPROVED,W & A TRUCKING ENTERPRISE,W & A TRUCKING ENTERPRISE,211-37 46 AVENUE,BAYSIDE,NY,11361
CL.2-EXEMPT,APPROVED,W G KAM INC.,W G KAM INC.,105-24 FLATLANDS 2ND ST,BROOKLYN,NY,11236
CL.2-EXEMPT,APPROVED,W J CONTRACTING CORP.,W J CONTRACTING CORP.,52-09 69TH STREET,MASPETH,NY,11378
