Organization Name,Address,City,State,Zip Code,Main Phone #,Discipline,Council District,Community Board,Borough
Silver-Brown Foundation,"11 Sterling Place, Suite 5C",Brooklyn,NY,11217,(917) 482-8404,Dance,Brooklyn Council District #33,Brooklyn Community Board #6,Brooklyn
Sinfonietta of Riverdale,P.O. Box 177,Riverdale,NY,10471,(917) 689-1211,Music,Bronx Council District #11,Bronx Community Board #8,Bronx
Sing for Hope,"548 Broadway, Third Floor",New York,NY,10012,(212) 966-5955,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #2,Brooklyn
"Six Figures, Inc.","P.O. Box 88, Planetarium Station",New York,NY,10024,(212) 854-0179,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
Skyscraper Museum,39 Battery Place,New York,NY,10280,(212) 945-6324,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan
Slideluck Potshow,"197 East 4th Street, Apt. 2",New York,NY,10009,(917) 804-2767,Photography,Manhattan Council District #2,Manhattan Community Board #3,Manhattan
"Smack Mellon Studios, Inc.",92 Plymouth Street,Brooklyn,NY,11201,(718) 834-8761,Visual Arts,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn
Smithsonian National Museum of the American Indian,"232 3rd Street, Apt. D101",Brooklyn,NY,11215,(212) 277-8021,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan
"Snug Harbor Cultural Center & Botanical Garden, Inc.",1000 Richmond Terrace,Staten Island,NY,10301,(718) 448-2500,"Multi-Discipline, Non-Perform",Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
So Percussion,"233 Norman Avenue, Apt. 309",Brooklyn,NY,11222,(718) 869-9358,Music,Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn
Society for the Preservation and Encouragement of Barber Shop Quartet,"PO Box 522, Cooper Union Station",New York,NY,10276,(631) 221-2911,Music,Manhattan Council District #2,Manhattan Community Board #6,Manhattan
Society for the Preservation of Weeksville & Bed-Stuyvesant History,P.O. Box 130120,Brooklyn,NY,11213,(718) 756-5250,Humanities,Brooklyn Council District #41,Brooklyn Community Board #8,Brooklyn
"Society of Illustrators, Inc.",128 East 63rd Street,New York,NY,10065,(212) 838-2560,Museum,Manhattan Council District #4,Manhattan Community Board #8,Manhattan
"Society of Third Street Music School Settlement, Inc.",235 East 11th Street,New York,NY,10003,(212) 777-3240 x124,Music,Manhattan Council District #2,Manhattan Community Board #3,Manhattan
"Society of the Educational Arts, Inc.","107 Suffolk Street, 2nd Floor",New York,NY,10002,(212) 529-1545,Theater,Manhattan Council District #1,Manhattan Community Board #1,Manhattan
"Socrates Sculpture Park, Inc.",P.O. Box 6259,Long Island City,NY,11106,(718) 956-1819 x15,Visual Arts,Queens Council District #26,Queens Community Board #1,Queens
"Soho Repertory Theatre, Inc.",401 Broadway,New York,NY,10013,(212) 941-8632 x201,Theater,Manhattan Council District #1,Manhattan Community Board #1,Manhattan
Soho Think Tank,154 Christopher Street,New York,NY,10014,(212) 966-4844,Theater,Manhattan Council District #1,Manhattan Community Board #2,Manhattan
"Sol Zim Jewish Enrichment Music Foundation, Inc.",85-39 213th Street,Queens Village,NY,11427,(917) 592-0019,Music,Queens Council District #23,Queens Community Board #13,Queens
"Solo Foundation, Inc.",15 West 28 Street,NYC,NY,10001,(212) 643-2036,New Media,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
Solomon R. Guggenheim Foundation,1071 Fifth Avenue,New York,NY,10128,(212) 423-3688,Museum,Manhattan Council District #4,Manhattan Community Board #8,Manhattan
Songs of Love Foundation,P.O. Box 750809,Forest Hills,NY,11375,(718) 441-5422,Music,Queens Council District #29,Queens Community Board #6,Queens
"Songs of Solomon: An Inspirational Ensemble, Inc.","151 West 136th Street, 2nd floor",New York,NY,10030,(212) 281-2674,Music,Manhattan Council District #10,Manhattan Community Board #10,Manhattan
"Sonnet Repertory Theatre, Inc.",P.O. Box 772,New York,NY,10108,(917) 703-3188,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"Sonora House, Inc.",PO Box 823,New York,NY,10108,(212) 561-0283,Music,Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
"Sons of the Revolution in the State of New York, Inc.",54 Pearl Street,New York,NY,10004,(212) 425-1778 x30,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan
"South Asian International Film Festival, Inc.",114 Franklin Street,New York,NY,10013,(917) 902-6706,Film/Video/Audio,Manhattan Council District #1,Manhattan Community Board #1,Manhattan
South Bronx Community Action Theatre,"778 Forest Avenue, Suite 407",Bronx,NY,10456,(718) 829-5730,"Multi-Discipl, Perf & Non-Perf",Bronx Council District #17,Bronx Community Board #1,Bronx
South Street Seaport Museum,12 Fulton Street,New York,NY,10038,(212) 748-8770,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan
South Wing Theatre Company,"221 East 18th Street, Ste. 3",New York,NY,11226,(212) 647-0202,Theater,Brooklyn Council District #40,Brooklyn Community Board #14,Brooklyn
South of the Navy Yard Artists,P.O. Box 381082,Brooklyn,NY,11238,(718) 857-5696,Visual Arts,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn
Southern Queens Park Association,177-01 Baisley Boulevard,Jamaica,NY,11434,(718) 276-4630 x146,"Multi-Discipline, Performing",Queens Council District #27,Queens Community Board #12,Queens
Spaceworks NYC,"588 Broadway, Suite 1208",New York,NY,10012,(212) 697-5132,"Multi-Discipl, Perf & Non-Perf",,,Manhattan
"Spanish Dance Arts Company, Inc.","4 West 43rd Street, Ste. 608",New York,NY,10036,(212) 736-4499,Dance,Manhattan Council District #1,Manhattan Community Board #5,Manhattan
"Spanish Theatre Repertory Company, Ltd.",138 East 27th Street,New York,NY,10016,(212) 225-9934,Theater,Manhattan Council District #2,Manhattan Community Board #6,Manhattan
"Spanish-English Ensemble Theatre, Inc.",P.O. Box 1200,New York,NY,10003,(212) 598-4320,Dance,Manhattan Council District #2,Manhattan Community Board #3,Manhattan
"Speculum Musicae, Inc.","255 West 88th St., Apt. 10C",New York,NY,10024,(212) 799-2227,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
"Sphinx Organization, Inc.","2214 Frederick Douglass Boulevard,",New York,NY,10026,(313) 877-9100 x703,Music,Manhattan Council District #9,Manhattan Community Board #10,Manhattan
"Spiderwoman Theater Workshop, Inc.",333 DeGraw Street,Brooklyn,NY,11231,(718) 797-4262,Theater,Brooklyn Council District #33,Brooklyn Community Board #6,Brooklyn
"Spoke the Hub Dancing, Inc.",748 Union Street,Brooklyn,NY,11215,(718) 408-3234,"Multi-Discipline, Performing",Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn
"St. Ann's Warehouse, Inc.",55 Washington St,Brooklyn,NY,11201,(718) 834-8794,"Multi-Discipline, Performing",Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn
"St. Augustine's Project, Inc",333 Madison Street,New York,NY,10002,(212) 673-5220,,,,Manhattan
"St. George Theatre Restoration, Inc.",35 Hyatt Street,Staten Island,NY,10301,(718) 442-2900,"Multi-Discipl, Perf & Non-Perf",Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
"St. Luke's Chamber Ensemble, Inc.","330 West 42nd Street, 9th Floor",New York,NY,10036,(212) 594-6100,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
St. Mark's Historic Landmark Fund,"232 East 11th Street, 2nd Floor",New York,NY,10003,(212) 228-2781,Humanities,Manhattan Council District #2,Manhattan Community Board #3,Manhattan
St. Nicks Alliance,2 Kingsland Avenue,Brooklyn,NY,11211,(718) 388-5454,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #34,Brooklyn Community Board #1,Brooklyn
St. Paul Community Baptist Church,859 Hendrix Street,Brooklyn,NY,11207,(718) 257-1300 x123,Theater,Brooklyn Council District #42,Brooklyn Community Board #5,Brooklyn
"St. Raymond Community Outreach, Inc.","71 Metropolitan Oval, 2nd Floor",Bronx,NY,10462,(718) 824-0353 x12,"Multi-Discipl, Perf & Non-Perf",Bronx Council District #18,Bronx Community Board #9,Bronx
"St. Rosalia-Regina Pacis Neighborhood Improvement Assoc., Inc.",6614 11th Avenue,Brooklyn,NY,11219,(718) 236-5266,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #43,Brooklyn Community Board #10,Brooklyn
Stage Directors and Choreographers Workshop Foundation,"1501 Broadway, Ste. 1701",New York,NY,10036,(212) 391-1070 x233,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"Stages of Learning, Inc.",c/o QTIP,Flushing,NY,11352,(646) 209-3641,Theater,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn
"Standby Program, Inc.","245 West 55th Street, Suite #1003",New York,NY,10019,(212) 206-7858,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
Staret...The Directors Company,311 W. 43rd St,New York,NY,10036,(212) 246-5877,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"Staten Island Ballet Theater, Inc.",3081 Richmond Road,Staten Island,NY,10306,(718) 980-0500,Dance,Staten Island Council Dist #50,Staten Island Community Brd #2,Staten Island
"Staten Island Chamber Music Players, Inc.",27 Storer Avenue,Staten Island,NY,10309,(718) 356-2094,Music,Staten Island Council Dist #51,Staten Island Community Brd #3,Staten Island
Staten Island Children's Museum,"1000 Richmond Terrace, Building M",Staten Island,NY,10301,(718) 273-2060,Museum,Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
Staten Island Historical Society,441 Clarke Avenue,Staten Island,NY,10306,(718) 351-1617,Folk Arts,Staten Island Council Dist #51,Staten Island Community Brd #2,Staten Island
Staten Island Institute of Arts and Sciences,75 Stuyvesant Place,Staten Island,NY,10301,(718) 727-1135,Museum,Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
"Staten Island Philharmonic Orchestra, Inc.",14 Brentwood Avenue,Staten Island,NY,10301,(718) 273-3250,Music,Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
Staten Island Shakespearean Theatre Co. Inc.,"c/o David Murphy, Treasurer",Staten Island,NY,10304,(718) 447-2245,Theater,Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
"Staten Island Zoological Society, Inc.",614 Broadway,Staten Island,NY,10310,(718) 442-3101,Zoo,Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
Stecher and Horowitz Foundation,"119 West 57th Street, Ste. 1401",New York,NY,10019,(212) 581-8380,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
Stella Adler Studio of Acting,"31 West 27th Street, 3rd floor",New York,NY,10001,(212) 689-0087 x12,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"Stephen Petronio Dance Company, Inc.",140 Second Avenue,New York,NY,10003,(212) 473-1660,Dance,Manhattan Council District #2,Manhattan Community Board #3,Manhattan
Stickball Printmedia Arts,"100 Bleecker Street, Apt. 8F",New York,NY,10012,(212) 277-8021,Visual Arts,Manhattan Council District #8,Manhattan Community Board #11,Manhattan
"Stolen Chair Theatre Company, Inc","64 East 94th Street, Apt. 5G",New York,NY,10128,(212) 410-2830,Theater,Manhattan Council District #4,Manhattan Community Board #8,Manhattan
Storefront for Art and Architecture,97 Kenmare Street,New York,NY,10012,(212) 431-5795,Architecture/Design,Manhattan Council District #1,Manhattan Community Board #2,Manhattan
"Storm Theatre, Inc.",405 West 114th Street,New York,NY,10025,(212) 868-4444,,,,Manhattan
"StoryCorps, Inc.","80 Hanson Place, 2nd Floor",Brooklyn,NY,11217,(646) 723-7020,Film/Video/Audio,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn
Storyville Center for the Spoken Word,"481 Broadway, Third Floor",New York,NY,10013,(212) 742-0552,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"Striking Viking Story Pirates, Inc.","56 Beaver Street, #205",New York,NY,10004,(212) 742-8091,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #5,Manhattan
String Orchestra of New York City,"100 Overlook Terrace, Apt. 86",New York,NY,10040,(212) 543-0475,Music,Manhattan Council District #7,Manhattan Community Board #12,Manhattan
"Studio Dante, Inc.",499 Canal Street,New York,NY,10013,(212) 239-4500,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"Studio in a School Association, Inc.",410 West 59th Street,New York,NY,10019,(212) 765-5900 x10,Visual Arts,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
"Sundog Theatre, Inc.",P.O. Box 10183,Staten Island,NY,10301,(718) 816-5453,Theater,Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
"Sunset Park School of Music, Inc.",4520 4th Avenue,Brooklyn,NY,11220,(718) 748-7860,Music,Brooklyn Council District #38,Brooklyn Community Board #7,Brooklyn
"Sweet Jane Productions, Inc.","37 Grand Avenue, 3rd Floor",Brooklyn,NY,11205,(917) 913-9610,Theater,Brooklyn Council District #35,Brooklyn Community Board #10,Brooklyn
Swiss Institute,18 Wooster Street,New York,NY,10013,(212) 925-2035,Visual Arts,Manhattan Council District #1,Manhattan Community Board #2,Manhattan
"Sylvan Winds, Inc.",P.O. Box 1284,New York,NY,10025,(212) 662-0433,Music,Manhattan Council District #8,Manhattan Community Board #7,Manhattan
"Sympho, Inc.","235 West 108th Street, #32",New York,NY,10025,(917) 412-1848,,,,Manhattan
"Symphony Space, Inc.",2537 Broadway,New York,NY,10025,(212) 864-1414 x231,"Multi-Discipline, Performing",Manhattan Council District #6,Manhattan Community Board #7,Manhattan
Synagogue for the Arts,49 White Street,New York,NY,10013,(212) 966-7141,Visual Arts,Manhattan Council District #1,,Manhattan
Synapse Productions,220 East 4th Street,New York,NY,10009,(212) 674-2716,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan
T.O.A.S.T.,50 White Street,New York,NY,10013,(917) 291-1316,Visual Arts,Manhattan Council District #1,Manhattan Community Board #1,Manhattan
"TADA! Theater and Dance Alliance, Inc.","15 West 28th Street, Third Floor",New York,NY,10001,(212) 252-1619 x21,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"TENET NYC, Inc.",262 West 107th Street,New York,NY,10025,(212) 580-3326,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
"Take Wing and Soar Productions, Inc.","45 Tiemann Place, Ste. 3G",New York,NY,10027,(212) 696-6575,Theater,Manhattan Council District #9,Manhattan Community Board #9,Manhattan
"Talea Ensemble, Inc.",37-18 Northern Boulevard,Long Island City,NY,11101,(973) 945-3929,Music,Bronx Council District #17,Bronx Community Board #1,Manhattan
"Talking Band, Inc.",P.O. Box 293,New York,NY,10012,(413) 299-9993,Theater,Manhattan Council District #1,Manhattan Community Board #2,Manhattan
"Talujon, Inc.",134 Henry Street,New York,NY,10002,(347) 661-4134,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
Tamarind Art Council,142 East 39th Street,New York,NY,10016,(212) 200-8000 x102,Dance,Manhattan Council District #4,Manhattan Community Board #6,Manhattan
Tank Ltd.,151 West 46th Street,New York,NY,10036,(212) 563-6269,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"Target Margin Theater, Inc.","138 South Oxford Street, Room 5A",Brooklyn,NY,11217,(718) 398-3095,Theater,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn
"Teachers & Writers Collaborative, Inc.","520 Eighth Avenue, Ste. 2020",New York,NY,10018,(212) 691-6590 x208,Literature,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"Teatro Circulo, Ltd.","65 East 4th Street, Apt. 11",New York,NY,10003,(212) 505-1808,Theater,Manhattan Council District #2,Manhattan Community Board #6,Manhattan
"Teatro Experimental Blue Amigos, Inc.","P.O. Box 240572,",Brooklyn,NY,11224,(718) 896-4702,Theater,Brooklyn Council District #38,Brooklyn Community Board #8,Brooklyn
"TechLINC Project, Inc.",1513 Popham Avenue,Bronx,NY,10453,(646) 633-4844,"Multi-Discipline, Non-Perform",Bronx Council District #16,Bronx Community Board #5,Bronx
"Tectonic Theater Project, Inc.",204 West 84th Street,New York,NY,10024,(212) 579-6111,Theater,Manhattan Council District #8,Manhattan Community Board #7,Manhattan
Temple of Understanding,"211 East 43rd Street, Apt. 1600",New York,NY,10017,(212) 573-9224,"Multi-Discipline, Non-Perform",Manhattan Council District #4,Manhattan Community Board #6,Manhattan
Temporary Distortion Theater Corp.,"3011 43rd Street, #3","Astoria, NY",NY,11103,(718) 729-5914,Theater,Queens Council District #22,Queens Community Board #1,Manhattan
"Ten O'Clock Classics, Inc.","230 Central Park South, Ste. 9F",New York,NY,10019,(212) 629-6004,Music,Manhattan Council District #4,Manhattan Community Board #5,Manhattan
