SITE_NAME,SITE_NUMBER,VOTER_ENTRANCE,HANDICAP_ENTRANCE,STREET_NUMBER,STREET_NAME,STREET_SUFFIX,SITE_STATUS,CITY,STATE,ZIP_CODE,LOCATION,BOROUGH
PS 44,S0057,80 Maple Parkway,80 Maple Parkway,80,Maple Parkway,,A,Staten Island,,10303,"(40.631789, -74.156439)",Staten Island
PS 16,S0058,211 Daniel Low Terrace,211 Daniel Low Terrace,80,Monroe Avenue,,A,Staten Island,,10301,"(40.639699, -74.079141)",Staten Island
PS 3,S0059,80 S. Goff Av.,80 S. Goff Av.,80,South Goff Avenue,,A,Staten Island,,10309,"(40.520699, -74.211264)",Staten Island
PS 40,S0061,91 Henderson Avenue,91 Henderson Avenue,91,Henderson Avenue,,A,Staten Island,,10301,"(40.640686, -74.095374)",Staten Island
PS 50,S0062,200 Adelaide Avenue,200 Adelaide Avenue,200,Adelaide Avenue,,A,Staten Island,,10306,"(40.56169, -74.124622)",Staten Island
PS 18,S0071,220 Broadway,220 Broadway,220,Broadway,,A,Staten Island,,10310,"(40.636211, -74.117483)",Staten Island
IS 7,S0072,69 Irvington Street,69 Irvington Street,1270,Huguenot Avenue,,A,Staten Island,,10312,"(40.524104, -74.186186)",Staten Island
PS 8,S0073,118 Lindenwood Road,118 Lindenwood Road,100,Lindenwood Road,,A,Staten Island,,10308,"(40.547983, -74.152048)",Staten Island
PS 60,S0074,55 Merrill Avenue,40 Merrill Avenue,55,Merrill Avenue,,A,Staten Island,,10314,"(40.610094, -74.162277)",Staten Island
PS 4,S0075,200 Nedra Lane,200 Nedra Lane,200,Nedra Lane,,A,Staten Island,,10312,"(40.552966, -74.194593)",Staten Island
PS 39,S0076,85 McFarland Avenue,85 McFarland Avenue,71,Sand Lane,,A,Staten Island,,10305,"(40.597679, -74.071529)",Staten Island
PS 30,S0078,200 Wardwell Avenue,200 Wardwell Avenue,200,Wardwell Avenue,,A,Staten Island,,10314,"(40.618438, -74.132645)",Staten Island
Parkview Apartments,S0082,700 Victory Boulevard,700 Victory Boulevard,700,Victory Boulevard,,A,Staten Island,,10301,"(40.625526, -74.092489)",Staten Island
Forest Chambers,10990,601 West 113 Street,601 West 113 Street,601,West 113 Street,,A,New York,NY,10025,"(40.806202, -73.965579)",Manhattan
Wein Hall,10991,411 West 116 Street,411 West 116 Street,411,West 116 Street,,A,New York,NY,10027,"(40.806282, -73.959727)",Manhattan
The Riverside Church,10993,91 Claremont Avenue,91 Claremont Avenue,91,Claremont Avenue,,A,New York,NY,10027,"(40.811452, -73.962701)",Manhattan
Marymount Manhattan College,10831,221 East 71 Street,221 East 71 Street,221,East 71 Street,,A,NY,NY,10021,"(40.76879, -73.96044)",Manhattan
Trinity Luth Church,10994,309 St. Pauls Avenue,309 St. Pauls Avenue,309,St. Pauls Avenue,,A,NY,NY,10304,"(40.630566, -74.08109)",Staten Island
Glebe Avenue Senior Center,11004,2125 Glebe Avenue,2125 Glebe Avenue,2125,Glebe Avenue,,A,Bronx,NY,10462,"(40.835072, -73.850357)",Bronx
Redeemer Lutheran Church,11006,4354 Boyd Ave,4354 Boyd Ave,4354,Boyd Ave,,A,Bronx,NY,10466,"(40.896874, -73.851882)",Bronx
Summerfield UMC,11005,104 Harbor Road,104 Harbor Road,104,Harbor Road,,A,Staten Island,NY,10303,"(40.63432, -74.160293)",Staten Island
St Augustine Parish Hall,11007,4301 Avenue D,4301 Avenue D,4301A,Avenue D,,A,Brooklyn,NY,11203,"(40.641734, -73.935962)",Brooklyn
Cypress Hill Sr Ctr,11010,3208 Fulton Street,3208 Fulton Street,3208,Fulton Street,,A,Brooklyn,NY,11208,"(40.68238, -73.876649)",Brooklyn
Highbridge Rec. Ctr,11032,2301 Amsterdam Avenue,2301 Amsterdam Avenue,2301,Amsterdam Avenue,,A,New York,NY,10033,"(40.843588, -73.934199)",Manhattan
PS 397,11011,490 Fenimore Street,490 Fenimore Street,490,Fenimore Street,,A,Brooklyn,NY,11203,"(40.658949, -73.946257)",Brooklyn
South Beach Community Center,11012,155 Norway Avenue,155 Norway Avenue,155,Norway Avenue,,A,Staten Island,NY,10305,"(40.594347, -74.079224)",Staten Island
Israel Senior Housing,11014,19-25 Seagirt Blvd.,19-25 Seagirt Blvd.,1925,Seagirt Boulevard,,A,Far Rockaway,NY,11691,"(40.595128, -73.753454)",Queens
Schuyler Hill Civic Center,11015,3087 Mitchell Pl,3087 Mitchell Pl,3087,Mitchell Pl,,A,NY,NY,10465,"(40.811754, -73.805091)",Bronx
Bronx Borough Office,11033,1780 Grand Concourse,1780 Grand Concourse,1780,Grand Concourse,,A,Bronx,NY,10457,"(40.846365, -73.909181)",Bronx
Home Of The Irish-,11040,2750 Gerritsen Avenue,2750 Gerritsen Avenue,2750,Gerritsen Avenue,,A,Brooklyn,NY,11229,"(40.592423, -73.924685)",Brooklyn
Church of Jesus Christ of Latter Day Saints,11094,221 East   87 Street,221 East   87 Street,221,East 87 Street,,A,New York,NY,10128,"(40.779228, -73.952829)",Manhattan
Eleanor Roosevelt HS,11095,411 East   76 Street,411 East   76 Street,411,East 76 Street,,A,New York,NY,10021,"(40.770187, -73.953608)",Manhattan
Fairfield Towers Bldg 13,11045,12399 Flatlands Avenue,12399 Flatlands Avenue,12399,Flatlands Avenue,,A,Brooklyn,NY,11208,"(40.656868, -73.876728)",Brooklyn
Mary's Nativity Church,11041,46-02 Parsons Boulevard,46-02 Parsons Boulevard,46-02,Parsons Boulevard,,A,Flushing,NY,11355,"(40.754219, -73.813441)",Queens
Harding Park Community Center,X0064,1820 Harding Park,1820 Harding Park,1820,Harding Park,,A,Bronx,NY,10473,"(40.809257, -73.855783)",Bronx
Antonia Diaz Houses,11114,1454 Shakespeare Avenue,1454 Shakespeare Avenue,1454,Shakespeare Avenue,,A,Bronx,New York,10452,"(40.843222, -73.920335)",Bronx
Immaculate Conception School,11099,754 East Gun Hill Road,Capuchin Way,754,East Gun Hill Road,,A,Bronx,NY,10467,"(40.876735, -73.864435)",Bronx
Adam Clayton Powell Jr. State Building,11105,163 West  125 Street,163 West  125 Street,163,West 125 Street,,A,New York,,10027,"(40.808476, -73.94713)",Manhattan
UPACA 6 Senior Center,11108,1940 Lexington Avenue,1940 Lexington Avenue,1940,Lexington Avenue,,A,New York,,10035,"(40.800776, -73.940057)",Manhattan
God's Battalion Church,11106,661 Linden Boulevard,661 Linden Boulevard,661,Linden Boulevard,,A,Brooklyn,,11203,"(40.653599, -73.93403)",Brooklyn
PS 244,11107,5404 TILDEN AVENUE,East  55 Streeet,5404,Tilden Avenue,,A,Brooklyn,,11203,"(40.648423, -73.925948)",Brooklyn
IS 59,11104,132-55 Ridgedale Street,132-55 Ridgedale Street,132-55,Ridgedale Street,,A,Springfield Gardens,,11413,"(40.681729, -73.753429)",Queens
St John Vianney,11109,140-10 34 Avenue,140-10 34 Avenue,139-25,35 Avenue,,A,Queens,New York,11354,"(40.765442, -73.827229)",Queens
Immaculate Conception Church,11110,86-45 Edgerton Boulevard,86-45 Edgerton Boulevard,86-45,Edgerton Boulevard,,A,Jamaica,New York,11432,"(40.714235, -73.786153)",Queens
Services for the Underserved,11111,318 Beach 85 Street,318 Beach 85 Street,318,Beach 85 Street,,A,Far Rockaway,New York,11693,"(40.589874, -73.810981)",Queens
Information Technology High School,11112,21-16 44 Road,21-16 44 Road,21-16,44 Road,,A,Long Island City,New York,11101,"(40.748701, -73.94638)",Queens
"""Sherwood Village """"C""""""",11116,99-30 59 Avenue,99-30 59 Avenue,99-30,59 Avenue,,A,Corona,New York,11368,"(40.737274, -73.858584)",Queens
Atria of Riverdale,11113,3718 Henry Hudson Parkway,3718 Henry Hudson Parkway,3718,Henry Hudson Parkway,,A,Bronx,New York,10463,"(40.88836, -73.910191)",Bronx
Fordham Hill Community Room,11115,1 Fordham Hill Oval,1 Fordham Hill Oval,1,Fordham Hill Oval,,A,bronx,New York,10468,"(40.863983, -73.908666)",Bronx
Brooklyn College Student Ctr.,11117,East 27 Street & Campus Rd,East 27 Street & Campus Rd,2702,Campus Road,,A,Brooklyn,New York,11210,"(40.632368, -73.950631)",Brooklyn
Clinton Senior Center,11119,530 West 55 Street,530 West 55 Street,530,West 55 Street,,A,New York,New York,10019,"(40.768335, -73.990769)",Manhattan
Broome Street Resident Hall,11120,400 Broome Street,400 Broome Street,400,Broome Street,,A,New York,New York,10013,"(40.720733, -73.997388)",Manhattan
Cathedral High School,11121,350 East 56 Street,1011 1st Avenue (Terrance Cardinal Cook Bldg),350,East 56 Street,,A,New York,New York,10022,"(40.758122, -73.964586)",Manhattan
Stuyvesant Town VI,11122,525 East 14th Street,525 East 14th Street,525,East 14 Street,,A,New York,New York,10009,"(40.730124, -73.979593)",Manhattan
Stuyvesant Town VII,11123,3 Stuyvesant Oval,Inaccessible Poll Site,3,Stuyvesant Oval,,A,New York,New York,10009,"(40.731436, -73.978394)",Manhattan
Manhattan College Draddy Hall,11124,Tibbett Avenue at 244 street off Manhattan College Parkway,Tibbett Avenue at 244 street off Manhattan College Parkway,4513,Manhattan Coll Parkway,,A,Bronx,New York,10471,"(40.889157, -73.902085)",Bronx
Metro NY DDSO,11144,Corner Morton & Greenwich Sts.,75 Morton Street,75,Morton Street,,A,New York,New York,10014,"(40.730998, -74.007191)",Manhattan
St Ann's & The Trinity Church,11147,157 Montague Street,157 Montague Street,157,Montague Street,,A,Brooklyn,New York,11201,"(40.694504, -73.993213)",Brooklyn
Regina Pacis,11148,2424 Cropsey Avenue,2424 Cropsey Avenue,2424,Cropsey Avenue,,A,Brooklyn,New York,11214,"(40.593993, -73.994804)",Brooklyn
Bishop Boardman Apartments,11149,1615 8 Avenue,1615 8 Avenue,1615,8 Avenue,,A,Brooklyn,New York,11215,"(40.661176, -73.983023)",Brooklyn
Caton Park Nursing Home,11150,1312 Caton Avenue,1312 Caton Avenue,1312,Caton Avenue,,A,Brooklyn,New York,11226,"(40.649675, -73.967696)",Brooklyn
Holy Rosary Church,11151,2950 Eastchester Road,2950 Eastchester Road,2950,Eastchester Road,,A,Bronx,New York,10469,"(40.851694, -73.843969)",Bronx
PS 244,11152,137-20 Franklin Avenue,137-20 Franklin Avenue,137-20,Franklin Avenue,,A,Flushing,New York,11355,"(40.754654, -73.826759)",Queens
American Legion Post 1424,11154,107-25 Metropolitan Avenue,107-25 Metropolitan Avenue,107-15,Metropolitan Avenue,,A,Forest Hills,New York,11375,"(40.709628, -73.845611)",Queens
The Tides at Charleston,11155,15 Tides Lane,15 Tides Lane,15,Tides Lane,,A,Staten Island,New York,10309,"(40.528993, -74.239665)",Staten Island
Richmond Hill Library,11156,Babage Street,Babage Street,118-14,Hillside Avenue,,A,Richmond Hill,New York,11418,"(40.700229, -73.832602)",Queens
PS 305,11157,378 Seneca Avenue,378 Seneca Avenue,378,Seneca Avenue,,A,Ridgewood,New York,11385,"(40.707266, -73.915246)",Queens
PS 306,11158,95-16 89 Avenue,95-16 89 Avenue,95-16,89 Avenue,,A,Woodhaven,New York,11421,"(40.691765, -73.849006)",Queens
Elmhurst Campus HS,11159,45-10 94 Street,45-10 94 Street,45-10,94 Street,,A,Elmhurst,New York,11373,"(40.74373, -73.870642)",Queens
St. Gregory's School,11162,Cross Island Parkway Service Road,Cross Island Parkway Service Road,244-44,87 Avenue,,A,Bellerose,New York,11426,"(40.730272, -73.722765)",Queens
IS 295,11164,224 Street & 95 Avenue,224 Street & 95 Avenue,222-14,Jamaica Avenue,,A,Queens Village,New York,11428,"(40.720619, -73.731997)",Queens
Justice Sonia Sotomayor Community Center,11146,1000 Rosedale Avenue,1000 Rosedale Avenue,1000,Rosedale Avenue,,A,Bronx,New York,10472,"(40.825256, -73.867705)",Bronx
The Arbor,11153,West 235 Street and Arlington Avenue,West 235 Street and Arlington Avenue,3260,Henry Hudson Parkway,,A,Bronx,New York,10463,"(40.885617, -73.913037)",Bronx
Martin Luther King Jr. Comm. Ctr.,11169,2 West 115th Street,2 West 115th Street,2,West 115th Street,,A,New York,New York,10026,"(40.800154, -73.947451)",Manhattan
PS 65,11171,98 Grant Street,98 Grant Street,98,Grant Street,,A,Staten Island,New York,10301,"(40.634048, -74.078669)",Staten Island
Unity Center,11191,213 West 58 Street,213 West 58 Street,213,West 58 Street,,A,New York,New York,10019,"(40.766516, -73.980282)",Manhattan
St Lukes Episcopal Center,11192,435 West 141 Street,435 West 141 Street,435,West 141 Street,,A,New York,New York,10031,"(40.821878, -73.94751)",Manhattan
Alumni Hall,11193,33 3 Avenue,33 3 Avenue,33,3 Avenue,,A,New York,New York,10003,"(40.730268, -73.989356)",Manhattan
MS 114,11194,331 East 91 Street,331 East 91 Street,331,East 91 Street,,A,New York,New York,10128,"(40.780705, -73.948549)",Manhattan
Logan Plaza,11195,1425 Amsterdam Avenue,1425 Amsterdam Avenue,1425,Amsterdam Avenue,,A,New York,New York,10027,"(40.815953, -73.954378)",Manhattan
City Planning,11196,22 Reade Street,22 Reade Street,22,Reade Street,,A,New York,New York,10007,"(40.714231, -74.004895)",Manhattan
Boys & Girls Republic,11197,888 East 6 Street,888 East 6 Street,888,East 6 Street,,A,New York,New York,10009,"(40.722075, -73.975915)",Manhattan
Children's Aid Society (Milbank),11198,14 West 118 Street,14 West 118 Street,14,West 118 Street,,A,New York,New York,10026,"(40.802278, -73.946257)",Manhattan
Holy Family Church,11199,315 East 47 Street,315 East 47 Street,315,East 47 Street,,A,New York,New York,10017,"(40.752766, -73.969335)",Manhattan
Chama Child Development Ctr,11200,218 West 147 Street,218 West 147 Street,218,West 147 Street,,A,New York,New York,10039,"(40.82331, -73.939043)",Manhattan
The Soundings,11215,280 Rector Place,280 Rector Place,280,Rector Place,,A,New York,New York,10280,"(40.708979, -74.016718)",Manhattan
Park West High School,11220,525 West 50 Street,525 West 50 Street,525,West 50 Street,,A,New York,New York,10019,"(40.765069, -73.992686)",Manhattan
PS 23,11172,2151 Washington Avenue,2151 Washington Avenue,2151,Washington Avenue,,A,Bronx,New York,10457,"(40.85294, -73.894742)",Bronx
PS 194,11180,2365 Waterbury Avenue,2365 Waterbury Avenue,2365,Waterbury Avenue,,A,Bronx,New York,10462,"(40.834782, -73.846632)",Bronx
Friends Field,43,1310 East 4 Street,East 4 Street,1310,East 4 Street,,A,Brooklyn,New York,11230,"(40.6185, -73.971753)",Brooklyn
Sephardic Comm. Center,11170,1901 Ocean Parkway,1901 Ocean Parkway,1901,Ocean Parkway,,A,Brooklyn,New York,11223,"(40.60211, -73.966289)",Brooklyn
PS 682,11175,50 Avenue P,50 Avenue P,50,Avenue P,,A,Brooklyn,New York,11204,"(40.60731, -73.986595)",Brooklyn
Crown Hgts Apts,11187,Main Entrance,Main Entrance,1055,Saint Johns Place,,A,Brooklyn,New York,11213,"(40.671261, -73.943248)",Brooklyn
Brooklyn Boro Hall,11188,209 Joralemon Street,209 Joralemon Street,209,Joralemon Street,,A,Brooklyn,New York,11201,"(40.692475, -73.990487)",Brooklyn
Penny Yates Apts.,11190,63 Central Avenue,63 Central Avenue,63,Central Avenue,,A,Brooklyn,New York,11206,"(40.701296, -73.930798)",Brooklyn
PS 213 Mini School,11202,580 Hegeman Avenue,580 Hegeman Avenue,1965,Linden Blvd,,A,Brooklyn,New York,11207,"(40.659098, -73.889425)",Brooklyn
Sister Lucian Lucchi Sr. Housing,11203,415 Bleeker Street,415 Bleeker Street,415,Bleeker Street,,A,Brooklyn,New York,11237,"(40.703054, -73.913398)",Brooklyn
THEATER@WATER STREET,11218,38 Water Street,38 Water Street,38,Water Street,,A,Brooklyn,New York,11201,"(40.70329, -73.992267)",Brooklyn
COZY ROYALE,11221,jackson street,jackson street,434A,Humboldt Street,,A,Brooklyn,New York,11211,"(40.716912, -73.943061)",Brooklyn
Beaverbrook Apartments,11174,77-35 113 Street,77-35 113 Street,77-35,113 Street,,A,Forest Hills,New York,11375,"(40.716392, -73.832194)",Queens
Berkeley Cooperative Towers Sec. III,11179,39-65 52 Street,39-65 52 Street,39-65,52 Street,,A,Woodside,New York,11377,"(40.747074, -73.912161)",Queens
St. Ann's Roman C.C.,11181,142-30 58 Avenue,142-30 58 Avenue,142-30,58 Avenue,,A,Flushing,New York,11355,"(40.744794, -73.822703)",Queens
Frank Sinatra HS,11182,35-12 35 Avenue,35-12 35 Avenue,35-12,35 Avenue,,A,Astoria,New York,11106,"(40.756533, -73.925121)",Queens
Salvation Army Flushing Community Center,11184,142-50 32 Avenue,142-50 32 Avenue,142-50,32 Avenue,,A,Flushing,New York,11354,"(40.769117, -73.825566)",Queens
Christ Tabernacle Church,11186,64-36 Myrtle Avenue,64-36 Myrtle Avenue,64-36,Myrtle Avenue,,A,Ridgewood,New York,11385,"(40.701051, -73.891372)",Queens
Woodside Library,11189,54-22 Skillman Avenue,54-22 Skillman Avenue,54-22,Skillman Avenue,,A,Woodside,New York,11377,"(40.745524, -73.90982)",Queens
Castleton Hill Moravian Church,11201,37 Hodges Place,37 Hodges Place,1657,Victory Boulevard,,A,Staten Island,New York,10314,"(40.613364, -74.118974)",Staten Island
PS 276,11225,Second Place & Battery Place,Second Place & Battery Place,55,Battery Place,,A,New York,New York,10280,"(40.70644, -74.017818)",Manhattan
Cadman Plaza North,11223,140 Cadman Plaza West,140 Cadman Plaza West,140,Cadman Plaza West,,A,Brooklyn,New York,11201,"(40.699993, -73.99098)",Brooklyn
Life In Messiah,11227,1811 Flatbush Avenue,1811 Flatbush Avenue,1811,Flatbush Avenue,,A,Brooklyn,New York,11210,"(40.625666, -73.940084)",Brooklyn
Catholic Club,11224,204-10 Rockaway Point Boulevard,204-10 Rockaway Point Boulevard,204-10,Rockaway Point Blvd.,,A,Breezy Point,New York,11697,"(40.560844, -73.913496)",Queens
PS 119B,11235,Rear Entrance on E 38th Street,Not Handicap Accessible,3829,AVE. K,,A,BROOKLYN,New York,11210,"(40.625662, -73.938265)",Brooklyn
Metro North/River Crossing,11265,1956 1 Avenue,1956 1 Avenue,1956,1 Avenue,,A,New York,New York,10029,"(40.78631, -73.942475)",Manhattan
Sutton Place Synagogue,11266,225 East 51 Street,225 East 51 Street,225,East 51 St.,,A,New York,New York,10022,"(40.756156, -73.969586)",Manhattan
Sutton Place Synagogue,11267,225 East 51 Street,225 East 51 Street,225,E. 51 Street,,A,New York,New York,10022,"(40.756156, -73.969586)",Manhattan
PS 167,11268,225 East 75 Street,225 East 75 Street,220,East 76 St.,,A,New York,New York,10021,"(40.772049, -73.958066)",Manhattan
Kensington Bldg /Fordham Hill Complex,11178,2455 Sedgwick Avenue,2455 Sedgwick Avenue,2455,Sedgwick Avenue,,A,Bronx,New York,10468,"(40.86479, -73.908809)",Bronx
Hebrew Institute of Riverdale,11243,3700 Henry Hudson Parkway,3700 Henry Hudson Parkway,3700,Henry Hudson Parkway,,A,Bronx,New York,10463,"(40.887987, -73.91081)",Bronx
Friends of Crown Heights,11229,671 Prospect Place,671 Prospect Place,671,Prospect Place,,A,Brooklyn,New York,11216,"(40.674694, -73.954594)",Brooklyn
PS 65,11237,700 Jamaica Avenue,700 Jamaica Avenue,700,Jamaica Avenue,,A,Brooklyn,New York,11208,"(40.687243, -73.878356)",Brooklyn
MR. LUCKY'S,11241,Liberty avenue,Liberty avenue,533,LIBERTY AVENUE,,A,BROOKLYN,New York,11207,"(40.675345, -73.890195)",Brooklyn
First Unitarian Church,11242,119A Pierrepont Street,119A Pierrepont Street,119A,Pierrepont Street,,A,Brooklyn,New York,11201,"(40.69513, -73.992723)",Brooklyn
Downstate SUNY Medical Center,11244,691 92 Street,691 92 Street,691,92 Street,,A,Brooklyn,New York,11228,"(40.614985, -74.023574)",Brooklyn
PS 971,11245,6214 4 Avenue,6214 4 Avenue,6214,4 Avenue,,A,Brooklyn,New York,11220,"(40.639571, -74.01976)",Brooklyn
St. Agatha,11246,736 48 Street,736 48 Street,736,48 Street,,A,Brooklyn,New York,11220,"(40.643017, -74.003856)",Brooklyn
Ocean Hill Community Center,11248,305 Macdougal Street,305 Macdougal Street,305,Mac Dougal Street,,A,Brooklyn,New York,11233,"(40.680601, -73.908242)",Brooklyn
Cortelyou Branch Library,11249,1305 Cortelyou Road,1305 Cortelyou Road,1305,Cortelyou Road,,A,Brooklyn,New York,11226,"(40.640509, -73.966021)",Brooklyn
Midwood Branch Library,11250,975 East 16th Street,975 East 16th Street,975,East 16th Street,,A,Brooklyn,New York,11230,"(40.626053, -73.9606)",Brooklyn
Park Slope YMCA,11251,361 15th Street,361 15th Street,361,15th Street,,A,Brooklyn,New York,11215,"(40.662894, -73.983766)",Brooklyn
Beach Channel HS,11210,100-00 Beach Channel Drive,100-00 Beach Channel Drive,100-00,Beach Channel Drive,,A,Rockaway Park,New York,11694,"(40.586066, -73.822624)",Queens
Chinese Christian Herald Crusades,11213,156-03 Horace Harding Expwy,156-03 Horace Harding Expwy,156-03,Horace Harding Expwy,,A,Flushing,New York,11367,"(40.738948, -73.812113)",Queens
Ridgewood Presbyterian Church,11238,59-14 70 Avenue,59-14 70 Avenue,59-14,70 Avenue,,A,Ridgewood,New York,11385,"(40.701191, -73.900024)",Queens
St. Margaret's RC Church,11239,66-05 79 Place,66-05 79 Place,66-05,79 Place,,A,Middle Village,New York,11379,"(40.715426, -73.87306)",Queens
Arverne Pilgrim Church,11258,74-16 Beach Channel Drive,74-16 Beach Channel Drive,74-16,Beach Channel Drive,,A,Arverne,New York,11692,"(40.590746, -73.802484)",Queens
PS 14,11240,100 Tompkins Avenue,10 Hill Street,100,Tompkins Avenue,,A,Staten Island,New York,10304,"(40.622369, -74.078464)",Staten Island
Castleton Park Apartments,11247,185 St. Marks Place,185 St. Marks Place,185,St. Marks Place,,A,Staten Island,New York,10301,"(40.645369, -74.08074)",Staten Island
Richmond Terrace Community Center,11259,71 Jersey Street,71 Jersey Street,71,Jersey Street,,A,Staten Island,New York,10301,"(40.645751, -74.088052)",Staten Island
PS 98,11161,530 West 212 Street,530 West 212 Street,530,West 212 Street,,A,New York,New York,10034,"(40.867936, -73.917312)",Manhattan
UASBYW,11255,81 New Street,5 Beaver Street,81,New Street,,A,New York,New York,10004,"(40.705238, -74.012526)",Manhattan
St Stephen of Hungary Parish,11256,414 East 82 Street,414 East 82 Street,414,East 82 Street,,A,New York,New York,10028,"(40.774047, -73.950706)",Manhattan
PS 184M,11260,327 Cherry Street,327 Cherry Street,327,Cherry Street,,A,New York,New York,10002,"(40.711548, -73.986542)",Manhattan
Mapleton Library,11269,1702 60th Street,1702 60th Street,1702,60th Street,,A,Brooklyn,New York,11204,"(40.623142, -73.989128)",Brooklyn
PS 130 (CAF),11272,143 Baxter St,143 Baxter St,143,Baxter St,,A,New York,New York,10013,"(40.718902, -73.998438)",Manhattan
Cascades High School,11274,198 Forsyth Street,198 Forsyth Street,198,Forsyth Street,,A,New York,New York,10002,"(40.72252, -73.990728)",Manhattan
Hannah Senesh Community Day School,11278,342 Smith Street,342 Smith Street,342,Smith Street,,A,Brooklyn,New York,11231,"(40.748886, -73.99682)",Brooklyn
