ID,Business Name,Trade Name,Industry,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number
24143,MASTER CONSTRUCTION CO. INC.,,HOME IMPROV CONTCTR,990242,"879 70 STREET, BROOKLYN, NY 11228",879,  70 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 921-9644
24144,"MASULLO, GIOVANNI",GIOVANNI MASULLO LANDSCAPING,HOME IMPROV CONTCTR,922345,"1313 71 STREET, BROOKLYN, NY 11228",1313,  71 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 259-4837
24145,MATIC CONSTRUCTION CORP,,HOME IMPROV CONTCTR,1414324,"189 BAY 10TH ST, BROOKLYN, NY 11228",189,BAY 10TH ST,BROOKLYN,NY,11228,Brooklyn,2FL,(718) 837-2325
24146,"MEAD, JASON D",,HOME IMPROV CONTCTR,1226359,"8414 13 AVENUE, BROOKLYN, NY 11228",8414,  13 AVENUE,BROOKLYN,NY,11228,Brooklyn,APT 3F,(347) 432-1808
24147,"MICHAEL GANGI PLUMBING & HEATING CONTRACTORS, INC.",GANGI PLUMBING & HEATING CONTRACTORS,HOME IMPROV CONTCTR,1277069,"6901 10 AVENUE, BROOKLYN, NY 11228",6901,  10 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(718) 680-8100
24148,"MILANE, CHRISTOPHER T.",,HOME IMPROV CONTCTR,1450197,"8124 10TH AVE, BROOKLYN, NY 11228",8124,10TH AVE,BROOKLYN,NY,11228,Brooklyn,,(917) 592-4698
24149,MODERN LANDSCAPING & GARDENING LTD,,HOME IMPROV CONTCTR,1206934,"8201 14 AVENUE, BROOKLYN, NY 11228",8201,  14 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(718) 833-2717
24150,MONTEMARANO LANDSCAPING & GARDENING INC,,HOME IMPROV CONTCTR,922343,"1247 73 STREET, BROOKLYN, NY 11228",1247,  73 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 680-1283
24151,"MOWLA, RAFIQUL MD",RAFIQ CONTRACTING,HOME IMPROV CONTCTR,1232979,"125 BAY    8 STREET, BROOKLYN, NY 11228",125,BAY    8 STREET,BROOKLYN,NY,11228,Brooklyn,,(646) 643-9983
24152,N.J.K. CONTRACTORS INC,,HOME IMPROV CONTCTR,1217687,"50 BAY    7 STREET, BROOKLYN, NY 11228",50,BAY    7 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 331-9419
24153,NATIVO LLC,,HOME IMPROV CONTCTR,1230894,"1560 BATH AVENUE, BKLYN, NY 11228",1560,BATH AVENUE,BKLYN,NY,11228,Brooklyn,,(718) 259-5178
24154,NEW EMPIRE BUILDER CORP.,,HOME IMPROV CONTCTR,1309023,"1544 72 STREET, BROOKLYN, NY 11228",1544,  72 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 678-4384
24155,NEW NATIONAL STAINLESS STEEL INC,,HOME IMPROV CONTCTR,1419447,"7011 FT HAMILTON PKWY, BROOKLYN, NY 11228",7011,FT HAMILTON PKWY,BROOKLYN,NY,11228,Brooklyn,,(718) 748-3788
24156,NOTO HOME IMPROVEMENTS LTD,,HOME IMPROV CONTCTR,1399547,"1204 77 STREET, BROOKLYN, NY 11228",1204,  77 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 748-1863
24157,"OLSEN, THOMAS",OLSEN CONTRACTING,HOME IMPROV CONTCTR,857133,"6921 8 AVENUE, BROOKLYN, NY 11228",6921,   8 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(718) 492-2964
24158,"PAPPALARDI CONSTRUCTION, L.L.C",,HOME IMPROV CONTCTR,981938,"1338 73 STREET, BROOKLYN, NY 11228",1338,  73 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 256-7810
24159,"PATRUNO, JOHN",A TO Z RENOVATION,HOME IMPROV CONTCTR,1242919,"1163 71 STREET, BROOKLYN, NY 11228",1163,  71 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 630-2756
24160,PEACE OF MIND MECHANICAL LLC,,HOME IMPROV CONTCTR,1435174,"1462 83RD ST, BROOKLYN, NY 11228",1462,83RD ST,BROOKLYN,NY,11228,Brooklyn,,(917) 913-4736
24161,QUINCY HALL INC.,,HOME IMPROV CONTCTR,1455918,"7014 15 AVE, BROOKLYN, NY 11228",7014,  15 AVE,BROOKLYN,NY,11228,Brooklyn,,(917) 909-8420
24162,RESIDENTIAL RESTORATION SPECIALISTS INC,,HOME IMPROV CONTCTR,1306748,"7805 15 AVENUE, BROOKLYN, NY 11228",7805,  15 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(917) 697-0172
24163,ROMAN ROOFING CORPORATION,,HOME IMPROV CONTCTR,1442995,"8515 12TH AVE, BROOKLYN, NY 11228",8515,12TH AVE,BROOKLYN,NY,11228,Brooklyn,,(718) 377-4777
24164,SAMRISE CONSTRUCTION INC,,HOME IMPROV CONTCTR,1434559,"198 BAY 10TH ST, BROOKLYN, NY 11228",198,BAY 10TH ST,BROOKLYN,NY,11228,Brooklyn,,(646) 651-5118
24165,STEVEN JAMES CONTRACTING CORP,,HOME IMPROV CONTCTR,850172,"1301 70 STREET, BROOKLYN, NY 11228",1301,  70 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 331-1717
24166,SUNRISE CONSTRUCTION & ELECTRICS CORP.,,HOME IMPROV CONTCTR,1413371,"7824 13 AVENUE, BROOKLYN, NY 11228",7824,  13 AVENUE,BROOKLYN,NY,11228,Brooklyn,1FL,(917) 293-9212
24167,SUP-TECH CONSTRUCTION CORP,,HOME IMPROV CONTCTR,806761,"6901 7 AVENUE, BROOKLYN, NY 11228",6901,   7 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(718) 680-9094
24168,T F L ELECTRICAL INC,,HOME IMPROV CONTCTR,854277,"1462 73 STREET, BROOKLYN, NY 11228",1462,  73 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 256-3135
24169,THE GALAN ARTS CORPORATION,,HOME IMPROV CONTCTR,1435225,"1580 74TH ST, BROOKLYN, NY 11228",1580,74TH ST,BROOKLYN,NY,11228,Brooklyn,,(347) 350-6592
24170,TOMMY CHIU BUILDING CORP,,HOME IMPROV CONTCTR,1422518,"1479 70TH ST, BROOKLYN, NY 11228",1479,70TH ST,BROOKLYN,NY,11228,Brooklyn,,(917) 881-8828
24171,"TOP ONE CONSTRUCTION, CORP.",,HOME IMPROV CONTCTR,1342743,"69 DAHLGREN PLACE, BROOKLYN, NY 11228",69,DAHLGREN PLACE,BROOKLYN,NY,11228,Brooklyn,,(718) 986-3863
24172,TUNDRA CONTRACTING GROUP INC,,HOME IMPROV CONTCTR,1420198,"1269 74TH ST, BROOKLYN, NY 11228",1269,74TH ST,BROOKLYN,NY,11228,Brooklyn,,(718) 745-1993
24173,TUSCAN LANDSCAPING CORP.,,HOME IMPROV CONTCTR,1345765,"1039 73 STREET, BROOKLYN, NY 11228",1039,  73 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 266-1572
24174,"WH CONSTRUCTION, INC.",,HOME IMPROV CONTCTR,1440852,"6908 8TH AVE, BROOKLYN, NY 11228",6908,8TH AVE,BROOKLYN,NY,11228,Brooklyn,APT B6,(347) 520-8069
24175,YUE HUA CONTRACTOR COMPANY INC,,HOME IMPROV CONTCTR,1077459,"830 72 STREET, BROOKLYN, NY 11228",830,  72 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 836-4099
24176,4MS CORPORATION,,HOME IMPROV CONTCTR,1239747,"2125 EAST   14 STREET, BROOKLYN, NY 11229",2125,EAST   14 STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 787-9797
24177,A & A TAMILIO NURSERY INC.,,HOME IMPROV CONTCTR,1420816,"3025 AVE U, BROOKLYN, NY 11229",3025,AVE U,BROOKLYN,NY,11229,Brooklyn,,(718) 934-1355
24178,"A & J CONTRACTING SERVICES,INC",,HOME IMPROV CONTCTR,1245544,"2160 EAST   17 STREET, BROOKLYN, NY 11229",2160,EAST   17 STREET,BROOKLYN,NY,11229,Brooklyn,,(347) 733-1824
24179,ABCO CONTRACTING CORP,,HOME IMPROV CONTCTR,927910,"3001 AVENUE U, BROOKLYN, NY 11229",3001,AVENUE U,BROOKLYN,NY,11229,Brooklyn,,(718) 648-7000
24180,"ABRAHAM'S ROOFING, CORP.",,HOME IMPROV CONTCTR,1147772,"2148 EAST 17TH STREET, BROOKLYN, NY 11229",2148,EAST 17TH STREET,BROOKLYN,NY,11229,Brooklyn,APT 3F,(718) 256-2521
24181,ABSOLUTE GLASS & MIRROR INC,,HOME IMPROV CONTCTR,1450635,"2919 AVENUE P, BROOKLYN, NY 11229",2919,AVENUE P,BROOKLYN,NY,11229,Brooklyn,,(718) 376-8868
24182,ABSTRACT GC CORP.,,HOME IMPROV CONTCTR,1457592,"1909 E 17 ST, BROOKLYN, NY 11229",1909,E 17 ST,BROOKLYN,NY,11229,Brooklyn,,(917) 226-3706
24183,ACCURATE DETAIL CONSTRUCTION INC.,BOROUGH PARK CONTRACTING,HOME IMPROV CONTCTR,1414495,"2113 AVE V, BROOKLYN, NY 11229",2113,AVE V,BROOKLYN,NY,11229,Brooklyn,,(718) 258-1736
24184,"ACTIVE ATOM, INC.",,HOME IMPROV CONTCTR,1314934,"3672-74 NOSTRAND AVENUE, BROOKLYN, NY 11229",3672-74,NOSTRAND AVENUE,BROOKLYN,NY,11229,Brooklyn,,(718) 934-2033
24185,AGASSIAN INC,,HOME IMPROV CONTCTR,1131448,"104 BEVY COURT, BROOKLYN, NY 11229",104,BEVY COURT,BROOKLYN,NY,11229,Brooklyn,,(718) 362-0482
24186,"AGORITSAS, VASILIOS",VASILIOS AGORITSAS  CONTRACTING,HOME IMPROV CONTCTR,901111,"1846 EAST   28 STREET, BROOKLYN, NY 11229",1846,EAST   28 STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 382-5707
24187,"ALEANDRA'S INTERIORS,CORP",,HOME IMPROV CONTCTR,1402998,"1305 AVENUE U, BROOKLYN, NY 11229",1305,AVENUE U,BROOKLYN,NY,11229,Brooklyn,  3 FLOOR,(646) 235-4506
24188,ALEX THE HANDY MAN INC,,HOME IMPROV CONTCTR,1034811,"1750 EAST   14 STREET, BROOKLYN, NY 11229",1750,EAST   14 STREET,BROOKLYN,NY,11229,Brooklyn,APT 1F,(917) 476-3191
24189,ALEXANDER NIMAN CORP,,HOME IMPROV CONTCTR,1285282,"2675 OCEAN AVENUE, BROOKLYN, NY 11229",2675,OCEAN AVENUE,BROOKLYN,NY,11229,Brooklyn,2J,(917) 254-1297
24190,AMERICA-EAST FLOORING CO. INC.,,HOME IMPROV CONTCTR,1307409,"2080 E 17TH ST, BROOKLYN, NY 11229",2080,E 17TH ST,BROOKLYN,NY,11229,Brooklyn,,(718) 339-4333
24191,"ANTON, BERISHA J",STRUCTURE CONSTRUCTION,HOME IMPROV CONTCTR,1282133,"2170 BRIGHAM STREET, BROOKLYN, NY 11229",2170,BRIGHAM STREET,BROOKLYN,NY,11229,Brooklyn,#5B,(212) 410-7757
24192,"ARCABASCIO, BENEDETTO",BENNY'S CONSTRUCTION,HOME IMPROV CONTCTR,1034127,"2152 GERRITSEN AVENUE, BROOKLYN, NY 11229",2152,GERRITSEN AVENUE,BROOKLYN,NY,11229,Brooklyn,,(718) 743-1525
24193,AVAILABLE HOME IMPROVEMENTS LTD.,,HOME IMPROV CONTCTR,1285404,"2136 EAST   21 STREET, BROOKLYN, NY 11229",2136,EAST   21 STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 926-7500
24194,BARDA RENOVATION CORPORATION,,HOME IMPROV CONTCTR,978704,"2201 EAST   17 STREET, BROOKLYN, NY 11229",2201,EAST   17 STREET,BROOKLYN,NY,11229,Brooklyn,APT #9,(646) 250-4114
24195,"BARRICELLA, CARMINE",BARRICELLA BROS LANDSCAPE,HOME IMPROV CONTCTR,922331,"2823 AVENUE P, BROOKLYN, NY 11229",2823,AVENUE P,BROOKLYN,NY,11229,Brooklyn,,(718) 692-2174
24196,"BIG APPLE CHIMNEY, LLC",,HOME IMPROV CONTCTR,1174732,"54 ASTER COURT, BROOKLYN, NY 11229",54,ASTER COURT,BROOKLYN,NY,11229,Brooklyn,,(718) 648-3998
24197,"BROOK STAR DESIGNS, INC",,HOME IMPROV CONTCTR,1394070,"2227 HOMECREST  AVENUE, BROOKLYN, NY 11229",2227,HOMECREST  AVENUE,BROOKLYN,NY,11229,Brooklyn,,(718) 759-7492
24198,BROOKLYN GOLDEN TOUCH INC,,HOME IMPROV CONTCTR,1258824,"1925 QUENTIN ROAD, BROOKLYN, NY 11229",1925,QUENTIN ROAD,BROOKLYN,NY,11229,Brooklyn,APT# 6H,(718) 421-4201
24199,C R MARBLETILE INSTALLATION CORP.,,HOME IMPROV CONTCTR,1328701,"2117 EAST   18 STREET, BROOKLYN, NY 11229",2117,EAST   18 STREET,BROOKLYN,NY,11229,Brooklyn,,(347) 579-7830
24200,"CALCOE ASSOCIATES, INC.",,HOME IMPROV CONTCTR,1217940,"57 BARTLETT PLACE, BROOKLYN, NY 11229",57,BARTLETT PLACE,BROOKLYN,NY,11229,Brooklyn,,(717) 648-4221
24201,"CALICCHIO,ANTHONY E",CALI CONSTRUCTION,HOME IMPROV CONTCTR,957613,"2241 EAST   14 STREET, BROOKLYN, NY 11229",2241,EAST   14 STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 934-2762
24202,CAMPBELL'S RESTORATION CORP.,,HOME IMPROV CONTCTR,1280127,"115 BEACON COURT, BROOKLYN, NY 11229",115,BEACON COURT,BROOKLYN,NY,11229,Brooklyn,,(718) 646-7053
24203,CENTRAL HOME IMPROVEMENT #2 CORPORATON,,HOME IMPROV CONTCTR,1382206,"4440 BEDFORD AVENUE, BROOKLYN, NY 11229",4440,BEDFORD AVENUE,BROOKLYN,NY,11229,Brooklyn,,(718) 263-3118
24204,CFM KITCHEN & BATH INC,,HOME IMPROV CONTCTR,1155672,"3590 NOSTRAND AVENUE, BROOKLYN, NY 11229",3590,NOSTRAND AVENUE,BROOKLYN,NY,11229,Brooklyn,,(718) 646-3700
24205,D & D LANDSCAPING INC,,HOME IMPROV CONTCTR,764859,"2066 HOMECREST AVENUE, BROOKLYN, NY 11229",2066,HOMECREST AVENUE,BROOKLYN,NY,11229,Brooklyn,,(718) 531-0173
24206,DL CONSTRUCTION SERVICES INC,,HOME IMPROV CONTCTR,1436568,"2277 E 28TH ST, BROOKLYN, NY 11229",2277,E 28TH ST,BROOKLYN,NY,11229,Brooklyn,,(917) 627-8296
24207,DREAM HOMES CONTRACTING INC,,HOME IMPROV CONTCTR,1331589,"1927 EAST   28 STREET, BROOKLYN, NY 11229",1927,EAST   28 STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 627-1250
24208,"E & O CARPENTRY,INC.",,HOME IMPROV CONTCTR,1400113,"2170 EAST   17 STREET, BROOKLYN, NY 11229",2170,EAST   17 STREET,BROOKLYN,NY,11229,Brooklyn,,(347) 755-0621
24209,EDELSTEIN ROOFING CORP,,HOME IMPROV CONTCTR,815829,"1719 EAST   22 STREET, BROOKLYN, NY 11229",1719,EAST   22 STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 251-7090
24210,FF SOLDI LLC,,HOME IMPROV CONTCTR,1288020,"2920 AVENUE R, BROOKLYN, NY 11229",2920,AVENUE R,BROOKLYN,NY,11229,Brooklyn,SUITE 313,(718) 954-4055
24211,"G & S GLASS & MIRROR CO.,INC.",,HOME IMPROV CONTCTR,971099,"1215 AVENUE U, BROOKLYN, NY 11229",1215,AVENUE U,BROOKLYN,NY,11229,Brooklyn,,(718) 627-4011
24212,GILMAR DESIGN CORPORATION,,HOME IMPROV CONTCTR,1337196,"1773 EAST   19 STREET, BROOKLYN, NY 11229",1773,EAST   19 STREET,BROOKLYN,NY,11229,Brooklyn,SUITE 4A,(718) 902-1041
24213,GIRON CONTRACTING INC,,HOME IMPROV CONTCTR,1318087,"1648 BURNETT STREET, BROOKLYN, NY 11229",1648,BURNETT STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 376-0893
24214,"GONDAL, NAVEED F",SKYVIEW CONSTRUCTION CO,HOME IMPROV CONTCTR,1398335,"2145 OCEAN AVENUE, BROOKLYN, NY 11229",2145,OCEAN AVENUE,BROOKLYN,NY,11229,Brooklyn,,(718) 376-3265
24215,GREAT GROUNDS LANDSCAPING & DESIGN LLC,,HOME IMPROV CONTCTR,1310859,"1923 BATCHELDER ST, BROOKLYN, NY 11229",1923,BATCHELDER ST,BROOKLYN,NY,11229,Brooklyn,,(718) 551-5052
24216,GURLEEN CONSTRUCTION CORP,,HOME IMPROV CONTCTR,1180374,"2083 EAST   18 STREET, BROOKLYN, NY 11229",2083,EAST   18 STREET,BROOKLYN,NY,11229,Brooklyn,2-D,(718) 376-0358
24217,"HERNANDEZ,JULIO C",J. H. CONT,HOME IMPROV CONTCTR,1337492,"1610 AVENUE P, BROOKLYN, NY 11229",1610,AVENUE P,BROOKLYN,NY,11229,Brooklyn,APT 1-M,(917) 566-7983
24218,IDEAL CONTRACTING & MAINTENANCE INC,,HOME IMPROV CONTCTR,1425245,"2079 E 19TH ST, BROOKLYN, NY 11229",2079,E 19TH ST,BROOKLYN,NY,11229,Brooklyn,,(917) 435-8545
24219,IDEAL RENOVATION CORP,,HOME IMPROV CONTCTR,1275457,"1833 HARING STREET, BROOKLYN, NY 11229",1833,HARING STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 336-6463
24220,"IKHMAYES,KIFAH H",NEW IMAGE CONSTRUCTION COMPANY,HOME IMPROV CONTCTR,1250214,"2241 PLUMB 1ST STREET, BROOKLYN, NY 11229",2241,PLUMB 1ST STREET,BROOKLYN,NY,11229,Brooklyn,# 1K,(718) 769-4570
24221,J OLYMPIA CONSTRUCTION CORP,,HOME IMPROV CONTCTR,1151774,"4 POST COURT, BROOKLYN, NY 11229",4,POST COURT,BROOKLYN,NY,11229,Brooklyn,,(917) 257-7818
24222,JACK DABAH CONSTRUCTION LLC,,HOME IMPROV CONTCTR,1315481,"1724 EAST   12 STREET, BROOKLYN, NY 11229",1724,EAST   12 STREET,BROOKLYN,NY,11229,Brooklyn,,(917) 715-6353
24223,JOHN CASTELLANO LANDSCAPING INC,,HOME IMPROV CONTCTR,695037,"2401 AVENUE P, BKLYN, NY 11229",2401,AVENUE P,BKLYN,NY,11229,Brooklyn,,(718) 253-2191
24224,JSR HOME IMPROVEMENTS INC.,,HOME IMPROV CONTCTR,1438316,"2079 COYLE ST, BROOKLYN, NY 11229",2079,COYLE ST,BROOKLYN,NY,11229,Brooklyn,,(347) 420-8068
24225,"KINGS COUNTY CHIMNEY FURNACE CLEANING CO., INC",,HOME IMPROV CONTCTR,1327249,"32 IRA COURT, BROOKLYN, NY 11229",32,IRA COURT,BROOKLYN,NY,11229,Brooklyn,,(718) 891-0766
24226,KRYSTAL CLEAR RESTORATIONS LLC,,HOME IMPROV CONTCTR,1439443,"113 NOEL AVE, BROOKLYN, NY 11229",113,NOEL AVE,BROOKLYN,NY,11229,Brooklyn,,(917) 273-0673
24227,"KUNTSEVICH, ALIAKSANDR",AMBERLIFE,HOME IMPROV CONTCTR,1416647,"1755 EAST   13 ST, BROOKLYN, NY 11229",1755,EAST   13 ST,BROOKLYN,NY,11229,Brooklyn,APT A4,(347) 273-7723
24228,"L.A. CONSTRUCTION CO. NY, INC.",,HOME IMPROV CONTCTR,1336997,"1654 EAST   13 STREET, BROOKLYN, NY 11229",1654,EAST   13 STREET,BROOKLYN,NY,11229,Brooklyn,APT 2G,(718) 787-9828
24229,LAPIETRA & SONS G.C INC.,,HOME IMPROV CONTCTR,1303564,"2623 AVENUE P, BROOKLYN, NY 11229",2623,AVENUE P,BROOKLYN,NY,11229,Brooklyn,,(718) 951-7427
24230,LEVEL ENTERPRISES INC,,HOME IMPROV CONTCTR,1418070,"1525 E 26TH ST, BROOKLYN, NY 11229",1525,E 26TH ST,BROOKLYN,NY,11229,Brooklyn,STE 1E,(208) 873-2293
24231,LEXUS CONTRACTING CORPORATION,,HOME IMPROV CONTCTR,1224775,"1824 STUART STREET, BROOKLYN, NY 11229",1824,STUART STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 336-0130
24232,"LEYBOVICH,MIKHAIL",CONSTRUCTION FORTUNE,HOME IMPROV CONTCTR,1299676,"2322 EAST   24 STREET, BROOKLYN, NY 11229",2322,EAST   24 STREET,BROOKLYN,NY,11229,Brooklyn,,(917) 523-4431
24233,LIBERTY ROOFING CORP,,HOME IMPROV CONTCTR,1147865,"2138 EAST   17 STREET, BROOKLYN, NY 11229",2138,EAST   17 STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 645-9539
24234,"LOCCISANO, JOE",JOE LOCCISANO_LANDSCAPER,HOME IMPROV CONTCTR,922861,"1978 COYLE STREET, BROOKLYN, NY 11229",1978,COYLE STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 339-3837
24235,"MASLINSKI, LUCJAN",LINED UP CONSTRUCTION COMPANY,HOME IMPROV CONTCTR,1217535,"58 FRANK COURT, BROOKLYN, NY 11229",58,FRANK COURT,BROOKLYN,NY,11229,Brooklyn,,(718) 344-3585
24236,MASTER BUILDERS CONSTRUCTION INC,MASTER BUILDERS CONSTRUCTION,HOME IMPROV CONTCTR,919824,"1785 EAST   29 STREET, BROOKLYN, NY 11229",1785,EAST   29 STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 627-4268
24237,"MENJIVAR,MARIO A",MARIO MENJIVAR COMPANY,HOME IMPROV CONTCTR,1268266,"2183 BROWN STREET, BROOKLYN, NY 11229",2183,BROWN STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 769-0641
24238,"MICHELE LAVISTA, LLC",,HOME IMPROV CONTCTR,1325198,"2118 HOMECREST AVENUE, BROOKLYN, NY 11229",2118,HOMECREST AVENUE,BROOKLYN,NY,11229,Brooklyn,,(718) 702-8202
24239,"MOSHOURIS, GEORGE",GEORGES GENERAL CONTRACTING,HOME IMPROV CONTCTR,1380203,"2618 FILLMORE AVENUE, BROOKLYN, NY 11229",2618,FILLMORE AVENUE,BROOKLYN,NY,11229,Brooklyn,,(201) 394-8172
24240,"NEW ENERGY CONSTRUCTION, INC.",,HOME IMPROV CONTCTR,1364730,"2662 OCEAN AVENUE, BROOKLYN, NY 11229",2662,OCEAN AVENUE,BROOKLYN,NY,11229,Brooklyn,APT A3,(917) 496-3017
24241,NEW FORMS CONSTRUCTION INC,,HOME IMPROV CONTCTR,1130320,"2402 AVENUE V, BROOKLYN, NY 11229",2402,AVENUE V,BROOKLYN,NY,11229,Brooklyn,,(718) 368-3802
24242,"NYCEILING, INC.",,HOME IMPROV CONTCTR,1412679,"1970 EAST   18 STREET, BROOKLYN, NY 11229",1970,EAST   18 STREET,BROOKLYN,NY,11229,Brooklyn,APT F11,(347) 483-1100
24243,ON CENTER CONSTRUCTION INC,,HOME IMPROV CONTCTR,926641,"2707 AVENUE S, BROOKLYN, NY 11229",2707,AVENUE S,BROOKLYN,NY,11229,Brooklyn,,(718) 627-1516
24244,PINTO'S GENERAL CONTRACTORS LLC,,HOME IMPROV CONTCTR,1130309,"2435 OCEAN AVENUE, BROOKLYN, NY 11229",2435,OCEAN AVENUE,BROOKLYN,NY,11229,Brooklyn,APT 1B,(718) 743-5100
24245,QUADRANT DEVELOPMENT CONSULTANTS INC,,HOME IMPROV CONTCTR,1160666,"1714 STUART STREET, BROOKLYN, NY 11229",1714,STUART STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 336-1499
24246,R&R CONSTRUCTION AND WOODWORKING CORP,,HOME IMPROV CONTCTR,1371014,"2355 EAST   13 STREET, BROOKLYN, NY 11229",2355,EAST   13 STREET,BROOKLYN,NY,11229,Brooklyn,2FL,(718) 332-3249
24247,RENAISSANCE OF V.I. HOME CORP.,,HOME IMPROV CONTCTR,1376855,"2686 OCEAN AVENUE, BROOKLYN, NY 11229",2686,OCEAN AVENUE,BROOKLYN,NY,11229,Brooklyn,5E,(347) 661-8273
24248,"RIBEIRO, ALEJANDRO",SMILING HOUSE,HOME IMPROV CONTCTR,852212,"1804 STUART STREET, BROOKLYN, NY 11229",1804,STUART STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 376-4045
24249,RIGHT ANGLE DESIGN & BUILDING INC,,HOME IMPROV CONTCTR,1159178,"2811 OCEAN AVENUE, BROOKLYN, NY 11229",2811,OCEAN AVENUE,BROOKLYN,NY,11229,Brooklyn,,(718) 251-4646
24250,RING CONSTRUCTION INC.,,HOME IMPROV CONTCTR,1161090,"1935 EAST   15 STREET, BROOKLYN, NY 11229",1935,EAST   15 STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 853-0048
24251,S & M GENERAL CONSTRUCTION INC,,HOME IMPROV CONTCTR,1203684,"2157 BROWN STREET, NEW YORK, NY 11229",2157,BROWN STREET,NEW YORK,NY,11229,Brooklyn,,(718) 369-3699
24252,S & S CONTAINERS INC,,HOME IMPROV CONTCTR,1435614,"2302 AVE T, BROOKLYN, NY 11229",2302,AVE T,BROOKLYN,NY,11229,Brooklyn,4 FL,(718) 648-2010
24253,SANGA CONSTRUCTION COMPANY INC,,HOME IMPROV CONTCTR,886549,"2235 EAST   17 STREET, BROOKLYN, NY 11229",2235,EAST   17 STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 742-6858
24254,"SEAN,FOX",FOX CONTRACTING CO,HOME IMPROV CONTCTR,1261280,"2270 PLUMB    1 STREET, BROOKLYN, NY 11229",2270,PLUMB    1 STREET,BROOKLYN,NY,11229,Brooklyn,APT.1G,(718) 787-0282
24255,SILVERSTONE CONSTRUCTION CORP,,HOME IMPROV CONTCTR,1445212,"1925 QUENTIN RD, BROOKLYN, NY 11229",1925,QUENTIN RD,BROOKLYN,NY,11229,Brooklyn,APT 3F,(347) 579-5377
24256,SOLARCAST INC.,,HOME IMPROV CONTCTR,1316590,"1715 EAST   28 STREET, BROOKLYN, NY 11229",1715,EAST   28 STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 475-8559
24257,"STRUTINSKIY, ASSET",ABZ CONSTRUCTION,HOME IMPROV CONTCTR,1450306,"1204 AVE U, BROOKLYN, NY 11229",1204,AVE U,BROOKLYN,NY,11229,Brooklyn,APT 1506,(347) 737-8653
24258,"SUEDE, SAMUEL",S & S CONSTRUCTION,HOME IMPROV CONTCTR,922994,"2019 AVENUE T, BROOKLYN, NY 11229",2019,AVENUE T,BROOKLYN,NY,11229,Brooklyn,,(718) 559-5699
24259,SUKHY GENERAL CONSTRUCTION CORP,,HOME IMPROV CONTCTR,1223242,"2083 E 18 ST, BROOKLYN, NY 11229",2083,E 18 ST,BROOKLYN,NY,11229,Brooklyn,APT 5B,(718) 377-2487
24260,SUNRISE (NY) CORP.,,HOME IMPROV CONTCTR,1333291,"2016 EAST   26 STREET, BROOKLYN, NY 11229",2016,EAST   26 STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 934-7841
24261,"SUPERB HOME IMPROVEMENT, INC.",,HOME IMPROV CONTCTR,1422817,"1204 AVENUE U, BROOKLYN, NY 11229",1204,AVENUE U,BROOKLYN,NY,11229,Brooklyn,STE 1012,(718) 310-8079
24262,SUPERTOUCH CONTRACTING CORP.,,HOME IMPROV CONTCTR,1326944,"2058 HARING STREET, BROOKLYN, NY 11229",2058,HARING STREET,BROOKLYN,NY,11229,Brooklyn,,(718) 375-0087
24263,TAN AN THANH INC.,,HOME IMPROV CONTCTR,1350699,"2001 EAST   27 STREET, BROOKLYN, NY 11229",2001,EAST   27 STREET,BROOKLYN,NY,11229,Brooklyn,,(917) 669-3860
