ID,Business Name,Trade Name,Facility Type,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number,Number of Spaces,Number of Bike Spaces
1617,"SODEXO, INC.",,Parking Lot,1339380,"139-24 BOOTH MEMORIAL AVENUE, QUEENS, NY 11355",139-24,BOOTH MEMORIAL AVENUE,QUEENS,NY,11355,Queens,,(718) 670-1252,372,21
1618,"SOHO VILLAGE PARKING, LLC",,Garage - Parking Lot Combo,1199393,"610 BROADWAY, NEW YORK, NY 10012",610,BROADWAY,NEW YORK,NY,10012,Manhattan,,(212) 686-9800,126,12
1619,SOPHIE PARKING INC,,Parking Lot,1321612,"1042 LOWELL STREET, BRONX, NY 10459",1042,LOWELL STREET,BRONX,NY,10459,Bronx,,(917) 807-2441,39,
1620,SOUND PARKING CORP,,Parking Lot,1076667,"6 EAST   17 STREET, NEW YORK, NY 10003",6,EAST   17 STREET,NEW YORK,NY,10003,Manhattan,,(212) 308-5959,74,7
1621,SOUTH BRONX OVERALL ECONOMIC DEVELOPMENT CORP,,Parking Lot,1273615,"541 BROOK AVENUE, BRONX, NY 10455",541,BROOK AVENUE,BRONX,NY,10455,Bronx,,(718) 292-3113,150,15
1622,SOUTH BRONX OVERALL ECONONIC DEVELOPMENT CORP,,Parking Lot,1452426,"430 WESTCHESTER AVE, BRONX, NY 10455",430,WESTCHESTER AVE,BRONX,NY,10455,Bronx,,(718) 292-3113,74,
1623,SOUTH PLAZA GARAGE LLC,,Parking Garage,1135112,"308-330 EAST   26 STREET, NEW YORK, NY 10010",308-330,EAST   26 STREET,NEW YORK,NY,10010,Manhattan,,(212) 686-9800,62,6
1624,"SOUTH PLAZA GARAGE, LLC",,Parking Garage,1135106,"442-458 2 AVENUE, NEW YORK, NY 10010",442-458,   2 AVENUE,NEW YORK,NY,10010,Manhattan,,(212) 686-9800,98,9
1625,"SOUTH SIDE PARKING SYSTEMS, INC.",,Parking Lot,1248142,"143-19 94 AVENUE, JAMAICA, NY 11435",143-19,  94 AVENUE,JAMAICA,NY,11435,Queens,,(718) 658-4000,52,5
1626,SOUTH WILLIAM PARKING LLC,,Parking Garage,1013974,"14 SOUTH WILLIAM STREET, NEW YORK, NY 10004",14,SOUTH WILLIAM STREET,NEW YORK,NY,10004,Manhattan,AKA 14-26 SOUTH WILLIAM STREET,(212) 686-9800,400,22
1627,SOVEREIGN CAR PARK INC,GGMC,Garage - Parking Lot Combo,904133,"425 EAST   58 STREET, NEW YORK, NY 10022",425,EAST   58 STREET,NEW YORK,NY,10022,Manhattan,,(212) 996-6363,294,20
1628,"SRENIK, INC",,Parking Lot,1409325,"1379 HALSEY STREET, BROOKLYN, NY 11237",1379,HALSEY STREET,BROOKLYN,NY,11237,Brooklyn,,(718) 381-1089,30,
1629,SRM FUEL COR,,Parking Lot,1435928,"3936 10TH AVE, NEW YORK, NY 10034",3936,10TH AVE,NEW YORK,NY,10034,Manhattan,,(212) 942-4351,13,
1630,ST ANN'S PARKING GARAGE LLC,,Parking Garage,1411788,"780 ST ANN'S AVENUE, BRONX, NY 10456",780,ST ANN'S AVENUE,BRONX,NY,10456,Bronx,,(718) 401-0141,74,7
1631,ST JOSEPH'S COLLEGE N Y,,Parking Lot,363732,"210 VANDERBILT AVENUE, BROOKLYN, NY 11205",210,VANDERBILT AVENUE,BROOKLYN,NY,11205,Brooklyn,210-218 VANDERBILT AVE,(718) 636-6820,75,7
1632,ST JOSEPH'S COLLEGE NEW YORK,,Parking Lot,365621,"222 VANDERBILT AVENUE, BROOKLYN, NY 11205",222,VANDERBILT AVENUE,BROOKLYN,NY,11205,Brooklyn,226,(718) 636-6820,45,
1633,"ST NICHOLAS PARKING MGMT, LLC",,Parking Garage,1343452,"673 ST NICHOLAS AVENUE, NEW YORK, NY 10030",673,ST NICHOLAS AVENUE,NEW YORK,NY,10030,Manhattan,,(212) 234-1217,180,18
1634,"STABLE CAR PARKING, INC",,Parking Garage,1097397,"614 WEST  153 STREET, NEW YORK, NY 10031",614,WEST  153 STREET,NEW YORK,NY,10031,Manhattan,614-620 WEST 153 STREET,(212) 979-9815,135,13
1635,"STABLE CAR PARKING, INC.",,Parking Garage,1213350,"9201 4 AVENUE, BROOKLYN, NY 11209",9201,   4 AVENUE,BROOKLYN,NY,11209,Brooklyn,,(212) 979-9815,178,17
1636,STADIUM MANAGEMENT LLC,,Parking Garage,1334238,"365 BRIDGE STREET, BROOKLYN, NY 11201",365,BRIDGE STREET,BROOKLYN,NY,11201,Brooklyn,,(718) 438-2804,86,8
1637,STANDARD PARKING CORP,,Parking Garage,1175125,"250 VESEY STREET, NEW YORK, NY 10282",250,VESEY STREET,NEW YORK,NY,10282,Manhattan,,(212) 786-4245,371,21
1638,STANDARD PARKING CORP,,Parking Garage,1389555,"951 RIVER AVE, BRONX, NY 10451",951,RIVER AVE,BRONX,NY,10451,Bronx,,(718) 588-7802,668,24
1639,STANDARD PARKING CORP,,Parking Garage,1417977,"8036 COOPER AVE, GLENDALE, NY 11385",8036,COOPER AVE,GLENDALE,NY,11385,Queens,,(718) 894-3580,629,24
1640,STANDARD PARKING CORP,,Parking Garage,1417978,"8020 COOPER AVE, GLENDALE, NY 11385",8020,COOPER AVE,GLENDALE,NY,11385,Queens,,(718) 894-3580,660,24
1641,STANDARD PARKING CORP,,Parking Garage,1423615,"20 EAST 161 ST, BRONX, NY 10452",20,EAST 161 ST,BRONX,NY,10452,Bronx,,(212) 916-3480,933,27
1642,STANDARD PARKING CORP,,Parking Lot,1444215,"412 W  33 ST, NEW YORK, NY 10001",412,W  33 ST,NEW YORK,NY,10001,Manhattan,412-422,(212) 916-3480,92,9
1643,STANDARD PARKING CORP,,Parking Lot,1444220,"440 W 33RD ST, NEW YORK, NY 10001",440,W 33RD ST,NEW YORK,NY,10001,Manhattan,440-444,(212) 916-3480,82,8
1644,STANDARD PARKING CORP,,Parking Lot,1444227,"401 9 AVE, NEW YORK, NY 10001",401,9 AVE,NEW YORK,NY,10001,Manhattan,401-409,(212) 916-3480,115,11
1645,STANDARD PARKING CORP,,Parking Lot,1444229,"425 W  31 ST, NEW YORK, NY 10001",425,W  31 ST,NEW YORK,NY,10001,Manhattan,,(212) 916-3480,145,14
1646,STANDARD PARKING CORP.,,Parking Lot,1235312,"93-30 HORACE HARDING EXPRESSWAY, REGO PARK, NY 11374",93-30,HORACE HARDING EXPRESSWAY,REGO PARK,NY,11374,Queens,,(718) 897-4833,150,15
1647,STANDARD PARKING CORP.,,Parking Lot,1259181,"136-20 38 AVENUE, QUEENS, NY 11354",136-20,  38 AVENUE,QUEENS,NY,11354,Queens,,(212) 916-3480,401,22
1648,STANDARD PARKING CORPORATION,,Parking Garage,1029322,"200 CENTRAL PARK WEST, NEW YORK, NY 10024",200,CENTRAL PARK WEST,NEW YORK,NY,10024,Manhattan,,(212) 313-7275,424,22
1649,STANDARD PARKING CORPORATION,,Parking Garage,1175121,"200 LIBERTY STREET, NY, NY 10280",200,LIBERTY STREET,NY,NY,10280,Manhattan,,(212) 786-9564,232,20
1650,STANDARD PARKING CORPORATION,,Parking Garage,1215560,"48-18 5 STREET, LONG ISLND CITY, NY 11109",48-18,   5 STREET,LONG ISLND CITY,NY,11109,Queens,,(718) 784-4966,527,23
1651,STANDARD PARKING CORPORATION,,Parking Garage,1231677,"96-05 QUEENS BOULEVARD, REGO PARK, NY 11374",96-05,QUEENS BOULEVARD,REGO PARK,NY,11374,Queens,,(718) 897-4833,1265,30
1652,STANDARD PARKING CORPORATION,,Parking Garage,1251091,"10420 QUEENS BOULEVARD, FOREST HILLS, NY 11375",10420,QUEENS BOULEVARD,FOREST HILLS,NY,11375,Queens,,(212) 916-3480,220,20
1653,STANDARD PARKING CORPORATION,,Parking Garage,1273988,"60 EAST END AVE, NEW YORK, NY 10028",60,EAST END AVE,NEW YORK,NY,10028,Manhattan,,(212) 916-3480,120,12
1654,STANDARD PARKING CORPORATION,,Parking Garage,1277045,"950 RIVER AVENUE, BRONX, NY 10452",950,RIVER AVENUE,BRONX,NY,10452,Bronx,,(718) 538-4249,1205,30
1655,STANDARD PARKING CORPORATION,,Parking Garage,1351758,"10460 QUEENS BLVD, FOREST HILLS, NY 11375",10460,QUEENS BLVD,FOREST HILLS,NY,11375,Queens,,(718) 897-1220,176,17
1656,STANDARD PARKING CORPORATION,,Parking Garage,1352234,"5102 AVENUE U, BROOKLYN, NY 11234",5102,AVENUE U,BROOKLYN,NY,11234,Brooklyn,5102-5430 AVE U,(718) 253-7897,3739,55
1657,STANDARD PARKING CORPORATION,,Parking Lot,1280334,"750 RIVER AVE, BRONX, NY 10451",750,RIVER AVE,BRONX,NY,10451,Bronx,,(718) 538-4249,120,12
1658,STANDARD PARKING CORPORATION,,Parking Lot,1313599,"30 EAST  161 ST, BRONX, NY 10451",30,EAST  161 ST,BRONX,NY,10451,Bronx,,(212) 916-3480,1000,28
1659,STANDARD PARKING CORPORATION,STANDARD PARKING CORP QUEENS FAMILY COURT,Parking Lot,1345885,"89-14 PARSONS BOULEVARD, JAMAICA, NY 11432",89-14,PARSONS BOULEVARD,JAMAICA,NY,11432,Queens,,(212) 916-3480,496,22
1660,STANDARD PARKING CORPORATION.,,Parking Lot,1280446,"111 EAST  151 STREET, BRONX, NY 10451",111,EAST  151 STREET,BRONX,NY,10451,Bronx,,(718) 538-4249,79,7
1661,STANLEY MAURER & LAURIE MAURER,176-8 COURT PARKING ASSOC,Parking Lot,366728,"176-178 COURT STREET, BROOKLYN, NY 11201",176-178,COURT STREET,BROOKLYN,NY,11201,Brooklyn,,(718) 624-5226,16,
1662,STAR PARKING GARAGE INC,,Parking Lot,1417423,"840 WESTCHESTER AVE, BRONX, NY 10459",840,WESTCHESTER AVE,BRONX,NY,10459,Bronx,,(718) 991-8100,74,7
1663,"STATE STREET PARKING,LLC",,Parking Garage,1157614,"71 SMITH STREET, BROOKLYN, NY 11201",71,SMITH STREET,BROOKLYN,NY,11201,Brooklyn,,(973) 643-7700,750,25
1664,STATE-PEARL GARAGE INC,,Parking Garage,369956,"1 BATTERY PARK PLAZA, NEW YORK, NY 10004",1,BATTERY PARK PLAZA,NEW YORK,NY,10004,Manhattan,,(212) 407-2516,150,15
1665,STELLMAR PARKING LLC,,Parking Garage,1312446,"27 EAST   65 STREET, NEW YORK, NY 10065",27,EAST   65 STREET,NEW YORK,NY,10065,Manhattan,,(212) 879-8798,31,
1666,STELLMAR PARKING LLC,,Parking Garage,1312449,"30 EAST   65 STREET, NEW YORK, NY 10065",30,EAST   65 STREET,NEW YORK,NY,10065,Manhattan,,(212) 879-8798,31,
1667,"STEWART HOUSE CAR PARK, INC",GGMC,Parking Garage,945780,"70 EAST   10 STREET, NEW YORK, NY 10003",70,EAST   10 STREET,NEW YORK,NY,10003,Manhattan,,(212) 996-6363,255,20
1668,STOP-PARK GARAGE CORP,CENTRAL PARKING SYSTEM,Parking Garage,427429,"18 MORTON STREET, NEW YORK, NY 10014",18,MORTON STREET,NEW YORK,NY,10014,Manhattan,20,(212) 629-6602,180,18
1669,"STRAND PARKING MGMT, LLC",,Parking Garage,1382589,"500 W 43RD ST, NEW YORK, NY 10036",500,W 43RD ST,NEW YORK,NY,10036,Manhattan,,(212) 795-7275,99,9
1670,STRONG PARKING CORP,,Parking Lot,1360243,"363-367 E 138TH ST, BRONX, NY 10454",363-367,E 138TH ST,BRONX,NY,10454,Bronx,,(718) 450-3440,125,12
1671,SUFFOLK PARKING INC,,Parking Lot,1226909,"44-54 SUFFOLK STREET, NEW YORK, NY 10002",44-54,SUFFOLK STREET,NEW YORK,NY,10002,Manhattan,,(212) 533-4640,100,10
1672,SUPERIOR PARKING LLC.,,Parking Garage,789927,"515 EAST   79 STREET, NEW YORK, NY 10075",515,EAST   79 STREET,NEW YORK,NY,10075,Manhattan,,(212) 686-9800,125,12
1673,SUPPORT PARKING LLC.,,Parking Garage,367606,"350 EAST   52 STREET, NEW YORK, NY 10022",350,EAST   52 STREET,NEW YORK,NY,10022,Manhattan,AKA 344-352 EAST 52 STREET,(212) 686-9800,80,8
1674,SUPREME 85 PARKING LLC,,Parking Garage,1416193,"85 LIVINGSTON STREET, BROOKLYN, NY 11201",85,LIVINGSTON STREET,BROOKLYN,NY,11201,Brooklyn,,(212) 686-9800,160,16
1675,SUPREME PARKING CORP,,Parking Garage,1249767,"230 EAST   30 STREET, NEW YORK, NY 10016",230,EAST   30 STREET,NEW YORK,NY,10016,Manhattan,,(718) 683-4976,25,
1676,SUPREME PARKING CORP,,Parking Lot,1313520,"88-02 SUTPHIN BOULEVARD, JAMAICA, NY 11435",88-02,SUTPHIN BOULEVARD,JAMAICA,NY,11435,Queens,,(718) 206-3312,52,5
1677,SUPREME PARKING CORP,,Parking Lot,1385555,"8822 SUTPHIN BOULEVARD, JAMAICA, NY 11435",8822,SUTPHIN BOULEVARD,JAMAICA,NY,11435,Queens,,(718) 206-3312,99,9
1678,SURF AVENUE LOGISTICS LLC,,Garage - Parking Lot Combo,1437279,"173 E 156TH ST, BRONX, NY 10451",173,E 156TH ST,BRONX,NY,10451,Bronx,,(917) 584-0383,238,20
1679,SURF MANAGEMENT LLC,,Parking Lot,1356588,"1625 SURF AVE, BROOKLYN, NY 11224",1625,SURF AVE,BROOKLYN,NY,11224,Brooklyn,,(917) 584-0383,100,10
1680,SURREY GARAGE CORP,,Parking Garage,1384694,"439 E 77TH ST, NEW YORK, NY 10075",439,E 77TH ST,NEW YORK,NY,10075,Manhattan,,(212) 355-1727,96,9
1681,SUTTON 53 PARKING LLC,,Parking Garage,1185631,"410-422 EAST   54 STREET, NEW YORK, NY 10022",410-422,EAST   54 STREET,NEW YORK,NY,10022,Manhattan,,(212) 686-9800,182,18
1682,"SWEET MARY PARKING, CORP.",,Parking Lot,1209226,"296 GRAND CONCOURSE, BRONX, NY 10451",296,GRAND CONCOURSE,BRONX,NY,10451,Bronx,,(718) 401-2878,58,5
1683,"SWEETS PARKING I, INC.",,Parking Garage,1221665,"437 MADISON AVENUE, NEW YORK, NY 10022",437,MADISON AVENUE,NEW YORK,NY,10022,Manhattan,,(212) 753-3100,116,11
1684,"SYD PARKING, LLC.",,Parking Garage,1257136,"405 EAST   56 STREET, NEW YORK, NY 10022",405,EAST   56 STREET,NEW YORK,NY,10022,Manhattan,,(212) 750-4274,56,5
1685,SYLVAN 71ST STREET GARAGE CORP,,Parking Garage,888159,"355-361 EAST   71 STREET, NEW YORK, NY 10021",355-361,EAST   71 STREET,NEW YORK,NY,10021,Manhattan,,(212) 944-6666,268,20
1686,SYLVAN ELM GARAGE LLC,,Parking Garage,1280453,"94-30 60 AVENUE, ELMHURST, NY 11373",94-30,  60 AVENUE,ELMHURST,NY,11373,Queens,,(718) 575-9440,20,
1687,SYLVAN ELM GARAGE LLC,,Parking Garage,1280455,"94-31 59 AVENUE, QUEENS, NY 11373",94-31,  59 AVENUE,QUEENS,NY,11373,Queens,,(718) 575-9440,40,
1688,SYLVAN ELM GARAGE LLC,,Parking Garage,1280462,"94-31 60 AVENUE, ELMHURST, NY 11373",94-31,  60 AVENUE,ELMHURST,NY,11373,Queens,,(718) 575-9440,40,
1689,SYLVAN ELM GARAGE LLC,,Parking Garage,1280463,"57-10 JUNCTION BOULEVARD, ELMHURST, NY 11373",57-10,JUNCTION BOULEVARD,ELMHURST,NY,11373,Queens,,(718) 575-9440,22,
1690,SYLVAN ELM GARAGE LLC,,Parking Garage,1281079,"94-11 60 AVENUE, ELMHURST, NY 11373",94-11,  60 AVENUE,ELMHURST,NY,11373,Queens,,(718) 575-9440,40,
1691,"SYLVAN ELM GARAGE, LLC",,Parking Garage,1281328,"94-30 59 AVENUE, ELMHURST, NY 11373",94-30,  59 AVENUE,ELMHURST,NY,11373,Queens,,(718) 575-9440,40,
1692,SYLVAN FORESTER GARAGE LLC,,Parking Garage,998155,"111-09 QUEENS BOULEVARD, FOREST HILLS, NY 11375",111-09,QUEENS BOULEVARD,FOREST HILLS,NY,11375,Queens,BUILDING EXTENDS 09/11/15/29,(212) 944-6666,99,9
1693,"SYLVAN GERARD GARAGE, LLC",,Parking Garage,1216003,"70-25 YELLOWSTONE BOULEVARD, QUEENS, NY 11375",70-25,YELLOWSTONE BOULEVARD,QUEENS,NY,11375,Queens,,(718) 575-9440,208,20
1694,SYLVAN KEW GARAGE LLC,,Parking Garage,1227187,"80-02 KEW GARDENS ROAD, QUEENS, NY 11415",80-02,KEW GARDENS ROAD,QUEENS,NY,11415,Queens,,(718) 575-9440,481,22
1695,SYLVAN KISSENA GARAGE LLC,,Parking Garage,1242162,"43-70 KISSENA BOULEVARD, QUEENS, NY 11355",43-70,KISSENA BOULEVARD,QUEENS,NY,11355,Queens,,(718) 575-9440,162,16
1696,SYLVAN MADISON GARAGE CORP,SYLVAN MADISON GARAGE,Parking Garage,912083,"60 EAST   90 STREET, NEW YORK, NY 10128",60,EAST   90 STREET,NEW YORK,NY,10128,Manhattan,,(718) 575-9440,268,20
1697,"SYLVAN MIDWAY GARAGE, LLC",,Parking Garage,998154,"108-02-18 QUEENS BLVD, FOREST HILLS, NY 11375",108-02-18,QUEENS BLVD,FOREST HILLS,NY,11375,Queens,,(212) 944-6666,130,13
1698,SYLVAN PINNACLE GARAGE CORP,,Parking Garage,898215,"112-01 QUEENS BOULEVARD, FOREST HILLS, NY 11375",112-01,QUEENS BOULEVARD,FOREST HILLS,NY,11375,Queens,,(718) 575-9440,421,22
1699,SYLVAN REGENCY GARAGE LLC,,Parking Garage,1291190,"132-03 SANFORD AVENUE, FLUSHING, NY 11355",132-03,SANFORD AVENUE,FLUSHING,NY,11355,Queens,,(718) 575-9440,105,10
1700,T & K PARKING INC.,,Parking Garage,1344945,"61 CHRYSTIE STREET, NEW YORK, NY 10002",61,CHRYSTIE STREET,NEW YORK,NY,10002,Manhattan,,(917) 656-9896,50,
1701,T CARDINAL COOKE HEALTH CARE CENTER,,Parking Garage,699003,"1560-68 MADISON AVENUE, NEW YORK, NY 10029",1560-68,MADISON AVENUE,NEW YORK,NY,10029,Manhattan,,(212) 360-3600,350,21
1702,T R PARKING STATION INC,,Parking Lot,816312,"31-73 31 STREET, ASTORIA, NY 11106",31-73,  31 STREET,ASTORIA,NY,11106,Queens,,(718) 721-3032,175,17
1703,T.P.E.C CORP.,,Garage - Parking Lot Combo,995385,"41-10 CRESCENT STREET, QUEENS, NY 11101",41-10,CRESCENT STREET,QUEENS,NY,11101,Queens,,(718) 707-0335,125,12
1704,TAFT GARAGE CORP,TAFT GARAGE,Parking Garage,913566,"891 SHERIDAN AVENUE, BRONX, NY 10451",891,SHERIDAN AVENUE,BRONX,NY,10451,Bronx,,(212) 956-2280,95,9
1705,TAINO TOWERS GARAGE CORP,,Parking Lot,1005064,"221 EAST  122 STREET, NEW YORK, NY 10035",221,EAST  122 STREET,NEW YORK,NY,10035,Manhattan,,(212) 567-0234,200,20
1706,"TAUPE CAR PARK, LLC",,Parking Lot,1378973,"178-02 HILLSIDE AVENUE, JAMAICA ESTATES, NY 11432",178-02,HILLSIDE AVENUE,JAMAICA ESTATES,NY,11432,Queens,,(212) 996-6363,149,14
1707,TAURUS MANAGEMENT CORP,TAURUS PARKING  GARAGE,Parking Garage,883259,"906 UNION STREET, BROOKLYN, NY 11215",906,UNION STREET,BROOKLYN,NY,11215,Brooklyn,,(718) 866-1000,70,7
1708,TESTIMONY PARKING CORP,,Parking Lot,1069545,"2481 CROTONA AVENUE, BRONX, NY 10458",2481,CROTONA AVENUE,BRONX,NY,10458,Bronx,,(718) 584-1239,45,
1709,TETK MANAGEMENT LLC,,Parking Lot,1062071,"3006 GODWIN TERRACE, BRONX, NY 10463",3006,GODWIN TERRACE,BRONX,NY,10463,Bronx,,(914) 669-4687,65,6
1710,"THE BARRINGTON TRAVEL GROUP, INC.",,Parking Lot,1168823,"458 WEST  166 STREET, NEW YORK, NY 10032",458,WEST  166 STREET,NEW YORK,NY,10032,Manhattan,,(999) 999-9999,71,7
1711,THE BERGER'S PARKING CORPORATION,196 GARAGE,Parking Garage,367613,"196 EAST   75 STREET, NEW YORK, NY 10021",196,EAST   75 STREET,NEW YORK,NY,10021,Manhattan,,(212) 535-8291,27,
1712,THE CARNEGIE GARAGE LTD,,Parking Garage,816759,"1675 3 AVENUE, NEW YORK, NY 10128",1675,   3 AVENUE,NEW YORK,NY,10128,Manhattan,,(212) 736-7171,90,9
1713,"THE ELECTRIC WAREHOUSE, INC.",,Parking Lot,1251263,"1432 FULTON STREET, BROOKLYN, NY 11216",1432,FULTON STREET,BROOKLYN,NY,11216,Brooklyn,1432-36,(718) 773-1760,16,
1714,THE GGG PARKING INC,,Parking Garage,1128837,"1565 JEROME AVENUE, BRONX, NY 10452",1565,JEROME AVENUE,BRONX,NY,10452,Bronx,,(718) 901-5222,69,6
1715,THE HERTZ CORP,,Parking Garage,369606,"327 EAST   64 STREET, NEW YORK, NY 10065",327,EAST   64 STREET,NEW YORK,NY,10065,Manhattan,,(212) 486-5914,120,12
1716,THE HERTZ CORP,,Parking Garage,427562,"21O WEST   77 STREET, NEW YORK, NY 10024",21O,WEST   77 STREET,NEW YORK,NY,10024,Manhattan,,(212) 486-5919,250,20
1717,THE HERTZ CORP,,Parking Garage,891578,"355 EAST   76 STREET, NEW YORK, NY 10021",355,EAST   76 STREET,NEW YORK,NY,10021,Manhattan,,(212) 486-5908,260,20
1718,THE HERTZ CORPORATION,,Parking Garage,1114874,"12-16 EAST   13 STREET, NEW YORK, NY 10003",12-16,EAST   13 STREET,NEW YORK,NY,10003,Manhattan,,(212) 486-5912,250,20
1719,THE HERTZ CORPORATION,,Parking Garage,1231683,"214 WEST   95 STREET, NEW YORK, NY 10025",214,WEST   95 STREET,NEW YORK,NY,10025,Manhattan,,(212) 486-5914,250,20
1720,THE MCDONO CORPORATION,,Parking Garage,368105,"679-85 MCDONOUGH STREET, BROOKLYN, NY 11233",679-85,MCDONOUGH STREET,BROOKLYN,NY,11233,Brooklyn,,(718) 756-8490,25,
1721,THE SOCIETY OF NEW YORK HOSPITAL,,Parking Garage,966973,"525 EAST   68 STREET, NEW YORK, NY 10021",525,EAST   68 STREET,NEW YORK,NY,10021,Manhattan,GARAGE,(212) 746-1969,220,20
1722,THE SOCIETY OF THE NEW YORK HOSPITAL,,Parking Garage,812525,"515 EAST   70 STREET, NEW YORK, NY 10021",515,EAST   70 STREET,NEW YORK,NY,10021,Manhattan,,(212) 748-1969,250,20
1723,THE SOCIETY OF THE NEW YORK HOSPITAL,THE NY HOSPL G      PAYSON HSE,Parking Garage,369314,"426-438 EAST   71 STREET, NEW YORK, NY 10021",426-438,EAST   71 STREET,NEW YORK,NY,10021,Manhattan,,(212) 746-1969,174,17
1724,THEATER 50 PARKING LLC,,Parking Garage,1305460,"305 WEST   50 STREET, NEW YORK, NY 10019",305,WEST   50 STREET,NEW YORK,NY,10019,Manhattan,,(212) 686-9800,63,6
1725,THOMPSON ST. PARKING CORP,,Parking Garage,889341,"221 THOMPSON ST, NEW YORK, NY 10012",221,THOMPSON ST,NEW YORK,NY,10012,Manhattan,,(212) 643-8631,235,20
1726,"THOMPSON, ALFREDO",GARFIELD SERVICE GARAGE,Parking Garage,363056,"187A-201 GARFIELD PLACE, BROOKLYN, NY 11215",187A-201,GARFIELD PLACE,BROOKLYN,NY,11215,Brooklyn,,(718) 788-9851,40,
1727,TIMES SQUARE 41ST STREET GARAGE LLC,,Parking Garage,1133680,"220 WEST   41 STREET, NEW YORK, NY 10036",220,WEST   41 STREET,NEW YORK,NY,10036,Manhattan,,(212) 730-1777,124,12
1728,TIMES SQUARE GARAGE LLC,MEYERS PARKING,Parking Garage,1181002,"141-145 WEST   43 STREET, NEW YORK, NY 10036",141-145,WEST   43 STREET,NEW YORK,NY,10036,Manhattan,,(212) 502-5490,423,22
1729,TODAY PARKING CORP,,Parking Garage,1386662,"284 DYCKMAN ST, NEW YORK, NY 10034",284,DYCKMAN ST,NEW YORK,NY,10034,Manhattan,,(212) 569-6249,100,10
1730,TORI OPERATING CORP,,Parking Garage,1168355,"241-245 WEST   26 STREET, NEW YORK, NY 10001",241-245,WEST   26 STREET,NEW YORK,NY,10001,Manhattan,,(212) 685-8314,225,20
1731,TOWER 25 PARKING LLC,,Parking Garage,1331651,"305 EAST   24 STREET, NEW YORK, NY 10010",305,EAST   24 STREET,NEW YORK,NY,10010,Manhattan,,(212) 686-9800,146,14
1732,TOWER EAST GARAGE   CORP,,Parking Garage,367970,"191 EAST   71 STREET, NEW YORK, NY 10021",191,EAST   71 STREET,NEW YORK,NY,10021,Manhattan,,(212) 888-7400,62,6
1733,TOWNHOUSE PARKING LLC,,Parking Garage,1319920,"177 EAST   73 STREET, NEW YORK, NY 10021",177,EAST   73 STREET,NEW YORK,NY,10021,Manhattan,,(212) 288-1798,115,11
1734,TOWNSWAY GARAGE CO.LLC,TOWNSWAY GARAGE CO,Parking Garage,1220146,"145 E 27TH ST, NEW YORK, NY 10016",145,E 27TH ST,NEW YORK,NY,10016,Manhattan,,(212) 684-9675,48,
1735,TPEC 148 LLC,,Parking Garage,1319642,"234-240 WEST  148 STREET, NEW YORK, NY 10039",234-240,WEST  148 STREET,NEW YORK,NY,10039,Manhattan,,(212) 234-8883,110,11
1736,TPEC CORP.,,Parking Lot,1110463,"150-79 183 STREET, JAMAICA, NY 11434",150-79, 183 STREET,JAMAICA,NY,11434,Queens,,(718) 707-0335,108,10
1737,"TPEC, CORP",,Parking Garage,1235835,"35-15 FARRINGTON STREET, FLUSHING, NY 11354",35-15,FARRINGTON STREET,FLUSHING,NY,11354,Queens,,(212) 564-0001,62,6
1738,"TRACHTMAN, WILLIAM",,Parking Lot,366601,"152 INDIA STREET, BROOKLYN, NY 11222",152,INDIA STREET,BROOKLYN,NY,11222,Brooklyn,,(718) 449-9472,20,
1739,"TRI STAR GARAGE SERVICE, CORP.",,Parking Garage,427357,"3230 JEROME AVENUE, BRONX, NY 10468",3230,JEROME AVENUE,BRONX,NY,10468,Bronx,,(718) 364-1837,100,10
1740,TRIBECA PARKING CORP,,Parking Garage,981738,"454-456 GREENWICH STREET, NEW YORK, NY 10013",454-456,GREENWICH STREET,NEW YORK,NY,10013,Manhattan,,(212) 274-9225,55,5
1741,"TROMBINO,JOHN J",B & S PARKING,Parking Lot,1418157,"252-286 SCHERMERHORN ST, BROOKLYN, NY 11217",252-286,SCHERMERHORN ST,BROOKLYN,NY,11217,Brooklyn,,(347) 729-6543,100,10
1742,TROY PARKING CORP,,Parking Lot,1186129,"217-219 WEST   28 STREET, NY, NY 10001",217-219,WEST   28 STREET,NY,NY,10001,Manhattan,,(718) 721-5243,25,
1743,TRY PROPERTIES LLC,,Parking Lot,1301176,"136-78 ROOSEVELT AVENUE, QUEENS, NY 11354",136-78,ROOSEVELT AVENUE,QUEENS,NY,11354,Queens,,(917) 335-2775,39,
1744,"TUNNEL 34 PARKING, LLC",,Parking Garage,1204173,"222 EAST   34 STREET, NEW YORK, NY 10016",222,EAST   34 STREET,NEW YORK,NY,10016,Manhattan,,(212) 686-9800,107,10
1745,TUNNEL PARKING CORP.,,Parking Lot,1014335,"425 WEST   31 STREET, NEW YORK, NY 10001",425,WEST   31 STREET,NEW YORK,NY,10001,Manhattan,,(212) 736-7171,145,14
1746,"TUNNEL PARTNERS, L.L.C.",,Parking Garage,1307336,"300 EAST   34 STREET, NEW YORK, NY 10016",300,EAST   34 STREET,NEW YORK,NY,10016,Manhattan,,(212) 431-6016,148,14
1747,TWO FIFTH GARAGE PARTNERS LLC,,Parking Garage,1381151,"2 5 AVENUE, NEW YORK, NY 10011",2,   5 AVENUE,NEW YORK,NY,10011,Manhattan,,(212) 533-8312,146,14
