EventName,EventTypeDescription,EventDescription,EventSetupStartDate,EventStartDate,EventEndDate,EventBreakDownEndDate,Acronym,IsRecurring,RecurringDaysNotes,Location,Borough,SpatialLocation
Block Gardening Day,Clean-Up,"Neighbors involved in the community project, Proyecto de Embellecimiento 137th Street Beautification Project, request support for a street closure on our block - 137th St between Broadway and Riverside Drive - for a Block Clean-Up and Planting Day on June 4, 2011. This year wed like to continue the momentum from last years most successful al-day Block Planting Day, by holding a smaller event. We received another Love Your Block grant from Citizens Committee of NY for flower purchase, and the pick-up date for flowers from the city's wholesale community garden plant sale is May 14. June 4 would be our event. (May 21 is It's My Park Day event at Montefiore Park and May 28 is Memorial Day weekend.)Gardeners and neighbors of all ages will be invited to clean up the street tree pits on the block, reinforce and paint the 8 wooden treeguards that we built last year, and plant flowers from the selection we'll have on hand. Having the street closed for the event ensures the safety of gardeners o",6/4/11 9:00 AM,6/4/11 9:00 AM,6/4/11 12:00 PM,6/4/11 1:00 PM,SAPO,NO,, WEST  137 STREET between BROADWAY and RIVERSIDE DRIVE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (996945 238532, 996385 238851))"
80th Street Block Party,Block Party,family style block party,7/23/11 9:00 AM,7/23/11 9:00 AM,7/23/11 6:00 PM,7/23/11 6:00 PM,SAPO,NO,, 80 STREET between 10 AVENUE and 7 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (979534 165689, 978868 166213))"
60th lane block party,Block Party,block party,8/27/11 12:00 PM,8/27/11 12:00 PM,8/27/11 9:00 PM,8/27/11 9:00 PM,SAPO,NO,, 60 LANE between 75 AVENUE and 61 STREET,Queens,"GEOMETRYCOLLECTION (LINESTRING (1013407 193809, 1013586 194508))"
13th st. Block Party,Block Party,"fun, games, picnics",7/23/11 10:00 AM,7/23/11 12:00 PM,7/23/11 8:00 PM,7/23/11 8:00 PM,SAPO,NO,, 13 STREET between 5 AVENUE and 6 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (987494 182199, 988148 181784))"
44th Street  Block Party,Block Party,block party,8/6/11 12:00 PM,8/6/11 12:00 PM,8/6/11 9:00 PM,8/6/11 9:00 PM,SAPO,NO,, 44 STREET between 3 AVENUE and 4 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (981171 176468, 981728 176024))"
CABC Community Day,Block Party,6th Annual Block Party/Street Fair,8/6/11 9:00 AM,8/6/11 12:00 PM,8/6/11 6:00 PM,8/6/11 6:00 PM,SAPO,NO,,114 EAST  188 STREET between MORRIS AVENUE and CRESTON AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1012009 253420, 1012278 253260))"
44th Street  Block Party,Block Party,block party,9/10/11 12:00 PM,9/10/11 12:00 PM,9/10/11 9:00 PM,9/10/11 9:00 PM,SAPO,NO,, 44 STREET between 3 AVENUE and 4 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (981171 176468, 981728 176024))"
United Residents of Lafayette Estates,Block Party,Where the Lafayette community come toether with music and informational tables to bring awarness to them.,8/27/11 12:00 PM,8/27/11 12:00 PM,8/27/11 7:00 PM,8/27/11 7:00 PM,SAPO,NO,, LAFAYETTE AVENUE between MORRISON AVENUE and BOYNTON AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1019548 238106, 1018536 237915))"
Segundo Ruiz Belvis Neighborhood Family Health Center Health Fair,Block Party,Close 142nd street between Brook and St Ann to have health booths available to community.,8/19/11 9:00 AM,8/19/11 9:00 AM,8/19/11 6:00 PM,8/19/11 6:00 PM,SAPO,NO,, EAST  142 STREET between BROOK AVENUE and ST ANNS AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1007060 234521, 1007605 234283))"
To God Be The Glory,Block Party,"There will be music, picnic, games, singing performances,preaching, free play time for the children, different type of activities",9/10/11 10:00 AM,9/10/11 10:00 AM,9/10/11 7:00 PM,9/10/11 7:00 PM,SAPO,NO,,12 ARION PLACE between BUSHWICK AVENUE and BROADWAY,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1002143 193974, 1001786 193522))"
End of Camp Carnival,Block Party,This event is held every year at the end of summer camp. This is were all the summer campers put on a show for their fellow campers and the  community,8/26/11 9:00 AM,8/26/11 9:00 AM,8/26/11 6:00 PM,8/26/11 6:00 PM,SAPO,NO,,386 MARLBOROUGH ROAD between DORCHESTER ROAD and CORTELYOU ROAD,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (994226 172179, 994122 172890))"
Block Party,Block Party,Block Party,7/30/11 9:00 AM,7/30/11 9:00 AM,7/30/11 6:00 PM,7/30/11 6:00 PM,SAPO,NO,, EAST   24 STREET between GRAVESEND NECK ROAD and AVENUE U,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (998896 157165, 998803 157805))"
Marlboro Family Day,Block Party,"food , rides, games, information tables, music",8/20/11 12:00 PM,8/20/11 12:00 PM,8/20/11 9:00 PM,8/20/11 9:00 PM,SAPO,NO,, WEST   11 STREET between AVENUE X and AVENUE W,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (989549 154000, 989438 154770))"
46th Street Block Party,Block Party,Block party,8/6/11 12:00 AM,8/6/11 12:00 PM,8/6/11 9:00 PM,8/6/11 9:00 PM,SAPO,NO,, 46 STREET between 6 AVENUE and 7 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (982645 174638, 983256 174154))"
Cornelia Street Block Assoc,Block Party,Fun and Games,7/24/11 11:00 AM,7/24/11 11:00 AM,7/24/11 8:00 PM,7/24/11 8:00 PM,SAPO,NO,, CORNELIA STREET between BUSHWICK AVENUE and BROADWAY,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1007296 190232, 1006910 189710))"
91st Street Block Party,Block Party,annual block party,8/27/11 12:00 PM,8/27/11 12:00 PM,8/27/11 9:00 PM,8/27/11 9:00 PM,SAPO,NO,, 91 STREET between 158 AVENUE and 159 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1028030 179982, 1028146 179371))"
Back To School Party,Block Party,Bock party,9/10/11 12:00 PM,9/10/11 12:00 PM,9/10/11 9:00 PM,9/10/11 9:00 PM,SAPO,NO,, 46 STREET between 6 AVENUE and 7 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (982645 174638, 983256 174154))"
BDCC Barbecue,Block Party,Annual Community Celebration,9/10/11 9:00 AM,9/10/11 12:00 PM,9/10/11 5:00 PM,9/10/11 6:00 PM,SAPO,NO,, BLONDELL AVENUE between CHESBROUGH AVENUE and EASTCHESTER ROAD,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1027331 247056, 1027160 247327))"
Waverly Avenue Block Association,Block Party,block party,8/13/11 11:00 AM,8/13/11 11:00 AM,8/13/11 8:00 PM,8/13/11 8:00 PM,SAPO,NO,, WAVERLY AVENUE between MYRTLE AVENUE and PARK AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (993167 191840, 993011 192863))"
Red Hook Old Timer's,Block Party,Reunion,8/14/11 10:00 AM,8/14/11 10:00 AM,8/14/11 7:00 PM,8/14/11 7:00 PM,SAPO,NO,, DWIGHT STREET between VERONA STREET and OTSEGO STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (982365 186270, 981662 185480))"
65th Place Block Party,Block Party,Block Party,8/27/11 9:00 AM,8/27/11 9:00 AM,8/27/11 2:00 PM,8/27/11 2:00 PM,SAPO,NO,, 65 PLACE between 68 AVENUE and DEAD END,Queens,"GEOMETRYCOLLECTION (LINESTRING (1014245 196655, 1014150 196947))"
hawthorne street block party,Block Party,a fun filled day for kids and responsible adults,9/10/11 9:00 AM,9/10/11 9:00 AM,9/10/11 6:00 PM,9/10/11 6:00 PM,SAPO,NO,,36 HAWTHORNE STREET between FLATBUSH AVENUE and BEDFORD AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (995281 178726, 996303 178807))"
East 59th St United Block Association,Block Party,Socializing/eating & drinking,9/10/11 10:00 AM,9/10/11 10:00 AM,9/10/11 7:00 PM,9/10/11 7:00 PM,SAPO,NO,, EAST   59 STREET between FOSTER AVENUE and FARRAGUT ROAD,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1006335 172317, 1006414 171359))"
131 St 2nd Annual Back to School Coummunity OutReach and Day Of Empowement,Block Party,Outreach with Health & Wellness Info. donation of school supplies gospel music,8/27/11 10:00 AM,8/27/11 11:00 AM,8/27/11 6:00 PM,8/27/11 7:00 PM,SAPO,NO,, WEST  131 STREET between LENOX AVENUE and 7 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1000106 234958, 999317 235389))"
Elmira Ave Block Party,Block Party,block party,7/30/11 12:00 PM,7/30/11 12:00 PM,7/30/11 9:00 PM,7/30/11 9:00 PM,SAPO,NO,, ELMIRA AVE between WESTCOTT BOULEVARD and DEAD END,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (948694 165166, 949020 165200))"
LETS HAVE FUN,Block Party,"barbecue, dancing, gospel singing, playing games, music,",8/6/11 12:00 PM,8/6/11 12:00 PM,8/6/11 9:00 PM,8/6/11 9:00 PM,SAPO,NO,, MENAHAN STREET between ONDERDONK AVENUE and SENECA AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1009278 196311, 1009022 195981))"
bay 32nd street annual block party,Block Party,annual block party at bay 32nd street between bath and cropsey,8/27/11 10:00 AM,8/27/11 10:00 AM,8/27/11 7:00 PM,8/27/11 7:00 PM,SAPO,NO,, BAY   32 STREET between BATH AVENUE and CROPSEY AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (985380 156991, 984976 156482))"
Annual Block Party,Block Party,Our Block Party is designed to express comraderie between all our neighbors on the block.,8/27/11 11:00 AM,8/27/11 11:00 AM,8/27/11 8:00 PM,8/27/11 8:00 PM,SAPO,NO,, 126 STREET between LINDEN BOULEVARD and 111 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1035751 187258, 1035516 187893))"
E 91 and Lenox road block party,Block Party,Block party,8/20/11 9:00 AM,8/20/11 9:00 AM,8/20/11 6:00 PM,8/20/11 6:00 PM,SAPO,NO,, EAST   91 STREET between KINGS HIGHWAY and LENOX ROAD,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1005981 178094, 1005662 178486))"
Block Party,Block Party,Block Party,8/20/11 12:00 PM,8/20/11 12:00 PM,8/20/11 9:00 PM,8/20/11 9:00 PM,SAPO,NO,, 76 STREET between 77 AVENUE and 78 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1019162 196631, 1019364 195989))"
Block Pary,Block Party,Block Park,9/17/11 9:00 AM,9/17/11 9:00 AM,9/17/11 6:00 PM,9/17/11 6:00 PM,SAPO,NO,, ADLER PLACE between HEMLOCK STREET and CRESCENT STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1019906 188861, 1019596 188808))"
2011 Block Party,Block Party,Block party,8/27/11 9:00 AM,8/27/11 9:00 AM,8/27/11 2:00 PM,8/27/11 2:00 PM,SAPO,NO,, MEMPHIS AVENUE between POMPEY AVENUE and WAINWRIGHT AVENUE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (936510 139188, 937180 139300))"
78th Street,Block Party,78th Street between 12th and 13th ave,9/10/11 12:00 PM,9/10/11 12:00 PM,9/10/11 9:00 PM,9/10/11 9:00 PM,SAPO,NO,, 78 STREET between 12 AVENUE and 13 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (981080 165128, 981691 164643))"
block party,Block Party,Party on the street,8/13/11 12:00 PM,8/13/11 12:00 PM,8/13/11 9:00 PM,8/13/11 9:00 PM,SAPO,NO,, BEACH 145TH STREET between NEPONSIT AVENUE and NEWPORT AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1022747 147606, 1022514 148209))"
112th St. Meet and Greet,Block Party,A funfilled day of getting to meet our neighbors,8/27/11 10:00 AM,8/27/11 12:00 PM,8/27/11 6:00 PM,8/27/11 7:00 PM,SAPO,NO,,218 WEST  112 STREET between ADAM C POWELL BOULEVARD and FREDRICK DOUGLAS BOULEVARD,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (996877 230982, 996089 231418))"
Block Party,Block Party,block party,8/6/11 11:00 AM,8/6/11 11:00 AM,8/6/11 8:00 PM,8/6/11 8:00 PM,SAPO,NO,, HENRY STREET between KANE STREET and DEGRAW STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (984752 189460, 984505 188773))"
Sunnyside Ave Block Party,Block Party,Sunnyside Ave 3rd Annual Block Party,8/27/11 10:00 AM,8/27/11 10:00 AM,8/27/11 7:00 PM,8/27/11 7:00 PM,SAPO,NO,, SUNNYSIDE AVENUE between MILLER AVENUE and VERMONT AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1013724 187348, 1013103 187071))"
El paraiso de Los Ninod,Block Party,"Varias actividades,juegos lecturas etc",9/3/11 10:00 AM,9/3/11 12:00 PM,9/3/11 5:00 PM,9/3/11 6:00 PM,SAPO,NO,, WEST  180 STREET between ST NICHOLAS AVENUE and WADSWORTH AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1002443 248462, 1002103 248650))"
Ole Timers Day,Block Party,Motorcycle Riders Ole Timers Day,9/11/11 12:00 PM,9/11/11 12:00 PM,9/11/11 8:00 PM,9/11/11 8:00 PM,SAPO,NO,,14 WILLIAMS AVE between EAST NEW YORK AVENUE and ATLANTIC AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1011768 185786, 1011800 185431))"
59th Street Block Party,Block Party,59th block party,9/10/11 12:00 PM,9/10/11 12:00 PM,9/10/11 9:00 PM,9/10/11 9:00 PM,SAPO,NO,, 59 STREET between 3 AVENUE and 4 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (978745 173402, 979306 172969))"
Amboy Street Annual Block Party,Block Party,"Games, Relay Races, Face Painting for the children",9/10/11 9:00 AM,9/10/11 9:00 AM,9/10/11 6:00 PM,9/10/11 6:00 PM,SAPO,NO,,128 AMBOY STREET between PITKIN AVENUE and SUTTER AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1007966 183068, 1008145 182150))"
49TH STREET BLOCK PARTY,Block Party,BLOCK PARTY FOR THE FAMILY AND NEIGHBORS TO CELEBRATE A DAY OF GAMES AND FUN.,7/30/11 9:00 AM,7/30/11 9:00 AM,7/30/11 9:00 PM,7/30/11 9:00 PM,SAPO,NO,, 49 STREET between 6 AVENUE and 7 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (982160 174026, 982771 173541))"
49TH STREET BLOCK PARTY,Block Party,49TH SECOND STREET BLOCK PARTY,8/28/11 9:00 AM,8/28/11 9:00 AM,8/28/11 9:00 PM,8/28/11 9:00 PM,SAPO,NO,, 49 STREET between 6 AVENUE and 7 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (982160 174026, 982771 173541))"
GETTING TO KNOW MY NEIGHBOR PARTY,Block Party,Only 2 neighbors have lived on block 30 yrs or more while others are newcomers,8/27/11 9:00 AM,8/27/11 9:00 AM,8/27/11 5:00 PM,8/27/11 5:00 PM,SAPO,NO,, VICTORIA DRIVE between 172 STREET and MERRILL STREET,Queens,"GEOMETRYCOLLECTION (LINESTRING (1047070 188369, 1047321 188734))"
78th Block Party,Block Party,Block Party,8/20/11 12:00 PM,8/20/11 12:00 PM,8/20/11 9:00 PM,8/20/11 9:00 PM,SAPO,NO,, 78 STREET between MYRTLE AVENUE and 78 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1019838 195310, 1019617 196017))"
Annual B lock Party,Block Party,One day family and friends to gather .,8/20/11 9:00 AM,8/20/11 9:00 AM,8/20/11 6:00 PM,8/20/11 6:00 PM,SAPO,NO,, EAST   38 STREET between AVENUE S and FILLMORE AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1003717 161774, 1003210 162369))"
FENIMORE ST BLOCK PARTY,Block Party,CHILDREN'S BLOCK PARTY WITH MUSIC.,8/27/11 10:00 AM,8/27/11 12:00 PM,8/27/11 6:00 PM,8/27/11 7:00 PM,SAPO,NO,, FENIMORE STREET between NEW YORK AVENUE and NOSTRAND AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (998810 179327, 998007 179260))"
First Annual Block Party,Block Party,"block party for neighbors, friends, and family of neal dow ave",8/6/11 12:00 PM,8/6/11 12:00 PM,8/6/11 9:00 PM,8/6/11 9:00 PM,SAPO,NO,, NEAL DOW AVENUE between LATHROP AVENUE and LEONARD AVENUE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (946662 164761, 946596 164442))"
Summer Block Party,Block Party,"Summer Block Party for 58th Road to entertain family and friends and most especially, the children on the block.",8/20/11 12:00 PM,8/20/11 12:00 PM,8/20/11 9:00 PM,8/20/11 9:00 PM,SAPO,NO,,64-36 58 ROAD between 64 STREET and 66 STREET,Queens,"GEOMETRYCOLLECTION (LINESTRING (1011716 201878, 1012564 202025))"
Eastern Hope Street Block Party,Block Party,Block Party,9/3/11 12:00 PM,9/3/11 12:00 PM,9/3/11 8:00 PM,9/3/11 8:00 PM,SAPO,NO,, HOPE STREET between KEAP STREET and RODNEY STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (997356 198702, 997037 198869))"
Block Party,Block Party,block party for East 36th Street bet. Fillmore Ave & Ave S,9/17/11 11:00 AM,9/17/11 11:00 AM,9/17/11 8:00 PM,9/17/11 8:00 PM,SAPO,NO,, EAST   36 STREET between FILLMORE AVENUE and AVENUE S,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1002808 162026, 1003312 161431))"
7th Ave Block Party,Block Party,Block Party for 7th ave between 145 and 147th st,8/27/11 12:00 PM,8/27/11 2:00 PM,8/27/11 9:00 PM,8/27/11 9:00 PM,SAPO,NO,,Between 147 St and 145 St  ,Queens,"LINESTRING (1034358 225756, 1034358 225756, 1034900 225922, 1034893 225922, 1034893 225922)"
Monster Island Arts and Music Festival: Farewell Party,Block Party,"Our 7th annual open studio, open house, block party for the building.  This will be final year AT THIS LOCATION due to our building being torn down for condominium development.",9/10/11 11:00 AM,9/10/11 12:00 PM,9/10/11 7:00 PM,9/10/11 8:00 PM,SAPO,NO,, METROPOLITAN AVENUE between KENT AVENUE and RIVER STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (994028 200690, 993896 200788))"
madison street block assoc,Block Party,fun game for kids,8/6/11 11:00 AM,8/6/11 11:00 AM,8/6/11 8:00 PM,8/6/11 8:00 PM,SAPO,NO,, MADISON STREET between KNICKERBOCKER AVENUE and WILSON AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1008484 192693, 1008083 192156))"
UNFCU Summer Outing,Block Party,Corporate Summer Outing,9/8/11 2:00 PM,9/8/11 5:00 PM,9/8/11 9:00 PM,9/8/11 9:00 PM,SAPO,NO,, 24 STREET between 44 ROAD and 43 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (999801 211880, 1000058 212270))"
Dean Street,Block Party,A tradition and celebration of the Dean Street community between Bond and Nevins,10/1/11 12:00 PM,10/1/11 12:00 PM,10/1/11 9:00 PM,10/1/11 9:00 PM,SAPO,NO,, DEAN STREET between BOND STREET and NEVINS STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (988219 189081, 988820 188774))"
2011 Greene Ave Block Party,Block Party,Block party for Greene Avenue bet Cypress & Seneca Aves,8/27/11 12:00 PM,8/27/11 12:00 PM,8/27/11 9:00 PM,8/27/11 9:00 PM,SAPO,NO,, GREENE AVENUE between CYPRESS AVENUE and SENECA AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1008291 195888, 1008611 196299))"
Block Party,Block Party,Block party,9/3/11 12:00 PM,9/3/11 12:00 PM,9/3/11 9:00 PM,9/3/11 9:00 PM,SAPO,NO,, DOANE AVENUE between BARLOW AVENUE and LEVERETT AVENUE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (940706 142855, 940956 142105))"
Bronxwood Annual Family Day,Block Party,Gathering of family and friends of Bronxwood residents.,7/28/11 9:00 AM,7/28/11 12:00 PM,7/28/11 4:00 PM,7/28/11 5:00 PM,SAPO,NO,,799 EAST GUN HILL ROAD between BARNES AVENUE and TILDEN STREET,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1022378 258462, 1021794 258706))"
Health Fair,Block Party,Adult Senior Health fair promotion.,9/22/11 9:00 AM,9/22/11 1:00 PM,9/22/11 4:00 PM,9/22/11 5:00 PM,SAPO,NO,, TILDEN STREET between EAST GUN HILL ROAD and BARNES AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1021662 258761, 1021662 258761, 1022512 258771))"
Residence of Cornelia,Block Party,Fun & games for kids,9/3/11 11:00 AM,9/3/11 11:00 AM,9/3/11 8:00 PM,9/3/11 8:00 PM,SAPO,NO,, CORNELIA STREET between EVERGREEN AVENUE and CENTRAL AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1007697 190770, 1008099 191307))"
katan avenue block party,Block Party,BlockParty,8/13/11 12:00 PM,8/13/11 12:00 PM,8/13/11 9:00 PM,8/13/11 9:00 PM,SAPO,NO,, KATAN AVENUE between ARMSTRONG AVENUE and CORTELYOU AVENUE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (939757 140258, 939076 140145))"
Annual Dominican block party,Block Party,celebrating dominican pride,8/14/11 11:00 AM,8/14/11 11:00 AM,8/14/11 8:00 PM,8/14/11 8:00 PM,SAPO,NO,,356 HOOPER STREET between SOUTH    3 STREET and SOUTH    4 STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (997328 197578, 997219 197352))"
Block Party,Block Party,Have a paty for the the blocks 116th Rd. and Nashville Blvd.,8/27/11 11:00 AM,8/27/11 11:00 AM,8/27/11 8:00 PM,8/27/11 8:00 PM,SAPO,NO,, 116 ROAD between SPRINGFIELD BOULEVARD and NASHVILLE BOULEVARD,Queens,"GEOMETRYCOLLECTION (LINESTRING (1055437 193364, 1055165 193429))"
gardener memorial,Block Party,time to remember lost love ones in the gardener family.,7/9/11 12:00 PM,7/9/11 12:00 PM,7/9/11 3:00 PM,7/9/11 3:00 PM,SAPO,NO,,2847 BRIGGS AVENUE between EAST  199 STREET and EAST  198 STREET,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1014915 255920, 1015459 256345))"
2011 Block  at  232 Street,Block Party,An event that will close the Street for a Private block Party for Entire Block to enjoy a full day of events for the residents living on the block of 120- 232 Street Cambria Heights,8/27/11 11:00 AM,8/27/11 12:00 PM,8/27/11 7:00 PM,8/27/11 8:00 PM,SAPO,NO,, 232 STREET between 120 AVENUE and 121 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1058515 189697, 1058277 189093))"
vanessa buchanan,Block Party,block party for neighbor/family and their children,8/14/11 11:00 AM,8/14/11 11:00 AM,8/14/11 8:00 PM,8/14/11 8:00 PM,SAPO,NO,,362 MONTAUK AVENUE between NEW LOTS AVENUE and BLAKE AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1018436 183002, 1018363 183567))"
Saint James Place Annual Block Party,Block Party,Saint James Place Block Party,7/23/11 9:00 AM,7/23/11 9:00 AM,7/23/11 6:00 PM,7/23/11 6:00 PM,SAPO,NO,, SAINT JAMES PLACE between GATES AVENUE and GREENE AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (994225 188721, 994104 189522))"
Christopher Avenue,Block Party,block party,9/10/11 10:00 AM,9/10/11 10:00 AM,9/10/11 6:00 PM,9/10/11 6:00 PM,SAPO,NO,,415 CHRISTOPHER AVENUE between RIVERDALE AVENUE and LIVONIA AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1010936 180371, 1010825 180929))"
56th Street Block Party,Block Party,street block party,8/13/11 12:00 AM,8/13/11 12:00 AM,8/13/11 9:00 PM,8/13/11 9:00 PM,SAPO,NO,, 56 STREET between 2 AVENUE and 3 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (978584 174535, 979238 174022))"
Bagley Ave Block Party,Block Party,Block Party,9/10/11 12:00 PM,9/10/11 12:00 PM,9/10/11 9:00 PM,9/10/11 9:00 PM,SAPO,NO,, BAGLEY AVENUE between AUBURNDALE LANE and UTOPIA PARKWAY,Queens,"GEOMETRYCOLLECTION (LINESTRING (1041144 213313, 1041822 213282))"
ANNUAL Block Party,Block Party,ANNUAL BLOCK PARTY,8/27/11 10:00 AM,8/27/11 10:00 AM,8/27/11 7:00 PM,8/27/11 7:00 PM,SAPO,NO,, 133 STREET between 101 AVENUE and 103 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1035685 191888, 1035959 191158))"
Vanderveer Block Party,Block Party,Block Party,8/12/11 9:00 AM,8/12/11 9:00 AM,8/12/11 6:00 PM,8/12/11 6:00 PM,SAPO,NO,, VANDERVEER STREET between BUSHWICK AVENUE and DEAD END,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1010863 187572, 1011111 187952))"
Church Annual Festival,Block Party,Block Party Type of event,8/13/11 12:00 PM,8/13/11 1:00 PM,8/13/11 8:00 PM,8/13/11 9:00 PM,SAPO,NO,,2102 MERMAID AVENUE between WEST   21 STREET and WEST   22 STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (987596 149229, 987301 149187))"
Apple Fest 2011,Block Party,An annual fall semester kick-off event for the Marymount Manhattan Community to welcome returning and incoming students.  This event also includes a major club fair to encourage student involvement and leadership.,9/14/11 9:00 AM,9/14/11 12:00 PM,9/14/11 4:00 PM,9/14/11 4:00 PM,SAPO,NO,, EAST   71 STREET between SECOND AVENUE and THIRD AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (995645 219126, 995025 219468))"
