Organization Name,Zip Code,Main Phone #,Discipline Code,Council District,Community Board,Borough,Location 1
"TENET NYC, Inc.",10024,(212) 580-3326,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,"552 End Avenue
New York, NY
(40.756053999992105, -73.9869510002884)"
"Take Wing and Soar Productions, Inc.",10027,(212) 696-6575,Theater,Manhattan Council District #9,Manhattan Community Board #9,Manhattan,"45 Tiemann Place
New York, NY
(40.81553920761398, -73.95967618326851)"
Talea Ensemble Inc,10454,(973) 945-3929,Music,Bronx Council District #17,Bronx Community Board #1,Manhattan,"112 Lincoln Ave
New York, NY
(40.57952548745305, -74.10903584726219)"
"Talking Band, Inc.",10012,(413) 299-9993,Theater,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,"293 New
York, NY
(43.20390300022325, -76.94420299966868)"
Tamarind Art Council,10016,(212) 200-8000 x102,Dance,Manhattan Council District #4,Manhattan Community Board #6,Manhattan,"142 39th Street
New York, NY
(40.65602265140345, -74.01177143571483)"
Tank Ltd.,10036,(212) 563-6269,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,"354 45th Street
New York, NY
(40.64977975082914, -74.01054534018853)"
"Target Margin Theater, Inc.",11217,(718) 398-3095,Theater,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,"138 Oxford Street
Brooklyn, NY
(40.57919497088509, -73.93801486860956)"
"Teachers & Writers Collaborative, Inc.",10018,(212) 691-6590 x208,Literature,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,"520 Eighth Avenue
New York, NY
(40.75376054978079, -73.99232896859803)"
"Teatro Circulo, Ltd.",10003,(212) 505-1808,Theater,Manhattan Council District #2,Manhattan Community Board #6,Manhattan,"65 4th Street
New York, NY
(40.573315045380525, -74.11887939262033)"
"Teatro Experimental Blue Amigos, Inc.",11224,(718) 896-4702,Theater,Brooklyn Council District #38,Brooklyn Community Board #8,Brooklyn,
"TechLINC Project, Inc.",10453,(646) 633-4844,"Multi-Discipline, Non-Perform",Bronx Council District #16,Bronx Community Board #5,Bronx,"1513 Popham Avenue
Bronx, NY
(40.84797314573752, -73.92186501258563)"
Tectonic Theater Project,10024,(212) 579-6111,Theater,Manhattan Council District #8,Manhattan Community Board #7,Manhattan,"204 84th Street
New York, NY
(40.78642416380007, -73.97615251717187)"
Temple of Understanding,10017,(212) 573-9224,"Multi-Discipline, Non-Perform",Manhattan Council District #4,Manhattan Community Board #6,Manhattan,"211 43rd Street
New York, NY
(40.59112928446684, -73.98942317466813)"
Temporary Distortion Theater Corp.,11103,(718) 729-5914,Theater,Queens Council District #22,Queens Community Board #1,Manhattan,"3 Astoria
NY, NY
(40.756053999992105, -73.9869510002884)"
"Ten O'Clock Classics, Inc.",10019,(212) 629-6004,Music,Manhattan Council District #4,Manhattan Community Board #5,Manhattan,"230 Central Park
New York, NY
(40.767193274374975, -73.9798815004832)"
"Ten Penny Players, Inc.",10304,(718) 442-7429,"Multi-Discipl, Perf & Non-Perf",Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island,"393 Saint Paul's Avenue
Staten Island, NY
(40.62883876579624, -74.082878407864)"
"Terra Incognita, Inc.",10003,(212) 627-6361,Theater,Manhattan Council District #2,Manhattan Community Board #2,Manhattan,"7 14th Street
New York, NY
(40.608922467967226, -74.00581659549093)"
"Terra Nova Theatre Collective, Inc.",10011,(212) 691-2627,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,"401 24th Street
New York, NY
(40.65915540749122, -73.99426155169951)"
ThaiLinks,10036,(917) 648-1933,Film/Video/Audio,,Manhattan Community Board #2,Manhattan,"628 Tenth Avenue
New York, NY
(40.761305861606616, -73.99423553130015)"
"Thalia Spanish Theatre, Inc.",11104,(718) 729-3880,"Multi-Discipline, Performing",Queens Council District #26,Queens Community Board #2,Queens,"41 17 Greenpoint Avenue
Long Island City, NY
(40.74468399996658, -73.94850800004417)"
The Bronx County Historical Society,10467,(718) 881-8900,"Multi-Discipline, Non-Perform",Bronx Council District #11,Bronx Community Board #7,Bronx,"3309 Bainbridge Avenue
Bronx, NY
(40.87801590106867, -73.8795537275116)"
The Bronx Museum of the Arts,10456,(718) 681-6000,Visual Arts,Bronx Council District #16,Bronx Community Board #4,Bronx,"1040 Grand
Bronx, NY
(40.82557699997852, -73.91844899972153)"
The Carnegie Hall Corporation,10019,(212) 903-9600,"Multi-Discipline, Performing",Manhattan Council District #4,Manhattan Community Board #5,Manhattan,"881 Seventh Avenue
New York, NY
(40.76518193955292, -73.98027805340541)"
The Studio Museum in Harlem,10027,(212) 864-4500,Visual Arts,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,"144 125th Street
New York, NY
(40.80829316129657, -73.94677853283874)"
Theater Breaking Through Barriers Corp.,10011,(212) 243-4337,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,"306 18th Street
New York, NY
(40.66172400849285, -73.98956646983484)"
"Theater Garden, Ltd.",11218,(212) 501-6920,Theater,Brooklyn Council District #39,Brooklyn Community Board #7,Brooklyn,"304 Windsor Place
Brooklyn, NY
(40.657101254066944, -73.97534315409062)"
"Theater Labrador, Inc.",10001,(646) 336-8077 x1,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,"109 27th Street
New York, NY
(40.6608989252628, -74.00167258198414)"
Theater Resources Unlimited,10025,(212) 864-3753,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #9,Manhattan Community Board #7,Manhattan,"309 104th Street
New York, NY
(40.80042117583403, -73.96966137390272)"
"Theater Talk Productions, Inc.",10013,(212) 965-0997,Theater,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,"426 Broome Street
New York, NY
(40.72133120139209, -73.99876169117177)"
Theater et al,11101,(718) 482-7069,"Multi-Discipl, Perf & Non-Perf",Queens Council District #26,Queens Community Board #2,Queens,"5 49 49th Avenue
Long Island City, NY
(40.74468399996658, -73.94850800004417)"
Theater for Personal Growth,10018,(212) 731-0668,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,"38 38th Street
New York, NY
(40.597619986043725, -73.98876163071093)"
"Theater for the New City Foundation, Inc.",10003,(212) 254-1109,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,"155 First Avenue
New York, NY
(40.72853773938743, -73.98466033318023)"
"TheaterTweed, Inc.",10014,(212) 777-0536,Theater,Manhattan Council District #8,Manhattan Community Board #2,Manhattan,"332 Bleecker Street
New York, NY
(40.73345721219817, -74.00434770456812)"
Theatre Askew,10276,(646) 338-3057,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,"1603 New
York, NY
(43.20390300022325, -76.94420299966868)"
"Theatre Communications Group, Inc.",10018,(212) 609-5900 x224,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,"520 Eighth Avenue
New York, NY
(40.75376054978079, -73.99232896859803)"
"Theatre Development Fund, Inc.",10018,(212) 221-0885 x300,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,"520 Eighth Avenue
New York, NY
(40.75376054978079, -73.99232896859803)"
Theatre Lab Inc.,10011,(646) 742-7223,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,"137 14th Street
New York, NY
(40.60630776287974, -74.0085331755179)"
Theatre Museum,10019,(212) 764-4112 x204,Museum,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,"723 Seventh Avenue
New York, NY
(40.82805236428151, -73.93448693235298)"
"Theatre Rehabilitation for Youth, Inc.",10303,(718) 983-1990,Theater,Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island,"58 Farragut Avenue
Staten Island, NY
(40.62052651191704, -74.16530012909129)"
Theatre for a New Audience,10014,(212) 229-2819 x20,Theater,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,"154 Christopher Street
New York, NY
(40.73277459667643, -74.00787725874181)"
"Theatre of the Emerging American Moment, Inc.",11225,(917) 570-5257,Theater,Brooklyn Council District #35,Brooklyn Community Board #9,Manhattan,"104 Montgomery St
New York, NY
(40.66648549547004, -73.96074118322844)"
"Theatre-Studio, Inc.",10010,(212) 719-0500,Theater,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,"123 24th Street
New York, NY
(40.66164653409232, -73.99838601351043)"
"TheatreMoves, Inc.",10009,(212) 529-8068,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,"275 7th Street
New York, NY
(40.756053999992105, -73.9869510002884)"
Theatreworks/USA Corp.,10001,(212) 647-1100 x125,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,"151 26th Street
New York, NY
(40.600688881109555, -73.99992547706853)"
"Theatron, Inc.",11103,(718) 721-7610,Theater,Queens Council District #26,Queens Community Board #1,Queens,"32 15 38th Street
Long Island City, NY
(40.74468399996658, -73.94850800004417)"
Thelma Hill Performing Arts Center,11238,(718) 875-9710,Dance,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,"900 Fulton Street
Brooklyn, NY
(40.6830847796403, -73.9650973616847)"
"Thin Man Dance, Inc.",10003,(212) 375-0187,Dance,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,"140 Second Avenue
New York, NY
(40.7289932210939, -73.9873647109963)"
"Threshold Dance Projects, Inc.",10036,(212) 719-3301,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,"229 42nd Street
New York, NY
(40.653201232081436, -74.01159033211097)"
Tickle the Sleeping Giant,10002,(646) 246-1799,Dance,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,"47 Clinton Street
New York, NY
(40.719748190632686, -73.98472070423014)"
Time In Children's Arts Initiative,10019,(212) 757-7565,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,"260 54th Street
New York, NY
(40.64603797111208, -74.01794824759436)"
Times Square District Management Association,10036,(212) 452-5227 x2124525227,Visual Arts,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,"1560 Broadway
New York, NY
(40.87333788079353, -73.91157107750263)"
"Together in Dance, Inc.",11215,(718) 768-3632,Dance,Brooklyn Council District #39,Brooklyn Community Board #6,Queens,"34 Windsor Place
Brooklyn, NY
(40.661421048584586, -73.98431041720629)"
"TonalMotion, Inc.",11232,(718) 499-5070,New Media,Brooklyn Council District #38,Brooklyn Community Board #7,Queens,
Tong Xiao Ling Chinese Opera Ensemble,10025,(646) 286-3327,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,"30 95th Street
New York, NY
(40.61661569911579, -74.03796701028419)"
"Topaz Arts, Inc.",11377,(718) 505-0440,"Multi-Discipl, Perf & Non-Perf",Queens Council District #26,Queens Community Board #2,Queens,
"Town Hall Foundation, Inc.",10036,(212) 997-1003 x12,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,"123 43rd Street
New York, NY
(40.592889991086984, -73.98758605302088)"
"Town Square, Inc.",11222,(718) 609-1090,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,"102 Oak Street
Brooklyn, NY
(40.7277493930287, -73.95701791750047)"
Toy Museum of New York,11201,(718) 243-0820,Museum,Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn,"157 Montague Street
Brooklyn, NY
(42.43318899977248, -78.74864600041258)"
"Tradition in Tap, Inc.",10276,(646) 383-4949,Dance,,Manhattan Community Board #5,Manhattan,"1050 New
York, NY
(43.20390300022325, -76.94420299966868)"
Transport Group,10018,(212) 966-4994,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,"520 Eighth Avenue
New York, NY
(40.75376054978079, -73.99232896859803)"
"Treehouse Shakers, Inc.",10101,(917) 749-2909,"Multi-Discipline, Performing",Manhattan Council District #6,Manhattan Community Board #4,Manhattan,
Triangle Arts Association,11201,(718) 858-1260,Visual Arts,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,"20 Jay Street
Brooklyn, NY
(40.70439619254292, -73.98661051423608)"
"TribecArts, Inc.",10013,(212) 966-7141,"Multi-Discipline, Performing",Manhattan Council District #1,Manhattan Community Board #1,Manhattan,"49 White Street
New York, NY
(40.718423876919815, -74.00401137601385)"
"Tribeca Film Institute, Inc.",10013,(212) 941-2427,Film/Video/Audio,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,"375 Greenwich Street
New York, NY
(40.719649265209455, -74.01022547698108)"
Trilok Fusion Arts,11217,(718) 398-0333,Dance,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,"138 Oxford Street
Brooklyn, NY
(40.57919497088509, -73.93801486860956)"
"Triple Candie, Inc.",10031,(212) 865-0783,Visual Arts,Manhattan Council District #7,Manhattan Community Board #9,Manhattan,
"Trisha Brown Company, Inc.",10013,(212) 977-5365 x23,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,"465 Greenwich Street
New York, NY
(40.72388115541728, -74.00942766797793)"
Triskelion Arts - Kick/StanDance Inc.,11211,(718) 599-3577,Dance,Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,"118 11th Street
Brooklyn, NY
(40.67060194877932, -73.99279273735496)"
Trustees of Columbia University in the City of New York,10027,(212) 854-1633,Music,Manhattan Council District #9,Manhattan Community Board #9,Manhattan,"Miller Theatre
New York, NY
(40.756053999992105, -73.9869510002884)"
Tug Pegasus Preservation Project,10007,(212) 406-2225,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,"83 Murray Street
New York, NY
(40.71469703502637, -74.01075804356896)"
"Tung Ching Chinese Center for the Arts, Inc.",11373,(917) 981-7089,Folk Arts,Queens Council District #25,Queens Community Board #4,Queens,"54 17 90th Street
Elmhurst, NY
(42.11966800007809, -79.29240600023672)"
Turtle Bay Music School,10022,(212) 753-8811 x13,Music,Manhattan Council District #5,Manhattan Community Board #6,Manhattan,"244 52nd Street
New York, NY
(40.64735824172139, -74.01712498252446)"
"Twin Lions, Inc.",10025,(212) 937-7979,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,"2576 Broadway
New York, NY
(40.7954980851606, -73.97104201616452)"
"UBW, Inc.",11217,(718) 398-7414,Dance,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,"138 Oxford Street
Brooklyn, NY
(40.57919497088509, -73.93801486860956)"
UNIONDOCS INC,11211,(718) 395-7902,Film/Video/Audio,Brooklyn Council District #34,Brooklyn Community Board #1,Brooklyn,"322 Union Ave
Brooklyn, NY
(40.710039965713406, -73.95093375209349)"
US-China Arts Exchange Center Inc.,11355,(718) 390-0666,Folk Arts,Queens Council District #20,Queens Community Board #7,Queens,"136 31 41 Avenue
Flushing, NY
(40.76461099979775, -73.8234619999713)"
Ugly Duckling Presse,11215,(347) 948-5170,Literature,Brooklyn Council District #38,Brooklyn Community Board #6,Brooklyn,"232 Third St
Brooklyn, NY
(42.43318899977248, -78.74864600041258)"
"Ujamaa Black Theater, Inc.",10475,(212) 391-8151 x21,Theater,Bronx Council District #12,Bronx Community Board #5,Bronx,"120 Erskine Place
Bronx, NY
(40.861273657161405, -73.82176317700461)"
Ukrainian Museum,10003,(212) 228-0110,Museum,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,"222 Sixth Street
New York, NY
(40.67302783171515, -73.98909258393373)"
Underworld Productions Opera Ensemble,10034,(212) 304-1472,Music,Manhattan Council District #7,Manhattan Community Board #12,Manhattan,"10 Park Terrace
New York, NY
(40.547492877915246, -74.15136868559615)"
United Haitian Association of USA,11203,(646) 639-0936,Music,Brooklyn Council District #40,Brooklyn Community Board #17,Brooklyn,"4114 Avenue
Brooklyn, NY
(42.43318899977248, -78.74864600041258)"
"United Senior Citizen of Sunset Park,Inc",11220,(718) 439-8646 x11,"Multi-Discipline, Performing",Brooklyn Council District #38,Brooklyn Community Board #7,Brooklyn,"475 53rd Street
Brooklyn, NY
(40.64379278979044, -74.01260182481505)"
"Universal Communications Network, Inc.",10001,(212) 736-8535,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,"229 28th Street
New York, NY
(40.598901850028696, -73.9993290180235)"
"Universal Temple of the Arts, Inc.",10301,(718) 273-5610,"Multi-Discipl, Perf & Non-Perf",Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island,"475 Jersey Street
Staten Island, NY
(40.63712543706028, -74.08645400354109)"
