Facility Type,License Number,Entity Name,Camis Trade Name,Address Street Name,Street Address,Address Location,Address Zip Code,Telephone Number,Number of Spaces,Location 1
Parking Lot,1290056,STANDARD PARKING CORPORATION,,168 STREET,90-02 168 STREET,,11432,2129163480,291,"90 02 168 STREET
JAMAICA, NY 11432
(40.71311535449007, -73.79282099978928)"
Parking Garage,1290457,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,NOSTRAND AVENUE,3804 NOSTRAND AVENUE,,11235,2122652239,69,"3804 NOSTRAND AVENUE
BROOKLYN, NY 11235
(40.59102422145002, -73.94017046639682)"
Parking Lot,1290660,175 PARKING CORP,,HILLSIDE AVENUE,175-11 HILLSIDE AVENUE,,11432,7185235714,141,"175 11 HILLSIDE AVENUE
JAMAICA, NY 11432
(40.71311535449007, -73.79282099978928)"
Parking Garage,1290964,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,WEST   93 STREET,100 WEST   93 STREET,,10025,2125025490,127,"100 93 STREET
NEW YORK, NY 10025
(40.79093004617363, -73.96898411134121)"
Parking Garage,1290976,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,EAST    1 STREET,22 EAST    1 STREET,,10003,2125025490,50,"22 1 STREET
NEW YORK, NY 10003
(40.72447650121938, -73.99119297418468)"
Parking Garage,1291190,SYLVAN REGENCY GARAGE LLC,,SANFORD AVENUE,132-03 SANFORD AVENUE,,11355,7185759440,105,"132 03 SANFORD AVENUE
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)"
Parking Garage,1291722,"COVE CAR PARK, LLC",,VERNON BOULEVARD,30-85 VERNON BOULEVARD,,11102,2122216111,73,"30 85 VERNON BOULEVARD
LIC, NY 11102
(40.77152402451418, -73.92643545073543)"
Parking Garage,1291835,NATIONS 47 PARKING LLC,,2 AVENUE,885 2 AVENUE,,10017,2126869800,227,"885 2 AVENUE
NEW YORK, NY 10017
(40.75310104624154, -73.96985480559333)"
Parking Garage,1292226,LA FAMILIA PARKING GARAGE CORP.,,RYER AVENUE,2346 RYER AVENUE,,10458,7188293655,40,"2346 RYER AVENUE
BRONX, NY 10458
(40.858361443256186, -73.89851134138169)"
Parking Garage,1292805,QP W. 116TH STREET LLC,,WEST  116 STREET,40 WEST  116 STREET,,10026,2128322066,65,"40 116 STREET
NEW YORK, NY 10026
(40.80116061750394, -73.94770812030829)"
Parking Garage,1293275,CREST CAR PARK LLC,,2 STREET,302 2 STREET,,11215,2122216111,23,"302 2 STREET
BROOKLYN, NY 11215
(40.67442701072869, -73.98496116598697)"
Parking Garage,1293753,"QUIK PARK STANDARD, LLC",,PARK AVENUE,101 PARK AVENUE,,10017,2128322066,124,"101 PARK AVENUE
NEW YORK, NY 10017
(40.75110754979437, -73.97824558561922)"
Parking Lot,1294206,SCHUR MANAGEMENT CO LTD,,WEBSTER AVENUE,3095 WEBSTER AVENUE,,10467,7187336300,25,"3095 WEBSTER AVENUE
BRONX, NY 10467
(40.870843027658196, -73.87748888781978)"
Parking Lot,1294217,SCHUR MANAGEMENT COMPANY LTD,,WEBSTER AVENUE,3120 WEBSTER AVENUE,,10467,7187336300,40,"3120 WEBSTER AVENUE
BRONX, NY 10467
(40.8714145308621, -73.87639093053794)"
Parking Garage,1295462,PARAMOUNT CAR PARK LLC,,4 AVENUE,353 4 AVENUE,,11215,2122216111,60,"353 4 AVENUE
BROOKLYN, NY 11215
(40.672962396890185, -73.98640550054446)"
Parking Garage,1295487,R A D VALET PARKING INC,,8 AVENUE,5423 8 AVENUE,,11220,9179681178,41,"5423 8 AVENUE
BROOKLYN, NY 11220
(40.63872770005918, -74.00614708426762)"
Parking Lot,1295921,ARBERIA LLC,,DECATUR AVENUE,3051 DECATUR AVENUE,,10467,9147880959,25,"3051 DECATUR AVENUE
BRONX, NY 10467
(40.87082767836169, -73.87940668280983)"
Parking Garage,1296822,"2027 EMMONS GARAGE, LLC",,EMMONS AVENUE,2027 EMMONS AVENUE,,11235,6464951661,182,"2027 EMMONS AVENUE
BROOKLYN, NY 11235
(40.58377324812981, -73.94813795943328)"
Parking Lot,1297011,IRVING SEVRANSKY TRUST DTD 02/26/2001,210 INDIA PARKING,INDIA STREET,210 INDIA STREET,,11222,7813919129,23,"210 INDIA STREET
BROOKLYN, NY 11222
(40.73258968173341, -73.95147993240644)"
Parking Lot,1298275,MT TOWN CORP,,JEROME AVENUE,2801 JEROME AVENUE,,10468,7189332734,100,"2801 JEROME AVENUE
BRONX, NY 10468
(40.87079245279179, -73.89438760521541)"
Parking Garage,1298297,FN PARKING CORP.,,JEROME AVENUE,1829 JEROME AVENUE,,10453,9173999429,101,"1829 JEROME AVENUE
BRONX, NY 10453
(40.85001896369719, -73.91075131183597)"
Parking Lot,1298303,OASIS AUTO REPAIR & GARAGE CORP.,,WEST  202 STREET,431 WEST  202 STREET,,10034,2125942833,100,"431 202 STREET
NEW YORK, NY 10034
(40.86080063613452, -73.91995888500655)"
Parking Lot,1298308,"FIESTA CAR PARK, LLC",,11 AVENUE,470 11 AVENUE,,10018,2122216111,12,"470 11 AVENUE
NEW YORK, NY 10018
(40.75826159412023, -74.00010799577798)"
Parking Garage,1298309,"FIESTA CAR PARK, LLC",,11 AVENUE,466-468 11 AVENUE,,10018,2122216111,30,"466 468 11 AVENUE
NEW YORK, NY 10018
(40.756840774582145, -73.99669149981281)"
Parking Garage,1298408,"ALLIANCE DAG PARKING, LLC",,EAST   47 STREET,240 EAST   47 STREET,,10017,2125810535,37,"240 47 STREET
NEW YORK, NY 10017
(40.75312203113998, -73.97020564667724)"
Parking Lot,1298623,"EDISON NY PARKING, LLC",,11 AVENUE,76 11 AVENUE,,10011,2126336259,380,"76 11 AVENUE
NEW YORK, NY 10011
(40.74540585477561, -74.0080901384846)"
Parking Garage,1298768,LEXINGTON 58 PARKING LLC,,EAST   58 STREET,150 EAST   58 STREET,,10022,2126869800,260,"150 58 STREET
NEW YORK, NY 10022
(40.761456027272516, -73.96836646308732)"
Parking Garage,1298776,PARK AVENUE 39 PARKING LLC.,,PARK AVENUE,90 PARK AVENUE,,10016,2126869800,150,"90 PARK AVENUE
NEW YORK, NY 10016
(40.750522990475304, -73.97893806358178)"
Parking Garage,1298783,MANSION 88 PARKING LLC,,EAST END AVENUE,170 EAST END AVENUE,,10128,2126869800,35,"170 END AVENUE
NEW YORK, NY 10128
(40.563312690636735, -74.17873549902946)"
Parking Garage,1299171,"FULL HOUSE PARKING, LLC",,40 ROAD,135-11 40 ROAD,,11354,7183534700,83,"135 11 40 ROAD
QUEENS, NY 11354
(40.76862022064671, -73.82719028070687)"
Parking Lot,1299497,"NEW BRONX RIVER PARKING, INC",,BRONX RIVER AVENUE,1185 BRONX RIVER AVENUE,,10472,7183281240,80,"1185 BRONX RIVER AVENUE
BRONX, NY 10472
(40.828090611308326, -73.88308634647974)"
Parking Lot,1299968,"BROOK AUTO,LLC",,BROOK AVENUE,975 BROOK AVENUE,,10451,7182926324,223,"975 BROOK AVENUE
BRONX, NY 10451
(40.82601180314126, -73.91168405466526)"
Parking Garage,1300424,"GM PARKING GROUP, INC.",,NOSTRAND AVENUE,116 NOSTRAND AVENUE,,11205,8604600523,50,"116 NOSTRAND AVENUE
BROOKLYN, NY 11205
(40.69626723405553, -73.9527964708492)"
Parking Lot,1300468,"55 W 169 PARKING, INC",,WEST  169 STREET,55 WEST  169 STREET,,10452,7185817841,78,"55 169 STREET
BRONX, NY 10452
(40.8374143275781, -73.91843103306982)"
Parking Garage,1300539,"CHAMPION PARKING 46, LLC",,WEST   46 STREET,247 WEST   46 STREET,,10036,2123085959,101,"247 46 STREET
NEW YORK, NY 10036
(40.759169981512386, -73.98640276810715)"
Parking Garage,1300918,ALLIANCE ETON PARKING LLC,,EAST   81 STREET,345 EAST   81 STREET,,10028,2125810535,53,"345 81 STREET
NEW YORK, NY 10028
(40.77393168403481, -73.95231469528318)"
Parking Garage,1300920,ALLIANCE AMHERST PARKING LLC,,EAST   74 STREET,401 EAST   74 STREET,,10021,2125810535,61,"401 74 STREET
NEW YORK, NY 10021
(40.76898607173683, -73.954728314553)"
Parking Garage,1300924,"ALLIANCE ELEMENT PARKING, LLC",,WEST   59 STREET,555 WEST   59 STREET,,10019,2125810535,190,"555 59 STREET
NEW YORK, NY 10019
(40.771351288673884, -73.98982885335658)"
Parking Garage,1300930,ALLIANCE E 69TH PARKING LLC,,EAST   69 STREET,301 EAST   69 STREET,,10021,2125810535,40,"301 69 STREET
NEW YORK, NY 10021
(40.76671978022301, -73.95944975520683)"
Parking Garage,1300931,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,FORDHAM PLAZA,1 FORDHAM PLAZA,,10458,2122652239,766,"1 FORDHAM PLAZA
BRONX, NY 10458
(40.86260132868841, -73.88479001504714)"
Parking Lot,1301176,TRY PROPERTIES LLC,,ROOSEVELT AVENUE,136-78 ROOSEVELT AVENUE,,11354,9173352775,39,"136 78 ROOSEVELT AVENUE
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
Parking Lot,1301282,EVAN PARKING INC,,10 AVENUE,323 10 AVENUE,323-325 10 AVENUE,10001,2122653088,40,"323 10 AVENUE
NEW YORK, NY 10001
(40.751250942811915, -74.00163664655695)"
Parking Garage,1301293,MP UPTOWN LLC,,EAST  102 STREET,440 EAST  102 STREET,,10029,2124903460,270,"440 102 STREET
NEW YORK, NY 10029
(40.7866379880924, -73.94099570052259)"
Garage - Parking Lot Combo,1301360,FLATBUSH PARKING SYSTEMS INC.,,FLATBUSH AVENUE,626 FLATBUSH AVENUE,(626-644 FLATBUSH AVE),11225,7188568113,178,"626 FLATBUSH AVENUE
BROOKLYN, NY 11225
(40.65808831470065, -73.96046749838816)"
Parking Lot,1301644,"MY NEW PARKING, INC.",,SEDGWICK AVENUE,1600 SEDGWICK AVENUE,,10453,3475388602,175,"1600 SEDGWICK AVENUE
BRONX, NY 10453
(40.84809165013139, -73.92413645304677)"
Parking Garage,1301648,"MY NEW PARKING, INC.",,UNIVERSITY AVENUE,1380 UNIVERSITY AVENUE,1381-1390 UNIVERSITY AVE,10452,3475388602,77,"1380 UNIVERSITY AVENUE
BRONX, NY 10452
(40.84226780778729, -73.92602566630099)"
Parking Garage,1302523,MY NEW PARKING INC,,JEROME AVENUE,1484 JEROME AVENUE,,10452,3475388602,174,"1484 JEROME AVENUE
BRONX, NY 10452
(40.84189491359778, -73.91644406311546)"
Parking Garage,1302958,CENTRAL PARKING SYSTEM OF NEW YORK INC,,WEST  174 STREET,554-58 WEST  174 STREET,,10033,2125025490,75,"554 58 WEST 174 STREET
NEW YORK, NY 10033
(40.85621992920642, -73.94585900019268)"
Parking Garage,1302959,CENTRAL PARKING SYSTEM OF NEW YORK INC,,AUDUBON AVENUE,284-286 AUDUBON AVENUE,,10033,2125025490,138,"284 286 AUDUBON AVENUE
NEW YORK, NY 10033
(40.85621992920642, -73.94585900019268)"
Parking Garage,1302964,CENTRAL PARKING SYSTEM OF NEW YORK INC,,RIVERSIDE DRIVE,156-08 RIVERSIDE DRIVE,,10032,2125025490,67,"156 08 RIVERSIDE DRIVE
NEW YORK, NY 10032
(40.83693034905639, -73.94917852197119)"
Parking Garage,1303042,COLUMBUS 95TH ST LLC,,WEST   95 STREET,73 WEST   95 STREET,AKA 99 W 95 ST,10025,2126724700,100,"73 95 STREET
NEW YORK, NY 10025
(40.79192409012026, -73.96730228491758)"
Parking Garage,1303081,CENTRAL PARKING SYSTEM OF NEW YORK INC,,WEST   83 STREET,150 WEST   83 STREET,150-156 WEST 83 STREET,10024,2125025490,156,"150 83 STREET
NEW YORK, NY 10024
(40.7853537326701, -73.97554761953131)"
Parking Garage,1303088,CENTRAL PARKING SYSTEM OF NEW YORK INC,,SOUTH END AVENUE,215 SOUTH END AVENUE,,10280,2125025490,46,"215 END AVENUE
NEW YORK, NY 10280
(40.709594512276965, -74.02022453553383)"
Parking Garage,1303101,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,WEST  162 STREET,528 WEST  162 STREET,,10032,2125025490,171,"528 162 STREET
NEW YORK, NY 10032
(40.8366240815605, -73.94127445699468)"
Parking Garage,1303105,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,BRADHURST AVENUE,250 BRADHURST AVENUE,,10039,2125025490,145,"250 BRADHURST AVENUE
NEW YORK, NY 10039
(40.82943849854638, -73.93876534853291)"
Parking Lot,1303384,QUIK PARK CENTRAL PARK LLC,,BROADWAY,1880 BROADWAY,,10023,2128322066,162,"1880 BROADWAY
NEW YORK, NY 10023
(40.770326061560525, -73.98201374492197)"
Parking Lot,1303478,FIVE BROTHER'S PARKING CORP,,ANDREWS AVENUE,1740-1746 ANDREWS AVENUE,,10463,6462258626,125,"1740 1746 ANDREWS AVENUE
BRONX, NY 10463
(40.88187196282087, -73.91120748054078)"
Parking Lot,1303853,WESTBURY REALTY LLC,,RIVER AVENUE,1184 RIVER AVENUE,,10452,7185373101,88,"1184 RIVER AVENUE
BRONX, NY 10452
(40.83511775524557, -73.92160399684343)"
Parking Garage,1303884,D'ALMONTE ENTERPRISES PARKING GARAGE INC,,JEROME AVENUE,2080 JEROME AVENUE,,10453,3478620100,70,"2080 JEROME AVENUE
BRONX, NY 10453
(40.85445573412893, -73.90675527820494)"
Parking Lot,1303954,PARK KWIK LLC,,WASHINGTON STREET,50 WASHINGTON STREET,,11201,7182220500,150,"50 WASHINGTON STREET
BROOKLYN, NY 11201
(40.70282902691865, -73.9896370764949)"
Parking Garage,1304553,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,WEST  161 STREET,519 WEST  161 STREET,,10032,2125025490,150,"519 161 STREET
NEW YORK, NY 10032
(40.83585965783561, -73.94140036207875)"
Parking Garage,1304852,200 WEA PARKING CORP,,WEST END AVENUE,200 WEST END AVENUE,,10023,7187880066,76,"200 END AVENUE
NEW YORK, NY 10023
(40.774536138232236, -73.97994335610099)"
Parking Garage,1304957,"QUIK PARK BROOKLYN BRIDGE, LLC",,FURMAN STREET,360 FURMAN STREET,,11201,2128322066,312,"360 FURMAN STREET
BROOKLYN, NY 11201
(40.693247458345965, -73.99956284741049)"
Parking Garage,1305162,"CHELSEA CAR PARK, LLC",,WEST   24 STREET,160 WEST   24 STREET,,10011,2122216111,93,"160 24 STREET
NEW YORK, NY 10011
(40.744258528199225, -73.99406675989415)"
Parking Lot,1305312,WEST 46 ST GARAGE LLC,,WEST   46 STREET,305-7 WEST   46 STREET,,10036,2128322066,75,"305 7 WEST 46 STREET
NEW YORK, NY 10036
(40.75934682719435, -73.989860554421)"
Parking Garage,1305460,THEATER 50 PARKING LLC,,WEST   50 STREET,305 WEST   50 STREET,,10019,2126869800,63,"305 50 STREET
NEW YORK, NY 10019
(40.762383953202935, -73.9862891905508)"
Parking Garage,1305583,"FIFTH AVENUE CAR PARK, LLC",,5 AVENUE,1330 5 AVENUE,,10026,2129966363,46,"1330 5 AVENUE
NEW YORK, NY 10026
(40.79769243091209, -73.94862191797404)"
Parking Garage,1305591,"FIFTH AVENUE CAR PARK, LLC",,5 AVENUE,1325 5 AVENUE,,10029,2129966363,36,"1325 5 AVENUE
NEW YORK, NY 10029
(40.79757895315326, -73.94866453390082)"
Parking Lot,1305615,QUIK PARK 1633 GARAGE LLC,,BROADWAY,1633 BROADWAY,,10019,2128322066,282,"1633 BROADWAY
NY, NY 10019
(40.76152754942302, -73.98402289963542)"
Parking Lot,1306114,MP UPTOWN LLC,,5 AVENUE,1295 5 AVENUE,,10029,2124903460,180,"1295 5 AVENUE
NEW YORK, NY 10029
(40.79652418076186, -73.94944686794618)"
Parking Lot,1306191,"HORACE HARDING OPERATING, LLC",,HORACE HARDING EXPRSSWAY,99-49 HORACE HARDING EXPRSSWAY,,11368,7185921247,16,"99 49
CORONA, NY 11368
(40.749678220373596, -73.85304068857687)"
Parking Garage,1306361,AMPCO SYSTEM PARKING,,LEXINGTON AVENUE,750 LEXINGTON AVENUE,,10022,2127542678,72,"750 LEXINGTON AVENUE
NEW YORK, NY 10022
(40.76249398753119, -73.96802742600755)"
Parking Garage,1306379,PLATT PARKING LLC,,JOHN STREET,90 JOHN STREET,,10038,2126869800,47,"90 JOHN STREET
NEW YORK, NY 10038
(40.70820612566048, -74.00652765264859)"
Parking Lot,1306443,"VERTICAL PARKING SYSTEMS, LL",,WEST   45 STREET,409 WEST   45 STREET,,10036,2127378850,25,"409 45 STREET
NEW YORK, NY 10036
(40.76054616137721, -73.99162972653158)"
Parking Garage,1306466,REALITY PARKING LLC,,8 AVENUE,900 8 AVENUE,,10019,2126869800,355,"900 8 AVENUE
NEW YORK, NY 10019
(40.764800675657035, -73.98425245140209)"
Parking Garage,1306474,WATERFRONT PARKING LLC,,WALL STREET,95 WALL STREET,,10005,2126869800,97,"95 WALL STREET
NEW YORK, NY 10005
(40.70499930935216, -74.00720375496263)"
Parking Garage,1306478,100 RIVERSIDE PARKING LLC,,RIVERSIDE BOULEVARD,100 RIVERSIDE BOULEVARD,,10069,2126869800,48,"100 RIVERSIDE BOULEVARD
NEW YORK, NY 10069
(40.77623878905513, -73.98952418056419)"
Parking Garage,1306493,69 ENTERPRISE PARKING LLC,,EAST   69 STREET,219 EAST   69 STREET,,10021,2126270012,52,"219 69 STREET
NEW YORK, NY 10021
(40.76731333276234, -73.96084370435221)"
Parking Lot,1306494,GARRISON AVENUE PARKING LOT CORP.,,GARRISON AVENUE,941 GARRISON AVENUE,,10474,3475770752,105,"941 GARRISON AVENUE
BRONX, NY 10474
(40.8181695970769, -73.89101193220735)"
Parking Garage,1306862,CHAMPION PARKING 9 LLC,,EAST    9 STREET,220 EAST    9 STREET,,10003,2123035959,175,"220 9 STREET
NEW YORK, NY 10003
(40.729622746514394, -73.98825503980532)"
Parking Garage,1307068,125 CHARLES PARKING LLC,,CHARLES STREET,139 CHARLES STREET,139-141 CHARLES STREET,10014,2033212175,5,"139 CHARLES STREET
NEW YORK, NY 10014
(40.73416432276235, -74.00799515834842)"
Parking Garage,1307111,ENTERPRISE 60 WEST LLC.,,WEST END AVENUE,10 WEST END AVENUE,,10023,2126270012,150,"10 END AVENUE
NEW YORK, NY 10023
(40.563613330422044, -74.1788181627158)"
Parking Lot,1307153,LAFAYETTE STREET PARKING GROUP LLC,,LAFAYETTE STREET,358 LAFAYETTE STREET,,10012,5164877100,25,"358 LAFAYETTE STREET
NEW YORK, NY 10012
(40.72684384144384, -73.9939567414711)"
Parking Garage,1307224,LIBERTY VIEW PARKING LLC,,RIVER TERRACE,2 RIVER TERRACE,,10282,2126869800,369,"2 RIVER TERRACE
NEW YORK, NY 10282
(40.71550240396721, -74.01663745092173)"
Parking Garage,1307231,"BRONX PARKING CO., LLC",,WEBSTER AVENUE,2355 WEBSTER AVENUE,,10458,7187331820,65,"2355 WEBSTER AVENUE
BRONX, NY 10458
(40.85788381486385, -73.89457745936046)"
Parking Lot,1307256,123-10 SOUTH CONDUIT ASSOCIATES LLC,SMARTPARK JFK,SOUTH CONDUIT AVENUE,123-10 SOUTH CONDUIT AVENUE,,11420,5164574228,783,"123 10 SOUTH CONDUIT AVENUE
S OZONE PARK, NY 11420
(40.67334524268887, -73.81770717164864)"
Parking Lot,1307263,"FORDHAM PETROLEUM, LLC",,WEST FORDHAM ROAD,296 WEST FORDHAM ROAD,,10468,7183655624,75,"296 FORDHAM ROAD
BRONX, NY 10468
(40.86168850969341, -73.91182558527778)"
Parking Garage,1307336,"TUNNEL PARTNERS, L.L.C.",,EAST   34 STREET,300 EAST   34 STREET,,10016,2124316016,148,"300 34 STREET
NEW YORK, NY 10016
(40.74446092366276, -73.97520748410095)"
Parking Garage,1307745,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,EAST 162 STREET,7074 EAST 162 STREET,,10452,2125025490,31,"7074 162 STREET
BRONX, NY 10452
(40.83772426336412, -73.9233322114124)"
Parking Garage,1307844,WELCOME PARKING CORP,,EAST   82 STREET,240 EAST   82 STREET,,10028,2126616702,42,"240 82 STREET
NEW YORK, NY 10028
(40.7758147047843, -73.95495259833507)"
Parking Garage,1307939,315 EAST 21ST STREET CO. LLC,,EAST   21 STREET,315 EAST   21 STREET,,10010,7188969600,18,"315 21 STREET
NEW YORK, NY 10010
(40.73632754594875, -73.98111895038538)"
Parking Garage,1308491,171 EAST 84TH STREET NEWCO LLC,,EAST   84 STREET,167 EAST   84 STREET,,10028,2126284550,75,"167 84 STREET
NEW YORK, NY 10028
(40.777917320450015, -73.95586110138669)"
Parking Lot,1308591,"ADAMS TOWER PARTNER, L.L.C.",,EAST   84 STREET,351 EAST   84 STREET,,10028,2126281994,92,"351 84 STREET
NEW YORK, NY 10028
(40.776069248914276, -73.95147305084144)"
Parking Lot,1308596,118 E. 86TH STREET PARKING LLC,,EAST   86 STREET,118 EAST   86 STREET,,10028,2128312700,184,"118 86 STREET
NEW YORK, NY 10028
(40.77980127149341, -73.95637513046132)"
Parking Garage,1308597,"HOME HOSPITAL PARKING, LLC",,AQUEDUCT AVENUE WEST,2621 AQUEDUCT AVENUE WEST,,10468,2126279822,100,"2621 AQUEDUCT AVENUE
BRONX, NY 10468
(40.86704252468264, -73.9009243928936)"
Parking Garage,1308679,"WINDSOR GARAGE PARTNERS, LLC",,EAST   76 STREET,332 EAST   76 STREET,,10021,2122886969,290,"332 76 STREET
NEW YORK, NY 10021
(40.77108149206509, -73.95575354166641)"
Parking Garage,1308680,305 EAST 80TH PARKING LLC,,EAST   80 STREET,305 EAST   80 STREET,305-309 E 80 ST,10075,2126283121,233,"305 80 STREET
NEW YORK, NY 10075
(40.773779458153, -73.95399087048895)"
Parking Garage,1308706,8 EAST 83RD PARKING LLC,,EAST   83 STREET,8 EAST   83 STREET,,10028,2125352890,48,"8 83 STREET
NEW YORK, NY 10028
(40.77917539032882, -73.9608886704537)"
Parking Garage,1308709,BELMONT PARKING LLC,,EAST   84 STREET,113-115 EAST   84 STREET,,10028,2122889170,125,"113 115 EAST 84 STREET
NEW YORK, NY 10028
(40.776344978837756, -73.95296667956859)"
Parking Garage,1308946,BRG CHARLES LLC,,CHARLES STREET,140 CHARLES STREET,,10014,5164989100,20,"140 CHARLES STREET
NEW YORK, NY 10014
(40.73413340709843, -74.00802584613726)"
Parking Garage,1309011,ENTERPRISE 38 LLC,,WEST   37 STREET,453 WEST   37 STREET,,10018,2126270012,163,"453 37 STREET
NEW YORK, NY 10018
(40.75627865146282, -73.99726624653891)"
Parking Garage,1309084,PLYMOUTH PARKING LLC,,1ST AVE,1781 1ST AVE,1781 - 1795,10128-6901,2128798388,146,"1781 1ST AVE
NEW YORK, NY 10128-6901
(40.781001014048286, -73.94635562646022)"
Parking Lot,1309374,"242-248 NEWKIRK AVENUE REALTY, LLC",,NEWKIRK AVENUE,244 NEWKIRK AVENUE,,11230,7189836477,15,"244 NEWKIRK AVENUE
BROOKLYN, NY 11230
(40.63194481257292, -73.97085093869258)"
Parking Lot,1309572,"CENTRAL PARKING OF NEW YORK, INC.",,BROADWAY,4070 BROADWAY,,10032,2125025490,9,"4070 BROADWAY
NEW YORK, NY 10032
(40.843647786609324, -73.93909809768377)"
Parking Garage,1309622,E&Y PARKING CORP.,,JACKSON AVENUE,615 JACKSON AVENUE,,10455,7186844084,53,"615 JACKSON AVENUE
BRONX, NY 10455
(40.815096581914894, -73.9084532649327)"
Parking Garage,1310031,RL MERCER STREET LLC,,MERCER STREET,40 MERCER STREET,,10013,212832066,100,"40 MERCER STREET
NEW YORK, NY 10013
(40.721465216306626, -74.00124168420403)"
Parking Garage,1310036,MP 17 LLC,,WEST   17 STREET,450 WEST   17 STREET,,10011,2124903460,206,"450 17 STREET
NEW YORK, NY 10011
(40.743849521526045, -74.00638851451532)"
Parking Garage,1310284,CABRINI GARAGE CORP,,WEST  190 STREET,900 WEST  190 STREET,,10040,2127367171,79,"900 190 STREET
NEW YORK, NY 10040
(40.85730848823442, -73.93643610447702)"
Parking Garage,1310287,454 MANAVE GARAGE CORP,,MANHATTAN AVENUE,454 MANHATTAN AVENUE,,10026,2127367171,33,"454 MANHATTAN AVENUE
NEW YORK, NY 10026
(40.80704036194277, -73.95533042300349)"
Parking Garage,1310420,216-10 NY PARKING CORP.,,10 AVENUE,4055 10 AVENUE,,10034,2123400315,143,"4055 10 AVENUE
NEW YORK, NY 10034
(40.87047456274337, -73.91459157238535)"
Parking Garage,1310452,"SUPREME CAR PARK, LLC",,PARK AVENUE,1065 PARK AVENUE,,10128,2122216111,30,"1065 PARK AVENUE
NEW YORK, NY 10128
(40.78094705472654, -73.95646400606955)"
Parking Garage,1310482,EMPIRE 33 PARKING LLC,,WEST   33 STREET,38-46 WEST   33 STREET,,10001,2126869800,224,"38 46 WEST 33 STREET
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)"
Parking Garage,1310483,CENTRAL PARKING SYSTEM OF NEW YORK INC,,PLATT STREET,2 PLATT STREET,AKA217-221 PEARL STREET,10038,2125025490,17,"2 PLATT STREET
NEW YORK, NY 10038
(40.70720167057485, -74.00597409702956)"
Parking Garage,1310485,99 JANE STREET PARKING LLC,,WASHINGTON STREET,802 WASHINGTON STREET,,10014,2126869800,46,"802 WASHINGTON STREET
NEW YORK, NY 10014
(40.73878022544971, -74.00812885952801)"
Parking Garage,1310679,"NARRAGANSETT PARTNERS, L.L.C.",,EAST   63 STREET,124 EAST   63 STREET,,10065,2128382720,134,"124 63 STREET
NEW YORK, NY 10065
(40.76495710904561, -73.96691412805)"
Parking Garage,1310681,SBC PARKING LLG,,EAST   89 STREET,50-56 EAST   89 STREET,,10128,2128318816,153,"50 56 EAST 89 STREET
NEW YORK, NY 10128
(40.781770000585084, -73.95062814906976)"
Parking Garage,1310684,MP BTM LLC,,RIVER AVENUE,651 RIVER AVENUE,AKA 700 EXTERIOR STREET,10451,2124903460,2332,"651 RIVER AVENUE
BRONX, NY 10451
(40.82250545198904, -73.92893104271035)"
Parking Garage,1311251,2000 PARKING INC.,,WHITE PLAINS ROAD,2000 WHITE PLAINS ROAD,,10462,7185978232,100,"2000 WHITE PLAINS ROAD
BRONX, NY 10462
(40.850019173302215, -73.86783323379984)"
