Medallion Number,Garage/Agent,Telephone,Cross Streets,Borough,Zip Code,Hours of Operation,Fax #,Website,Languages,Location 1,Location 2
9J44,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9J45,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9J46,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J47,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J48,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J49,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J50,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J51,QUEENS MEDALLION LEASING INC,718-784-9292,,Queens,11101,9a-5:30p/ M-F,,http://qmlny.tripod.com/,"English, Spanish","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)",
9J52,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J53,QUEENS MEDALLION LEASING INC,718-784-9292,,Queens,11101,9a-5:30p/ M-F,,http://qmlny.tripod.com/,"English, Spanish","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)",
9J54,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9J55,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9J56,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
9J57,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J58,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J59,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J60,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J61,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9J62,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
9J63,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
9J64,55 STAN OPERATING CORP,718-786-5811,,Queens,11101,9a-5p/ M-F,,http://www.55stan.com/,English,"45-16 Vernon Boulevard
Queens, New York 11101
(40.748037260680185, -73.95237826695244)",
9J65,55 STAN OPERATING CORP,718-786-5811,,Queens,11101,9a-5p/ M-F,,http://www.55stan.com/,English,"45-16 Vernon Boulevard
Queens, New York 11101
(40.748037260680185, -73.95237826695244)",
9J66,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
9J67,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J68,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J69,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
9J70,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
9J71,STYLE MANAGEMENT CORP,212-279-3166,,Manhattan,10036,24/7,N/A,N/A,"English, Urdu","514 W 44th Street
Manhattan, New York 10036
(40.7613238480472, -73.9954496160397)","N/A
"
9J72,STYLE MANAGEMENT CORP,212-279-3166,,Manhattan,10036,24/7,N/A,N/A,"English, Urdu","514 W 44th Street
Manhattan, New York 10036
(40.7613238480472, -73.9954496160397)","N/A
"
9J73,UNITED MANAGEMENT GROUP INC,718-392-4600,,Queens,11232,9a-6p/ M-F,N/A,N/A,"English, Spanish","43-10 39th Street
Queens, New York 11232
(40.654640000000086, -74.00049999999999)","N/A
"
9J74,UNITED MANAGEMENT GROUP INC,718-392-4600,,Queens,11232,9a-6p/ M-F,N/A,N/A,"English, Spanish","43-10 39th Street
Queens, New York 11232
(40.654640000000086, -74.00049999999999)","N/A
"
9J75,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9J76,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9J77,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9J78,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9J79,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9J80,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9J81,AVENUE M MANAGEMENT CORP,718-627-7097,,Brooklyn,11230,24/7,N/A,N/A,"English, Urdu","1500 McDonald Avenue
Brooklyn, New York 11230
(40.61632023963897, -73.97452820750327)","N/A
"
9J82,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
9J83,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
9J84,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
9J85,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9J86,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9J87,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9J88,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9J89,AJB TAXI MANAGEMENT INC,212-956-3177,,Manhattan,10036,9a-5p/ M-F,N/A,N/A,English,"662 10th Avenue
Manhattan, New York 10036
(40.762512749657965, -73.99328753212242)","N/A
"
9J90,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
9J91,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
9J92,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
9J93,STYLE MANAGEMENT CORP,212-279-3166,,Manhattan,10036,24/7,N/A,N/A,"English, Urdu","514 W 44th Street
Manhattan, New York 10036
(40.7613238480472, -73.9954496160397)","N/A
"
9J94,STYLE MANAGEMENT CORP,212-279-3166,,Manhattan,10036,24/7,N/A,N/A,"English, Urdu","514 W 44th Street
Manhattan, New York 10036
(40.7613238480472, -73.9954496160397)","N/A
"
9J95,AJB TAXI MANAGEMENT INC,212-956-3177,,Manhattan,10036,9a-5p/ M-F,N/A,N/A,English,"662 10th Avenue
Manhattan, New York 10036
(40.762512749657965, -73.99328753212242)","N/A
"
9J96,AJB TAXI MANAGEMENT INC,212-956-3177,,Manhattan,10036,9a-5p/ M-F,N/A,N/A,English,"662 10th Avenue
Manhattan, New York 10036
(40.762512749657965, -73.99328753212242)","N/A
"
9J97,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J98,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J99,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9K10,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9K11,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9K12,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9K13,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9K14,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9K15,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
9K16,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
9K17,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
9K18,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
9K19,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
9K20,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
9K21,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
9K22,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
9K23,STEINWAY EXPRESS MANAGEMENT CORP,718-361-1647,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","36-06 Steinway Street
Queens, New York 11101
(40.75352537380397, -73.92351656448778)","N/A
"
9K24,STEINWAY EXPRESS MANAGEMENT CORP,718-361-1647,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","36-06 Steinway Street
Queens, New York 11101
(40.75352537380397, -73.92351656448778)","N/A
"
9K25,EAST WEST MANAGEMENT CO.,212-665-4900,,Manhattan,10027,9a-7p/ M-F,N/A,N/A,English,"415 W 127th Street
Manhattan, New York 10027
(40.81309781727401, -73.95412576879335)","N/A
"
9K26,EAST WEST MANAGEMENT CO.,212-665-4900,,Manhattan,10027,9a-7p/ M-F,N/A,N/A,English,"415 W 127th Street
Manhattan, New York 10027
(40.81309781727401, -73.95412576879335)","N/A
"
9K27,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
9K28,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
9K29,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
9K30,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
9K31,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
9K32,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
9K33,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
9K34,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
9K35,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
9K36,DOWNTOWN TAXI MANAGEMENT LLC,718-435-0660,,Brooklyn,11217,9a-5:30p/ M-F,N/A,N/A,English,"330 Butler Street
Brooklyn, New York 11217
(40.68017090087743, -73.98210853477237)","N/A
"
9K37,DOWNTOWN TAXI MANAGEMENT LLC,718-435-0660,,Brooklyn,11217,9a-5:30p/ M-F,N/A,N/A,English,"330 Butler Street
Brooklyn, New York 11217
(40.68017090087743, -73.98210853477237)","N/A
"
9K38,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
9K39,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
9K40,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
9K41,2000 MANAGEMENT INC,718-336-6565,,Brooklyn,11230,9:30a - 6p/ M-F,N/A,N/A,"English, Spanish, Urdu","1817 Coney Island Avenue
Brooklyn, New York 11230
(40.61309759117796, -73.96295711112111)","N/A
"
9K42,2000 MANAGEMENT INC,718-336-6565,,Brooklyn,11230,9:30a - 6p/ M-F,N/A,N/A,"English, Spanish, Urdu","1817 Coney Island Avenue
Brooklyn, New York 11230
(40.61309759117796, -73.96295711112111)","N/A
"
9K43,2000 MANAGEMENT INC,718-336-6565,,Brooklyn,11230,9:30a - 6p/ M-F,N/A,N/A,"English, Spanish, Urdu","1817 Coney Island Avenue
Brooklyn, New York 11230
(40.61309759117796, -73.96295711112111)","N/A
"
9K44,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
9K45,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
9K46,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
9K47,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
9K48,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
9K49,AG MEDALLION MANAGEMENT CORP,718-253-3501,,Brooklyn,11230,9a-6p/ M-F,N/A,N/A,"English, Russian, Arabic, Urdu, Gaelic (partial) ","1263 MacDonald Avenue
Brooklyn, New York 11230
(40.622224272530055, -73.97547158375336)","N/A
"
9K50,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
9K51,AG MEDALLION MANAGEMENT CORP,718-253-3501,,Brooklyn,11230,9a-6p/ M-F,N/A,N/A,"English, Russian, Arabic, Urdu, Gaelic (partial) ","1263 MacDonald Avenue
Brooklyn, New York 11230
(40.622224272530055, -73.97547158375336)","N/A
"
9K52,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
9K53,CHECKER MANAGEMENT,718-361-6300,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","22-10 Jackson Avenue
Queens, New York 11101
(40.746581531043894, -73.94360639079504)","N/A
"
9K54,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
9K55,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
9K56,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
9K57,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
9K58,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
9K59,CITY BEST MANAGEMENT INC,212-586-0031,,Manhattan,10019,9a-5p/ M-F,N/A,N/A,English,"370 W 51st Street
Manhattan, New York 10019
(40.7638556690841, -73.9880244483177)","N/A
"
9K60,CITY TRANSPORT MANAGEMENT INC,718-507-4840,,Queens,11377,24/7,N/A,N/A,"English, Russian (partial)","54-18 Broadway
Queens, New York 11377
(40.75314001758056, -73.90659659954486)","N/A
"
9K61,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9K62,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
9K63,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
9K64,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
9K65,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
9K66,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
9K67,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
9K68,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
9K69,AVENUE M MANAGEMENT CORP,718-627-7097,,Brooklyn,11230,24/7,N/A,N/A,"English, Urdu","1500 McDonald Avenue
Brooklyn, New York 11230
(40.61632023963897, -73.97452820750327)","N/A
"
9K70,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9K71,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
9K72,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
