Affiliated Base License Number,License Number,Name of Licensee,License Type,DMV License Plate,VIN,Model Year,License Expiration Date
B90663,5334217,CITI COACH NYC INC,Paratransit Vehicle,T519308C,1FBNE31L66DB01406,2006,06/15/2013 07:00:00 AM +0000
B90663,5334220,CITI COACH NYC INC,Paratransit Vehicle,T520031C,1FTNE24W28DA05531,2008,06/15/2013 07:00:00 AM +0000
B90663,5334222,CITI COACH NYC INC,Paratransit Vehicle,T520032C,1FTSS34L58DA72535,2008,06/15/2013 07:00:00 AM +0000
B90663,5334903,CITI COACH NYC INC,Paratransit Vehicle,T519333C,1FMRE11W05HB31001,2005,08/10/2013 07:00:00 AM +0000
B90663,5335681,CITI;COACH;NYC;INC;,Paratransit Vehicle,T520052C,1FTSE34P35HA78056,2005,06/23/2013 07:00:00 AM +0000
B90663,5335758,CITI COACH NYC INC,Paratransit Vehicle,T519353C,5TDKA3DC3BS003888,2011,06/24/2013 07:00:00 AM +0000
B90663,5336215,CITI COACH NYC INC,Paratransit Vehicle,T519377C,1FTNE2EW7BDA67335,2011,06/29/2013 07:00:00 AM +0000
B90663,5339476,CITI COACH NYC INC,Paratransit Vehicle,T519370C,1FTNE24273HB52653,2003,08/05/2013 07:00:00 AM +0000
B90663,5344177,CITI COACH NYC INC,Paratransit Vehicle,T520324C,1FMRE11L32HA26776,2002,10/19/2011 07:00:00 AM +0000
B90663,5344182,CITI COACH NYC INC,Paratransit Vehicle,T523732C,WD5PD144755752117,2005,10/19/2011 07:00:00 AM +0000
B90663,5346969,CITI COACH NYC INC,Paratransit Vehicle,T523763C,1GNDM19W61B151831,2001,11/04/2011 07:00:00 AM +0000
B90663,5346973,CITI COACH NYC INC,Paratransit Vehicle,T523762C,1FBSS31L47DA97451,2007,11/04/2011 07:00:00 AM +0000
B90663,5348325,CITI COACH NYC INC,Paratransit Vehicle,T523820C,2D8HN44H58R669881,2008,11/20/2011 08:00:00 AM +0000
B90663,5349056,CITI COACH NYC INC,Paratransit Vehicle,T523841C,1FBNE31L48DA77335,2008,11/19/2011 08:00:00 AM +0000
B90663,5350267,CITI COACH NYC INC,Paratransit Vehicle,T520319C,1FBNE31L38DA86348,2008,12/03/2011 08:00:00 AM +0000
B90663,5350851,CITI COACH NYC INC,Paratransit Vehicle,T525832C,1FMRE11L96HA16940,2006,12/11/2011 08:00:00 AM +0000
B90663,5354875,"CITI COACH NYC, INC.",Paratransit Vehicle,T525853C,1FBNE31L89DA74407,2009,02/17/2012 08:00:00 AM +0000
B90663,5362044,CITI COACH NYC INC,Paratransit Vehicle,T528248C,5TDKK4CC2AS343262,2010,05/05/2012 07:00:00 AM +0000
B90663,5366192,CITI COACH NYC INC,Paratransit Vehicle,T525816C,1FBNE31L09DA77091,2009,06/04/2012 07:00:00 AM +0000
B90663,5371200,CITI COACH NYC INC,Paratransit Vehicle,T529893C,1FTNE2EW7ADA85557,2010,08/06/2012 07:00:00 AM +0000
B90663,5373119,CITI COACH NYC INC,Paratransit Vehicle,T601366C,5TDKK3DC5BS049980,2011,08/25/2012 07:00:00 AM +0000
B90663,5385112,CITI COACH NYC INC,Paratransit Vehicle,T605044C,1FTNE242X3HA46021,2003,01/05/2013 08:00:00 AM +0000
B90663,5386034,CITI COACH NYC INC,Paratransit Vehicle,T605027C,1FTNE2EW6ADB02655,2010,01/14/2013 08:00:00 AM +0000
B90663,5386035,CITI COACH NYC INC,Paratransit Vehicle,T605062C,1FTNE2EW1ADB02661,2010,01/14/2013 08:00:00 AM +0000
B90663,5386038,CITI COACH NYC INC,Paratransit Vehicle,T605061C,1FTNE2EW8ADB02639,2010,01/14/2013 08:00:00 AM +0000
B90663,5392079,CITI COACH NYC INC,Paratransit Vehicle,T602787C,1FBNE3BL8BDA30458,2011,04/04/2013 07:00:00 AM +0000
B90663,5392882,CITI COACH NYC INC,Paratransit Vehicle,T608504C,5FNRL5H26BB036166,2011,03/23/2013 07:00:00 AM +0000
B90663,5392886,CITI COACH NYC INC,Paratransit Vehicle,T608505C,1FTNE2EW7BDA52804,2011,05/17/2013 07:00:00 AM +0000
B90663,5403626,CITI COACH NYC INC,Paratransit Vehicle,T611155C,1FTNE24W57DA20751,2007,07/06/2013 07:00:00 AM +0000
B90663,5403627,CITI COACH NYC INC,Paratransit Vehicle,T611156C,1FTNS24W47DA13587,2007,07/06/2013 07:00:00 AM +0000
B90663,5406772,CITI COACH NYC INC,Paratransit Vehicle,T611265C,1FBNE31L59DA54468,2009,08/01/2013 07:00:00 AM +0000
B90663,5406776,CITI COACH NYC INC,Paratransit Vehicle,T611264C,WD8PD644155841228,2005,08/01/2013 07:00:00 AM +0000
B90664,5311781,SALMA TRANSPORTATION LLC,Paratransit Vehicle,T514016C,1FTNE24W28DA54874,2008,10/23/2012 07:00:00 AM +0000
B90665,5136953,FIRST ADV CARE INC DBA ADV CAR AMB,Paratransit Vehicle,T516450C,1FMRE11L36DA40058,2006,03/12/2013 07:00:00 AM +0000
B90665,5139149,FIRST ADV CARE INC DBA ADV CAR AMB,Paratransit Vehicle,T516428C,1FTNE24W97DA61836,2007,04/02/2013 07:00:00 AM +0000
B90665,5139958,FIRST ADV CARE INC DBA ADV CAR AMB,Paratransit Vehicle,T519207C,1FTNE24W09DA39078,2009,04/11/2013 07:00:00 AM +0000
B90665,5165506,FIRST ADV CARE INC DBA ADV CAR AMB,Paratransit Vehicle,T516458C,1FTNS24L94HA74539,2004,03/11/2012 08:00:00 AM +0000
B90665,5257913,FIRST ADV CARE INC DBA ADV CAR AMB,Paratransit Vehicle,T516451C,1FTNE24L76DB17955,2006,03/30/2013 07:00:00 AM +0000
B90665,5315519,FIRST ADV CARE INC DBA ADV CAR AMB,Paratransit Vehicle,T514096C,1FTNS24W98DB53894,2008,11/26/2012 08:00:00 AM +0000
B90665,5318274,FIRST ADV CARE INC DBA ADV CAR AMB,Paratransit Vehicle,T516404C,1FTNS24W68DB53870,2008,01/02/2013 08:00:00 AM +0000
B90665,5327942,FIRST ADV CARE INC DBA ADV CAR AMB,Paratransit Vehicle,T519409C,1FTNE24W69DA52871,2009,04/02/2013 07:00:00 AM +0000
B90665,5330014,FIRST ADV CARE INC DBA ADV CAR AMB,Paratransit Vehicle,T516448C,1FMNE11W37DA63365,2007,04/24/2013 07:00:00 AM +0000
B90665,5343361,FIRST ADV CARE INC DBA ADV CAR AMB,Paratransit Vehicle,T523705C,1FBNE31L98DB00429,2008,10/27/2013 07:00:00 AM +0000
B90665,5364729,FIRST ADVNCD CRE INC/DBA ADVNCD CRE AMB.,Paratransit Vehicle,T528543C,1FBNE31L69DA79072,2009,05/19/2012 07:00:00 AM +0000
B90665,5370053,FIRST ADV CARE INC DBA ADV CARE AMBLT.,Paratransit Vehicle,T601333C,2D4RN4DE0AR297609,2010,08/17/2012 07:00:00 AM +0000
B90665,5371220,FIRST ADV CARE INC DBA ADV CARE AMBLT.,Paratransit Vehicle,T529897C,1D8HN44HX8B109952,2008,08/06/2012 07:00:00 AM +0000
B90665,5371223,FIRST ADV CARE INC DBA ADV CARE AMBLT.,Paratransit Vehicle,T529898C,2D8HN44H88R703912,2008,08/06/2012 07:00:00 AM +0000
B90665,5371317,FIRST ADV CARE INC DBA ADV CARE AMBLT.,Paratransit Vehicle,T529867C,2D4RN5D17AR175848,2010,08/06/2012 07:00:00 AM +0000
B90665,5371699,FIRST ADV CARE INC DBA ADV CARE AMB.,Paratransit Vehicle,T601307C,1D4GP24R77B255647,2007,08/17/2012 07:00:00 AM +0000
B90665,5372337,FIRST ADV CARE INC DBA ADV CRE AMBLT.,Paratransit Vehicle,T601326C,5TDZK23C17S046141,2007,08/13/2012 07:00:00 AM +0000
B90665,5372995,FIRST ADV CARE INC DBA ADV CARE AMBL,Paratransit Vehicle,T601364C,1GAHG35K991175440,2009,08/25/2012 07:00:00 AM +0000
B90665,5374403,FIRST ADV CARE INC DBA ADV CRE AMB,Paratransit Vehicle,T601349C,2D8HN44H38R114296,2008,09/20/2012 07:00:00 AM +0000
B90665,5376805,FIRST ADV CRE INC/DBA ADV CRE AMB.,Paratransit Vehicle,T601428C,5FNRL38208B067393,2008,10/15/2012 07:00:00 AM +0000
B90666,5314178,DELFENIC ENTERPRISES INC,Paratransit Vehicle,T510169C,1FTNS24W38DB52272,2008,11/10/2012 08:00:00 AM +0000
B90667,5345832,BRIDGEMAN TRANSPORTATION OF NY CORP,Paratransit Vehicle,T522342C,1FBNE31LX7DA53829,2007,10/15/2011 07:00:00 AM +0000
B90671,5333018,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T520021C,1FBSS31L27DB34626,2007,05/19/2013 07:00:00 AM +0000
B90671,5342005,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T524430C,1FTNS2EW5ADA30551,2010,09/02/2011 07:00:00 AM +0000
B90671,5342541,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T520264C,1FBNE3BLXADA78218,2010,09/16/2011 07:00:00 AM +0000
B90671,5342542,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T520263C,1FBSS31L43HB26921,2003,09/02/2011 07:00:00 AM +0000
B90671,5342544,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T519494C,1GNDM19X23B132060,2003,09/16/2011 07:00:00 AM +0000
B90671,5343333,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T524482C,1GNHG35U841224121,2004,02/03/2012 08:00:00 AM +0000
B90671,5343507,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T524488C,1FBNE31L37DA46883,2007,12/10/2011 08:00:00 AM +0000
B90671,5344273,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T524553C,1GNDM19X95B100144,2005,10/16/2011 07:00:00 AM +0000
B90671,5344974,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T524561C,1FBNE31L47DA91119,2007,12/10/2011 08:00:00 AM +0000
B90671,5347015,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T524713C,1GAHG35U051245371,2005,01/13/2012 08:00:00 AM +0000
B90671,5347017,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T524615C,1FTNE24W79DA81134,2009,12/11/2011 08:00:00 AM +0000
B90671,5349317,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T524778C,1FTNS24W57DB44009,2007,12/29/2011 08:00:00 AM +0000
B90671,5349810,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T524643C,1FTNS24W17DB44007,2007,12/08/2011 08:00:00 AM +0000
B90671,5350463,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T526327C,1FTNS24L73HA94402,2003,12/11/2011 08:00:00 AM +0000
B90671,5351167,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T526424C,1FTSS34L73HA98717,2003,12/30/2011 08:00:00 AM +0000
B90671,5373623,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T600266C,1FTNS2EW7ADA85566,2010,09/20/2012 07:00:00 AM +0000
B90671,5376340,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T602647C,1FTNS24W68DB46756,2008,10/01/2012 07:00:00 AM +0000
B90671,5381407,TEJET EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T602722C,1FTNE24W19DA91433,2009,01/25/2013 08:00:00 AM +0000
B90672,5295438,ABEL AMB&MED TRA SRV INCDBA PRFCT CHC,Paratransit Vehicle,T506916C,1FTNE24W78DA72691,2008,04/29/2012 07:00:00 AM +0000
B90672,5296024,ABEL AMB&MED TRA SRV INCDBA PRFCT CHC,Paratransit Vehicle,T506806C,1FBNE31L56HA71887,2006,05/05/2012 07:00:00 AM +0000
B90672,5296642,ABEL AMB&MED TRA SRV INCDBA PRFCT CHC,Paratransit Vehicle,T519212C,1FBNE31LX7DB06156,2007,05/12/2012 07:00:00 AM +0000
B90672,5303654,ABEL AMB&MED TRA SRV INCDBA PRFCT CHC,Paratransit Vehicle,T507085C,1FBNE31L47DB06217,2007,07/23/2012 07:00:00 AM +0000
B90672,5305857,ABEL AMB&MED TRA SRV INCDBA PRFCT CHC,Paratransit Vehicle,T507143C,1FBNE31LX8DA28477,2008,08/12/2012 07:00:00 AM +0000
B90672,5318041,ABEL AMB&MED TRA SRV INCDBA PRFCT CHC,Paratransit Vehicle,T510916C,1FTNS24W58DB49258,2008,12/30/2012 08:00:00 AM +0000
B90672,5327455,ABEL AMB&MED TRA SRV INCDBA PRFCT CHC,Paratransit Vehicle,T511172C,1FBNE31L24HB06897,2004,03/30/2013 07:00:00 AM +0000
B90672,5363568,PERFECT CHOICE AMBULETTE INC,Paratransit Vehicle,T528507C,1FTNE24WX8DA72684,2008,05/04/2012 07:00:00 AM +0000
B90672,5380558,PERFECT CHOICE AMBULETTE INC,Paratransit Vehicle,T602702C,1D8HN54P68B146011,2008,11/17/2012 08:00:00 AM +0000
B90672,5385361,PERFECT CHOICE AMBULETTE INC,Paratransit Vehicle,T602823C,2A4GP44R77R284747,2007,01/12/2013 08:00:00 AM +0000
B90672,5391438,PERFECT CHOICE AMBULETTE INC,Paratransit Vehicle,T605568C,1D8HN54P98B119451,2008,04/04/2013 07:00:00 AM +0000
B90673,5336216,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T520067C,1FBNE31L88DA80285,2008,06/17/2013 07:00:00 AM +0000
B90673,5339198,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T520162C,1FTNE24W48DB53843,2008,07/27/2013 07:00:00 AM +0000
B90673,5339200,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T520066C,1A4GJ45R07B187632,2007,07/27/2013 07:00:00 AM +0000
B90673,5339201,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T520221C,1FBNE31L38DB31644,2008,07/27/2013 07:00:00 AM +0000
B90673,5339202,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T528652C,1FTNE24WX8DB53846,2008,07/27/2013 07:00:00 AM +0000
B90673,5339207,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T520061C,1FBNE31L68DB08066,2008,07/27/2013 07:00:00 AM +0000
B90673,5339209,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T511117C,1FTNE2EW0ADA88106,2010,07/27/2013 07:00:00 AM +0000
B90673,5354509,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T602780C,1FBNE31LX9DA60461,2009,02/03/2012 08:00:00 AM +0000
B90673,5354511,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T525944C,1FTNE24WX9DA91432,2009,02/03/2012 08:00:00 AM +0000
B90673,5354513,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T525922C,1FBNE3BL9BDA34874,2011,02/03/2012 08:00:00 AM +0000
B90673,5355251,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T526954C,1FBNE31L49DA56566,2009,02/17/2012 08:00:00 AM +0000
B90673,5356186,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T520089C,5TDKK4CC2AS324565,2010,02/22/2012 08:00:00 AM +0000
B90673,5367697,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T529826C,1FTNE2EW5ADA53786,2010,06/21/2012 07:00:00 AM +0000
B90673,5392101,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T605639C,1FBNE31L19DA58971,2009,03/15/2013 07:00:00 AM +0000
B90673,5393920,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T602893C,1FTNE2EW8BDA56246,2011,04/07/2013 07:00:00 AM +0000
B90673,5393935,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T602892C,1FTNE2EW6BDA52809,2011,04/04/2013 07:00:00 AM +0000
B90673,5393942,MENAHEM SIMKHO TRANSPORTATION INC,Paratransit Vehicle,T605590C,1FBNE31L75HA04383,2005,04/04/2013 07:00:00 AM +0000
B90674,5339856,ELBRUS AMBULETTE INC,Paratransit Vehicle,T520164C,1FTNS24L79DA30747,2009,07/29/2013 07:00:00 AM +0000
B90674,5339988,ELBRUS AMBULETTE INC,Paratransit Vehicle,T520174C,1FTNS24W59DA91444,2009,08/14/2013 07:00:00 AM +0000
B90674,5362853,ELBRUS AMBULETTE INC,Paratransit Vehicle,T525954C,1FTSS34L86HA46730,2006,05/11/2012 07:00:00 AM +0000
B90674,5362930,ELBRUS AMBULETTE INC,Paratransit Vehicle,T605604C,1FTNE24W49DA33378,2009,05/05/2012 07:00:00 AM +0000
B90674,5363231,ELBRUS AMBULETTE INC,Paratransit Vehicle,T605779C,1FTNS24W18DB10649,2008,05/04/2012 07:00:00 AM +0000
B90674,5363260,ELBRUS AMBULETTE INC,Paratransit Vehicle,T521146C,1FTSS34L76HA57475,2006,05/04/2012 07:00:00 AM +0000
B90674,5366140,ELBRUS AMBULETTE INC,Paratransit Vehicle,T528719C,1FTNE24W38DA70615,2008,06/15/2012 07:00:00 AM +0000
B90674,5368263,ELBRUS AMBULETTE INC,Paratransit Vehicle,T528724C,1FTNS24W88DA72532,2008,06/29/2012 07:00:00 AM +0000
B90674,5371405,ELBRUS AMBULETTE INC,Paratransit Vehicle,T602525C,1FTNS24W58DB10654,2008,08/13/2012 07:00:00 AM +0000
B90674,5402798,ELBRUS AMBULETTE INC,Paratransit Vehicle,T605826C,1FTNE2EW7BDA61227,2011,06/13/2013 07:00:00 AM +0000
B90675,5342526,ABBA LOCAL TRANSPORTATION INC,Paratransit Vehicle,T520301C,1FBNE31L18DB25566,2008,08/31/2011 07:00:00 AM +0000
B90675,5378398,ABBA LOCAL TRANSPORTATION INC,Paratransit Vehicle,T529727C,1FBNE3BL5BDA01905,2011,10/19/2012 07:00:00 AM +0000
B90676,5348791,MANHATTAN AMBULETTE INC.,Paratransit Vehicle,T524629C,1FTRE14WX4HB37824,2004,11/25/2011 08:00:00 AM +0000
B90676,5349061,MANHATTAN AMBULETTE INC.,Paratransit Vehicle,T523839C,1FMRE11WX4HB54400,2004,11/18/2011 08:00:00 AM +0000
B90676,5349064,MANHATTAN AMBULETTE INC.,Paratransit Vehicle,T523838C,1FMRE11W25HA14357,2005,11/18/2011 08:00:00 AM +0000
B90676,5351317,MANHATTAN AMBULETTE INC.,Paratransit Vehicle,T523895C,1FMNE11W78DB16215,2008,12/21/2011 08:00:00 AM +0000
B90676,5351319,MANHATTAN AMBULETTE INC.,Paratransit Vehicle,T523896C,1FMRE11W95HA04313,2005,12/21/2011 08:00:00 AM +0000
B90676,5351904,MANHATTAN AMBULETTE INC.,Paratransit Vehicle,T523902C,1FMNE11LX8DA50331,2008,01/14/2012 08:00:00 AM +0000
B90676,5351905,MANHATTAN AMBULETTE INC.,Paratransit Vehicle,T523903C,1FBNE31L39DA71950,2009,01/15/2012 08:00:00 AM +0000
B90676,5353529,MANHATTAN AMBULETTE INC.,Paratransit Vehicle,T526514C,1FMNE11L48DB50635,2008,01/26/2012 08:00:00 AM +0000
B90676,5354878,MANHATTAN AMBULETTE INC.,Paratransit Vehicle,T523989C,1FBNE31L88DA73661,2008,02/17/2012 08:00:00 AM +0000
B90676,5354880,MANHATTAN AMBULETTE INC.,Paratransit Vehicle,T523990C,1FMNE11W38DB16213,2008,02/17/2012 08:00:00 AM +0000
B90676,5354883,MANHATTAN AMBULETTE INC.,Paratransit Vehicle,T526576C,1FMNE11L88DB50721,2008,02/17/2012 08:00:00 AM +0000
B90676,5363681,MANHATTAN AMBULETTE INC.,Paratransit Vehicle,T527231C,1FBNE31L19DA54290,2009,05/11/2012 07:00:00 AM +0000
B90676,5379078,MANHATTAN AMBULETTE INC.,Paratransit Vehicle,T605235C,1FMNE11L68DA80605,2008,11/03/2012 07:00:00 AM +0000
B90677,5349229,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T516719C,1FTNE24WX9DA73819,2009,11/30/2011 08:00:00 AM +0000
B90677,5349231,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T516721C,1FTNE24W59DA85330,2009,11/27/2011 08:00:00 AM +0000
B90677,5349239,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T516722C,1FTNE24W39DA79638,2009,11/24/2011 08:00:00 AM +0000
B90677,5349241,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T516724C,1FTNE24W99DA85329,2009,11/24/2011 08:00:00 AM +0000
B90677,5349242,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T516723C,1FTNE24WX9DA79636,2009,11/24/2011 08:00:00 AM +0000
B90677,5353543,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514811C,1FTNS2EW6ADA00345,2010,01/15/2012 08:00:00 AM +0000
B90677,5355528,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514823C,1FTNS2EW9ADA00372,2010,02/12/2012 08:00:00 AM +0000
B90677,5355543,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514822C,1FTNS2EW4ADA02935,2010,02/12/2012 08:00:00 AM +0000
B90677,5355545,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514821C,1FTNS2EW3ADA00349,2010,02/12/2012 08:00:00 AM +0000
B90677,5355554,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514820C,1FTNS2EWXADA00350,2010,02/12/2012 08:00:00 AM +0000
B90677,5357584,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525556C,1FTNE24W14HB39594,2004,03/11/2012 08:00:00 AM +0000
B90677,5357587,"EXCLUSIVE AMBULETTE SERVICE,INC.",Paratransit Vehicle,T525557C,1FTNE24W54HA37201,2004,03/04/2012 08:00:00 AM +0000
B90677,5357605,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525555C,1FTNE24W94HB27323,2004,03/11/2012 08:00:00 AM +0000
B90677,5358412,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525601C,1FTNE24W44HB18643,2004,03/16/2012 07:00:00 AM +0000
B90677,5358423,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525603C,1FTNE24W34HB39595,2004,03/16/2012 07:00:00 AM +0000
B90677,5358428,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525602C,1FTNE24W94HB45823,2004,03/16/2012 07:00:00 AM +0000
B90677,5358437,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525614C,1FTNE24263HB78063,2003,03/16/2012 07:00:00 AM +0000
B90677,5358440,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525613C,1FTNE24203HB78057,2003,03/16/2012 07:00:00 AM +0000
B90677,5358464,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525615C,1FTNE24293HA20400,2003,03/16/2012 07:00:00 AM +0000
B90677,5358491,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525628C,1FTNE24W88DB01227,2008,03/16/2012 07:00:00 AM +0000
B90677,5358637,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525618C,1FTNE24223HB78058,2003,03/16/2012 07:00:00 AM +0000
B90677,5358638,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525619C,1FTNE24203HA20401,2003,03/16/2012 07:00:00 AM +0000
B90677,5358851,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525637C,1FTNE24W94HA32759,2004,03/24/2012 07:00:00 AM +0000
B90677,5358859,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525636C,1FTNE24W35HB25035,2005,03/24/2012 07:00:00 AM +0000
B90677,5358862,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525625C,1FTNE24WX4HB14063,2004,03/24/2012 07:00:00 AM +0000
B90677,5358884,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525641C,1FTNE24W68DB01226,2008,03/24/2012 07:00:00 AM +0000
B90677,5358886,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525642C,1FTNE24W18DA98641,2008,03/24/2012 07:00:00 AM +0000
B90677,5358991,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T535639C,1FTNE24W54HA32760,2004,03/18/2012 07:00:00 AM +0000
B90677,5358993,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525640C,1FTNE24243HA11510,2003,03/18/2012 07:00:00 AM +0000
B90677,5359339,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525648C,1FTNE24263HA20399,2003,03/24/2012 07:00:00 AM +0000
B90677,5359344,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525649C,1FTNE24293HB78056,2003,03/24/2012 07:00:00 AM +0000
B90677,5359352,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525647C,1FTNE24W04HB45824,2004,03/24/2012 07:00:00 AM +0000
B90677,5368978,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T529691C,1FTNS2EWXADA56773,2010,07/08/2012 07:00:00 AM +0000
B90677,5368982,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T529690C,1FTNS2EW7ADA56777,2010,07/08/2012 07:00:00 AM +0000
B90677,5369909,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T530327C,1FTSS3EL9ADA64071,2010,07/15/2012 07:00:00 AM +0000
B90677,5369910,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T530330C,1FTSS3EL0ADA67067,2010,07/15/2012 07:00:00 AM +0000
B90677,5374649,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T604358C,1FTSS3EL4ADA64074,2010,09/20/2012 07:00:00 AM +0000
B90677,5379140,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T603897C,1FTNS2EW7ADB02687,2010,10/27/2012 07:00:00 AM +0000
B90677,5379141,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T603898C,1FTNS2EW9ADB02688,2010,10/27/2012 07:00:00 AM +0000
B90677,5384197,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T607655C,1FTSS3EL3ADA95056,2010,12/20/2012 08:00:00 AM +0000
B90677,5384200,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T607654C,1FTNS2EW0ADB02675,2010,12/20/2012 08:00:00 AM +0000
B90677,5385367,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T607807C,1FTNS2EW6ADB02681,2010,01/05/2013 08:00:00 AM +0000
B90677,5393418,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T609753C,1FTSS3EL8BDA40877,2011,04/05/2013 07:00:00 AM +0000
B90677,5393421,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T609754C,1FTSS3ELXBDA40878,2011,04/05/2013 07:00:00 AM +0000
B90678,5349399,COAST 2 COAST TRANSPORTATION,Paratransit Vehicle,67080LA,1FTNE14WX7DB49580,2007,11/17/2011 08:00:00 AM +0000
B90679,5352155,"ZHANG,YABIN",Paratransit Vehicle,60562LA,1FBNE31L46DB31701,2006,12/22/2011 08:00:00 AM +0000
B90680,5360251,U & ME TRANSPORT INC,Paratransit Vehicle,T526299C,2A4GP54L27R297035,2007,04/05/2012 07:00:00 AM +0000
