ID,Business Name,Trade Name,Sidewalk Cafe Type,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number,Lic Area Sq Ft
985,SPRING NATURAL CORP,SPRING NATURAL KITCHEN,Unenclosed Sidewalk Cafe,1415817,"474-476 COLUMBUS AVE, NEW YORK, NY 10024",474-476,COLUMBUS AVE,NEW YORK,NY,10024,Manhattan,,(201) 280-1978,233
986,"SPUNTO, INC.",,Unenclosed Sidewalk Cafe,1325458,"65 CARMINE STREET, NEW YORK, NY 10014",65,CARMINE STREET,NEW YORK,NY,10014,Manhattan,,(212) 242-1200,320
987,ST MARKS CAFE INC,RAY PIZZA & BAGEL,Unenclosed Sidewalk Cafe,1075404,"2 ST MARKS PLACE, NEW YORK, NY 10003",2,ST MARKS PLACE,NEW YORK,NY,10003,Manhattan,,(212) 533-6656,268
988,ST. JAMES ASSOCIATES LP,SMITH & WOLLENSKY,Unenclosed Sidewalk Cafe,978960,"201 E 49TH ST, NEW YORK, NY 10017",201,E 49TH ST,NEW YORK,NY,10017,Manhattan,,(212) 753-1530,214
989,"ST. JAMES ASSOCIATES, LP",SMITH & WOLLENSKY,Enclosed Sidewalk Cafe,978961,"201 EAST   49 STREET, NEW YORK, NY 10017",201,EAST   49 STREET,NEW YORK,NY,10017,Manhattan,,(212) 753-1530,334
990,"ST. JUDE ENTERPRISES, LLC",BENITO ONE,Unenclosed Sidewalk Cafe,1394721,"174 MULBERRY STREET, NEW YORK, NY 10013",174,MULBERRY STREET,NEW YORK,NY,10013,Manhattan,,(212) 226-9171,66
991,STAGE DELICATESSEN & RESTAURANT INC.,                    E/S/C #294,Enclosed Sidewalk Cafe,733469,"832 7 AVENUE, NEW YORK, NY 10019",832,   7 AVENUE,NEW YORK,NY,10019,Manhattan,832-834 7 AVE,(212) 245-7850,500
992,STANTON RESTAURANT CORP,EPSTEIN BAR,Unenclosed Sidewalk Cafe,1189213,"82 STANTON STREET, NEW YORK, NY 10002",82,STANTON STREET,NEW YORK,NY,10002,Manhattan,,(212) 477-2232,241
993,STARBUCKS CORPORATION,STARBUCKS COFFEE,Unenclosed Sidewalk Cafe,1233396,"145 2ND AVE, NEW YORK, NY 10003",145,2ND AVE,NEW YORK,NY,10003,Manhattan,,(718) 921-2736,232
994,STARBUCKS CORPORATION,STARBUCKS COFFEE CO. #818,Enclosed Sidewalk Cafe,924263,"1559 2 AVENUE, NEW YORK, NY 10028",1559,   2 AVENUE,NEW YORK,NY,10028,Manhattan,,(206) 318-4048,439
995,STARBUCKS CORPORATION,STARBUCKS COFFEE COMPANY,Enclosed Sidewalk Cafe,924582,"454 LAFAYETTE ST, NEW YORK, NY 10003",454,LAFAYETTE ST,NEW YORK,NY,10003,Manhattan,STORE #825_AKA 13-25 ASTOR PLACE,(206) 318-4048,947
996,STARBUCKS CORPORATION,STARBUCKS COFFEE COMPANY,Enclosed Sidewalk Cafe,1237141,"7419 3 AVENUE, BROOKLYN, NY 11209",7419,   3 AVENUE,BROOKLYN,NY,11209,Brooklyn,,(212) 613-1280,260
997,STARBUCKS CORPORATION,STARBUCKS COFFEE COMPANY,Unenclosed Sidewalk Cafe,1427775,"1515 YORK AVE, NEW YORK, NY 10028",1515,YORK AVE,NEW YORK,NY,10028,Manhattan,AKA 443 E 80TH ST,(212) 982-3566,671
998,STEELBAR 180 INCORPORATED,PERCY'S TAVERN,Unenclosed Sidewalk Cafe,1385066,"210 AVENUE A, NEW YORK, NY 10009",210,AVENUE A,NEW YORK,NY,10009,Manhattan,,(212) 473-7770,240
999,STEVEN JAY LLC,PARLOR STEAKHOUSE,Enclosed Sidewalk Cafe,1287124,"1600 THIRD AVENUE, NEW YORK, NY 10128",1600,THIRD AVENUE,NEW YORK,NY,10128,Manhattan,,(212) 423-5888,300
1000,"STEVEN JAY, LLC",PARLOR,Unenclosed Sidewalk Cafe,1306814,"1600 3 AVENUE, NEW YORK, NY 10128",1600,   3 AVENUE,NEW YORK,NY,10128,Manhattan,,(914) 476-588,308
1001,"STINKY VINE, LLC",THE JAKEWALK,Unenclosed Sidewalk Cafe,1308519,"282 SMITH STREET, BROOKLYN, NY 11231",282,SMITH STREET,BROOKLYN,NY,11231,Brooklyn,,(718) 875-1500,190
1002,STOKES & MCGINLEY INC,ALFIE'S,Unenclosed Sidewalk Cafe,1435075,"800 9TH AVE, NEW YORK, NY 10019",800,9TH AVE,NEW YORK,NY,10019,Manhattan,,(917) 929-0363,
1003,STRATOS BAKERY CORP,BOCADO BAKERY CAFE,Enclosed Sidewalk Cafe,1433213,"1297 LEXINGTON AVENUE, NEW YORK, NY 10128",1297,LEXINGTON AVENUE,NEW YORK,NY,10128,Manhattan,,(917) 902-6607,
1004,STROKOS GOURMET DELI INC,,Enclosed Sidewalk Cafe,1026510,"1090 AMSTERDAM AVENUE, NEW YORK, NY 10025",1090,AMSTERDAM AVENUE,NEW YORK,NY,10025,Manhattan,,(212) 666-2121,301
1005,STRONGFIVE LLC,BLAUE GANS,Unenclosed Sidewalk Cafe,1353480,"139 DUANE ST, NEW YORK, NY 10013",139,DUANE ST,NEW YORK,NY,10013,Manhattan,,(212) 513-1988,180
1006,STS RESTAURANT CORP,CINEMA CAFE,Unenclosed Sidewalk Cafe,1172205,"505 3 AVENUE, NEW YORK, NY 10016",505,   3 AVENUE,NEW YORK,NY,10016,Manhattan,,(212) 689-9022,453
1007,STS RESTAURANT CORP.,CINEMA CAFE,Unenclosed Sidewalk Cafe,1034243,"505 3 AVENUE, NEW YORK, NY 10016",505,   3 AVENUE,NEW YORK,NY,10016,Manhattan,,(212) 689-9022,95
1008,SUBLIME PORTE LLC,TURKS & FROGS TRIBECA,Unenclosed Sidewalk Cafe,1314914,"458 GREENWICH STREET, NEW YORK, NY 10013",458,GREENWICH STREET,NEW YORK,NY,10013,Manhattan,,(212) 966-4774,101
1009,SUGAR FREAK LLC,SUGAR FREAK,Unenclosed Sidewalk Cafe,1427125,"3618 30TH AVE, ASTORIA, NY 11103",3618,30TH AVE,ASTORIA,NY,11103,Queens,,(718) 726-5850,119
1010,SULLIVAN RESTAURANT LLC,COMPANY,Unenclosed Sidewalk Cafe,1316751,"230 9 AVENUE, NEW YORK, NY 10001",230,   9 AVENUE,NEW YORK,NY,10001,Manhattan,,(212) 243-1105,57
1011,SUMMIT OF THE WORLD INC.,BONE LICK PARK,Unenclosed Sidewalk Cafe,1343308,"75 GREENWICH AVE, NEW YORK, NY 10014",75,GREENWICH AVE,NEW YORK,NY,10014,Manhattan,,(212) 647-9600,200
1012,"SUN OF MAY, LLC",LENOX SOCIAL,Unenclosed Sidewalk Cafe,1418169,"321 LENOX AVE, NEW YORK, NY 10027",321,LENOX AVE,NEW YORK,NY,10027,Manhattan,,(917) 691-3630,411
1013,SUPER DUMPLING CORP,,Unenclosed Sidewalk Cafe,1430023,"251 E 45TH ST, NEW YORK, NY 10017",251,E 45TH ST,NEW YORK,NY,10017,Manhattan,,(212) 254-2868,156
1014,"SUPER NOODLE, INC.",OLD TOWN HOT POT,Unenclosed Sidewalk Cafe,1391722,"70 7TH AVE S, NEW YORK, NY 10014",70,7TH AVE S,NEW YORK,NY,10014,Manhattan,,(212) 929-2188,230
1015,"SURTIC, INC",CITRUS,Unenclosed Sidewalk Cafe,1025224,"320 AMSTERDAM AVE, NEW YORK, NY 10023",320,AMSTERDAM AVE,NEW YORK,NY,10023,Manhattan,,(212) 595-0500,585
1016,SUTOL OPERATING COMPANY LLC,ABE & ARTHUR'S RESTAURANT,Unenclosed Sidewalk Cafe,1345894,"409 W 14TH ST, NEW YORK, NY 10014",409,W 14TH ST,NEW YORK,NY,10014,Manhattan,,(212) 627-1235,251
1017,SWEET ATHENS CAFE INC,,Enclosed Sidewalk Cafe,1439584,"3207 30TH AVE, ASTORIA, NY 11102",3207,30TH AVE,ASTORIA,NY,11102,Queens,,(718) 626-2164,
1018,SYLVIA WOODS INC,,Unenclosed Sidewalk Cafe,1323280,"328 LENOX AVENUE, NEW YORK, NY 10027",328,LENOX AVENUE,NEW YORK,NY,10027,Manhattan,AKA MALCOLM X BLVD,(212) 966-0660,533
1019,SYMPATOCH CAFE INC.,DANDANA CAFE,Unenclosed Sidewalk Cafe,1221132,"42-21 BROADWAY, QUEENS, NY 11103",42-21,BROADWAY,QUEENS,NY,11103,Queens,,(718) 204-6811,319
1020,SYVROS RESTAURANT CORP.,ZORBA'S,Unenclosed Sidewalk Cafe,1169199,"2905 23RD AVE, ASTORIA, NY 11105",2905,23RD AVE,ASTORIA,NY,11105,Queens,,(718) 956-7266,187
1021,"T BURGER, LLC",,Unenclosed Sidewalk Cafe,1253169,"67 LAFAYETTE AVENUE, BROOKLYN, NY 11217",67,LAFAYETTE AVENUE,BROOKLYN,NY,11217,Brooklyn,,(718) 797-3790,138
1022,"T,M & P RESTAURANT LLC",ECO TABLE,Unenclosed Sidewalk Cafe,1388915,"33-20 31 AVENUE, ASTORIA, NY 11106",33-20,  31 AVENUE,ASTORIA,NY,11106,Queens,,(646) 764-3066,464
1023,"T. HOSPITALITY, INC.",SEA,Unenclosed Sidewalk Cafe,1425422,"835 WASHINGTON ST, NEW YORK, NY 10014",835,WASHINGTON ST,NEW YORK,NY,10014,Manhattan,,(212) 243-3339,577
1024,TABOON RESTAURANT CORP.,TABOON,Unenclosed Sidewalk Cafe,1253585,"773 10 AVENUE, NEW YORK, NY 10019",773,  10 AVENUE,NEW YORK,NY,10019,Manhattan,,(212) 713-0271,196
1025,TAJIN RESTAURANT CORP,,Unenclosed Sidewalk Cafe,1422914,"83-85 GREENWICH ST, NEW YORK, NY 10006",83-85,GREENWICH ST,NEW YORK,NY,10006,Manhattan,,(212) 509-5017,193
1026,TAKATSUKI CORPORATION,SHIMA JAPANESE RESTAURANT,Unenclosed Sidewalk Cafe,1004472,"188-190 2ND AVE, NEW YORK, NY 10003",188-190,2ND AVE,NEW YORK,NY,10003,Manhattan,,(212) 260-6303,199
1027,TALIA'S RESTAURANT GROUP LLC,TALIA'S STEAKHOUSE & BAR,Unenclosed Sidewalk Cafe,1139454,"668 AMSTERDAM AVENUE, NEW YORK, NY 10025",668,AMSTERDAM AVENUE,NEW YORK,NY,10025,Manhattan,,(212) 580-3770,360
1028,"TANOREEN CATERERS, INC",TANOREEN,Enclosed Sidewalk Cafe,1360215,"7523 3 AVENUE, BROOKLYN, NY 11209",7523,   3 AVENUE,BROOKLYN,NY,11209,Brooklyn,,(718) 748-5600,222
1029,"TAPAS FOOD AND WINE, INC.",BARCIBO ENOTECA,Unenclosed Sidewalk Cafe,1308014,"2020 BROADWAY, NEW YORK, NY 10023",2020,BROADWAY,NEW YORK,NY,10023,Manhattan,,(212) 595-2805,246
1030,"TAPPO, INC",,Unenclosed Sidewalk Cafe,1385967,"49 WEST 24TH STREET, NEW YORK, NY 10010",49,WEST 24TH STREET,NEW YORK,NY,10010,Manhattan,,(646) 454-9051,140
1031,"TARO REST, INC",DUE,Unenclosed Sidewalk Cafe,835262,"1396 3RD AVE, NEW YORK, NY 10075",1396,3RD AVE,NEW YORK,NY,10075,Manhattan,,(212) 249-7070,84
1032,TAZZINI CORP.,TAZZA,Unenclosed Sidewalk Cafe,1319786,"311 HENRY STREET, BROOKLYN, NY 11201",311,HENRY STREET,BROOKLYN,NY,11201,Brooklyn,,(718) 243-0487,285
1033,TB 584 AMSTERDAM REST. CORP.,BODRUM,Unenclosed Sidewalk Cafe,1247422,"584 AMSTERDAM AVENUE, NEW YORK, NY 10024",584,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(646) 863-6275,280
1034,TECTON CAFE INC,ESTANCIA STREET,Unenclosed Sidewalk Cafe,1359208,"460 GREENWICH ST, NEW YORK, NY 10013",460,GREENWICH ST,NEW YORK,NY,10013,Manhattan,,(212) 431-5093,79
1035,TEN ELEVEN HOLDINGS L.L.C.,PENCIL FACTORY,Unenclosed Sidewalk Cafe,1133916,"142 FRANKLIN STREET, BROOKLYN, NY 11222",142,FRANKLIN STREET,BROOKLYN,NY,11222,Brooklyn,,(718) 609-5858,298
1036,"TEN JAPANESE CUISINE, CORP.",,Unenclosed Sidewalk Cafe,1345473,"440 7 AVENUE, BROOKLYN, NY 11215",440,   7 AVENUE,BROOKLYN,NY,11215,Brooklyn,,(718) 768-9888,140
1037,TENZAN NEW YORK CORP,TENZAN JAPANESE RESTAURANT,Unenclosed Sidewalk Cafe,1343003,"285 COLUMBUS AVE, NEW YORK, NY 10023",285,COLUMBUS AVE,NEW YORK,NY,10023,Manhattan,,(212) 580-7300,350
1038,TENZAN SUSHI CORP,,Unenclosed Sidewalk Cafe,1381672,"1714 2 AVENUE, NEW YORK, NY 10128",1714,   2 AVENUE,NEW YORK,NY,10128,Manhattan,,(212) 369-3600,243
1039,"TERMINUS RESTAURANT ASSOCIATES, LLC",ORSAY RESTAURANT,Enclosed Sidewalk Cafe,1022739,"1057 LEXINGTON AVENUE, NEW YORK, NY 10021",1057,LEXINGTON AVENUE,NEW YORK,NY,10021,Manhattan,,(212) 517-4296,371
1040,TERRA MIA ENTERPRISES INC,EOLO,Unenclosed Sidewalk Cafe,1378680,"190 7TH AVE, NEW YORK, NY 10011",190,7TH AVE,NEW YORK,NY,10011,Manhattan,,(917) 544-3972,215
1041,"TESSA & LUCHO, INC",BAR BRUNO,Unenclosed Sidewalk Cafe,1422856,"520 HENRY STREET, BROOKLYN, NY 11231",520,HENRY STREET,BROOKLYN,NY,11231,Brooklyn,,(347) 763-0850,197
1042,TGD GROUP INC,BOTTEGA,Unenclosed Sidewalk Cafe,1418174,"233 E 70TH ST, NEW YORK, NY 10021",233,E 70TH ST,NEW YORK,NY,10021,Manhattan,AKA 1331 2ND AVE,(646) 875-0178,456
1043,THAFATH INC,DEUX AMIS RESTAURANT,Unenclosed Sidewalk Cafe,1174880,"356 E 51TH ST, NEW YORK, NY 10022",356,E 51TH ST,NEW YORK,NY,10022,Manhattan,,(516) 641-8924,166
1044,THAI MARKET INC.,,Unenclosed Sidewalk Cafe,1275484,"960 AMSTERDAM AVE, NEW YORK, NY 10025",960,AMSTERDAM AVE,NEW YORK,NY,10025,Manhattan,,(212) 280-4575,232
1045,THE 8801 CORP,CEBU,Unenclosed Sidewalk Cafe,1139335,"8801 3RD AVE, BROOKLYN, NY 11209",8801,3RD AVE,BROOKLYN,NY,11209,Brooklyn,,(718) 492-5095,575
1046,THE ATTIC CORPORATION OF DOUGLASTON,LOCALE,Unenclosed Sidewalk Cafe,1220794,"33-02 34 AVENUE, QUEENS, NY 11106",33-02,  34 AVENUE,QUEENS,NY,11106,Queens,,(718) 729-9080,239
1047,THE BORDON AVE REST. INC,WATERFRONT CRABHOUSEE/S/C #530,Enclosed Sidewalk Cafe,804849,"2-03 BORDEN AVE, LONG ISLND CITY, NY 11101",2-03,BORDEN AVE,LONG ISLND CITY,NY,11101,Queens,,(718) 729-4862,375
1048,"THE ELEMENT RESTAURANT GROUP, INC.",181 CABRINI,Unenclosed Sidewalk Cafe,1349596,"854 W 181ST ST, NEW YORK, NY 10033",854,W 181ST ST,NEW YORK,NY,10033,Manhattan,,(212) 363-0032,334
1049,THE EMERA GROUP INCORPORATED,DUNKIN DONUTS & BASKIN-ROBBINS,Unenclosed Sidewalk Cafe,1277636,"610 10TH AVE, NEW YORK, NY 10036",610,10TH AVE,NEW YORK,NY,10036,Manhattan,,(212) 969-9100,140
1050,"THE FUTABA CORPORATION, INC.",CHOSHI JAPANESE RESTAURANT,Unenclosed Sidewalk Cafe,851080,"77 IRVING PLACE, NEW YORK, NY 10003",77,IRVING PLACE,NEW YORK,NY,10003,Manhattan,STORE #1 AND #2,(212) 420-1419,180
1051,THE GLEF LTD.,TEDDY'S BAR & GRILL,Unenclosed Sidewalk Cafe,1418758,"96 BERRY ST, BROOKLYN, NY 11211",96,BERRY ST,BROOKLYN,NY,11211,Brooklyn,,(718) 384-9787,294
1052,THE HOLY GRAIL INC.,DOWNTOWN BAR & GRILL,Unenclosed Sidewalk Cafe,1226454,"160 COURT STREET, BROOKLYN, NY 11201",160,COURT STREET,BROOKLYN,NY,11201,Brooklyn,,(718) 625-2835,309
1053,THE HUMMUS & PITA COMPANY LLC,THE HUMMUS & PITA CO,Unenclosed Sidewalk Cafe,1429816,"585 AVE OF THE AMERICAS, NEW YORK, NY 10011",585,AVE OF THE AMERICAS,NEW YORK,NY,10011,Manhattan,,(212) 510-7405,90
1054,THE MEATBALL SHOP LLC,THE MEATBALL SHOP,Unenclosed Sidewalk Cafe,1352656,"84 STANTON ST, NEW YORK, NY 10002",84,STANTON ST,NEW YORK,NY,10002,Manhattan,,(415) 378-8420,89
1055,THE ODEON INC,THE ODEON,Unenclosed Sidewalk Cafe,920717,"145 WEST BROADWAY, NEW YORK, NY 10013",145,WEST BROADWAY,NEW YORK,NY,10013,Manhattan,,(917) 747-6481,371
1056,"THE ORIGINAL VINCENT'S, ESTABLISHED 1904 INC.",VINCENT'S,Unenclosed Sidewalk Cafe,1139678,"119 MOTT STREET, NEW YORK, NY 10013",119,MOTT STREET,NEW YORK,NY,10013,Manhattan,,(212) 226-8133,355
1057,THE OTHEROOM INC.,,Unenclosed Sidewalk Cafe,1110366,"143 PERRY STREET, NEW YORK, NY 10014",143,PERRY STREET,NEW YORK,NY,10014,Manhattan,,(212) 645-9758,63
1058,"THE PIZZA BOX RESTAURANT -PIZZERIA-CAFE, INC.",GENERICO'S PIZZERIA AND CAFE,Unenclosed Sidewalk Cafe,1421503,"3535 RIVERDALE AVE, BRONX, NY 10463",3535,RIVERDALE AVE,BRONX,NY,10463,Bronx,,(718) 601-9000,121
1059,THE SHOREHAM LLC,THE SHOREHAM HOTEL,Unenclosed Sidewalk Cafe,1298516,"39 W 55TH ST, NEW YORK, NY 10019",39,W 55TH ST,NEW YORK,NY,10019,Manhattan,,(212) 957-8300,190
1060,THE SMOKE JOINT LLC,THE SMOKE JOINT,Enclosed Sidewalk Cafe,1245257,"87 S ELLIOTT PL, BROOKLYN, NY 11217",87,S ELLIOTT PL,BROOKLYN,NY,11217,Brooklyn,,(718) 797-1011,161
1061,THE WESTSIDE OF BROADWAY RESTAURANT GROUP INC.,TOAST,Unenclosed Sidewalk Cafe,1109932,"2737 BROADWAY, NEW YORK, NY 10025",2737,BROADWAY,NEW YORK,NY,10025,Manhattan,,(212) 663-7010,481
1062,THIERRY INC.,LE CHARIOT,Unenclosed Sidewalk Cafe,1167909,"19 EAST   69 STREET, NEW YORK, NY 10021",19,EAST   69 STREET,NEW YORK,NY,10021,Manhattan,,(212) 794-1628,137
1063,THINK BLEECKER LLC,THINK COFFEE,Unenclosed Sidewalk Cafe,1277645,"1 BLEECKER ST, NEW YORK, NY 10012",1,BLEECKER ST,NEW YORK,NY,10012,Manhattan,,(917) 692-2571,233
1064,THIRD AVE CAFE LLC,BANC CAFE,Unenclosed Sidewalk Cafe,1348205,"431 3 AVENUE, NEW YORK, NY 10016",431,   3 AVENUE,NEW YORK,NY,10016,Manhattan,,(212) 252-0146,540
1065,"THIRD AVE. REST.,INC.",JAKE'S DILEMMA,Unenclosed Sidewalk Cafe,1096363,"430 AMSTERDAM AVENUE, NEW YORK, NY 10024",430,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 580-0556,197
1066,THIRD AVENUE RESTAURANT CORP.,VILLAGE POURHOUSE,Unenclosed Sidewalk Cafe,1248146,"64 3RD AVE, NEW YORK, NY 10003",64, 3RD AVE,NEW YORK,NY,10003,Manhattan,,(212) 375-1396,153
1067,THOMPSON REST. INC,DON GIOVANNI,Unenclosed Sidewalk Cafe,1283822,"358 WEST   44 STREET, NEW YORK, NY 10036",358,WEST   44 STREET,NEW YORK,NY,10036,Manhattan,,(212) 807-0916,235
1068,THREE BEANS INC,BENNY'S BURRITO,Unenclosed Sidewalk Cafe,853927,"93 AVENUE A, NEW YORK, NY 10009",93,AVENUE A,NEW YORK,NY,10009,Manhattan,,(212) 234-2054,410
1069,"THREE DECKER RESTAURANT,LTD",THREE DECKER RESTAURANT,Enclosed Sidewalk Cafe,949696,"1746 2 AVENUE, NEW YORK, NY 10128",1746,   2 AVENUE,NEW YORK,NY,10128,Manhattan,,(212) 289-9936,414
1070,"THREE STAR ON FIRST, INC.",THREE STAR DINER,Enclosed Sidewalk Cafe,1219509,"1462 FIRST AVENUE, NEW YORK, NY 10075",1462,FIRST AVENUE,NEW YORK,NY,10075,Manhattan,,(212) 861-7500,359
1071,"TIRAMISU RESTAURANT, LLC",TIRAMISU REST.,Unenclosed Sidewalk Cafe,1282359,"1410 THIRD AVENUE, NEW YORK, NY 10028",1410,THIRD AVENUE,NEW YORK,NY,10028,Manhattan,,(212) 988-9780,287
1072,TJ 104 RESTAURANT CORP.,TIMMY'S BY THE RIVER.,Unenclosed Sidewalk Cafe,1295832,"1737 YORK AVENUE, NEW YORK, NY 10128",1737,YORK AVENUE,NEW YORK,NY,10128,Manhattan,,(212) 860-9191,467
1073,TK REST. CORP.,,Unenclosed Sidewalk Cafe,1166759,"33 LEONARD ST, NEW YORK, NY 10013",33,LEONARD ST,NEW YORK,NY,10013,Manhattan,,(212) 925-7188,316
1074,TOBSK LLC,MCCOY,Unenclosed Sidewalk Cafe,1432085,"89 MACDOUGAL ST, NEW YORK, NY 10012",89,MACDOUGAL ST,NEW YORK,NY,10012,Manhattan,,(516) 946-6389,420
1075,TOBY'S PUBLIC HOUSE II LLC,,Unenclosed Sidewalk Cafe,1431897,"86 KENMARE ST, NEW YORK, NY 10012",86,KENMARE ST,NEW YORK,NY,10012,Manhattan,,(917) 450-4988,118
1076,TORTILLA FLATS INC,TORTILLA FLATS,Unenclosed Sidewalk Cafe,805433,"767 WASHINGTON STREET, NEW YORK, NY 10014",767,WASHINGTON STREET,NEW YORK,NY,10014,Manhattan,,(212) 243-1053,226
1077,TOSCA COAL BURNING OVEN INC,,Enclosed Sidewalk Cafe,1268609,"4038 EAST TREMONT AVENUE, BRONX, NY 10465",4038,EAST TREMONT AVENUE,BRONX,NY,10465,Bronx,,(718) 402-0872,814
1078,TOTORE PIZZERIA & RESTUARANT INC.,TOTORE PIZZERIA & RESTUARANT INC.,Enclosed Sidewalk Cafe,851667,"36-20 DITMARS BOULEVARD, ASTORIA, NY 11105",36-20,DITMARS BOULEVARD,ASTORIA,NY,11105,Queens,,(718) 932-5924,395
1079,"TRATTORIA ROMANA, INC",,Unenclosed Sidewalk Cafe,1232567,"1476 HYLAN BLVD, STATEN ISLAND, NY 10305",1476,HYLAN BLVD,STATEN ISLAND,NY,10305,Staten Island,,(718) 980-3113,369
1080,"TRE-GIOVANI,INC",TRE GIOVANI PIZZA & PASTA,Unenclosed Sidewalk Cafe,997686,"548 LA GUARDIA PLACE, NEW YORK, NY 10012",548,LA GUARDIA PLACE,NEW YORK,NY,10012,Manhattan,,(212) 475-7420,95
1081,TREL RESTAURANT INC,,Unenclosed Sidewalk Cafe,1334107,"800 SEVENTH AVENUE, NEW YORK, NY 10019",800,SEVENTH AVENUE,NEW YORK,NY,10019,Manhattan,,(212) -,382
1082,"TRES DE MEXICO, LLC",MESA COYOACAN,Unenclosed Sidewalk Cafe,1346116,"372 GRAHAM AVENUE, BROOKLYN, NY 11211",372,GRAHAM AVENUE,BROOKLYN,NY,11211,Brooklyn,,(718) 782-8171,75
1083,"TRIBECA GRAND HOTEL, INC",TRIBECA GRAND HOTEL,Unenclosed Sidewalk Cafe,1418818,"32 WHITE ST, NEW YORK, NY 10013",32,WHITE ST,NEW YORK,NY,10013,Manhattan,AKA 2 AVE OF THE AMERICAS,(212) 965-3000,575
1084,TRIM CASTLE CORP.,COOPERS CRAFT AND KITCHEN,Enclosed Sidewalk Cafe,1414471,"87 2 AVENUE, NEW YORK, NY 10003",87,   2 AVENUE,NEW YORK,NY,10003,Manhattan,AKK: 239 EAST 5TH STREET,(917) 716-4590,246
1085,TRIPTI INC,MOTI MAHAL DELUX,Enclosed Sidewalk Cafe,1438010,"1149 1ST AVE, NEW YORK, NY 10065",1149,1ST AVE,NEW YORK,NY,10065,Manhattan,,(212) 371-3535,269
1086,TRUMLIN REST.CORP.,DIVINO RISTORANTE,Unenclosed Sidewalk Cafe,908218,"1556 2 AVENUE, NEW YORK, NY 10028",1556,   2 AVENUE,NEW YORK,NY,10028,Manhattan,,(212) 861-1096,145
1087,TS3 HOSPITALITY LLC,THE SMITH,Unenclosed Sidewalk Cafe,1422807,"1900 BROADWAY, NEW YORK, NY 10023",1900,BROADWAY,NEW YORK,NY,10023,Manhattan,,(212) 966-3250,686
1088,TSM RESTAURANT LLC,BUTTERMILK CHANNEL,Unenclosed Sidewalk Cafe,1276639,"524 COURT ST, BROOKLYN, NY 11231",524,COURT ST,BROOKLYN,NY,11231,Brooklyn,,(718) 781-5445,144
1089,TTT BROKLYN INC.,JOLIE CANTINA,Unenclosed Sidewalk Cafe,1391334,"241 SMITH STREET, BROOKLYN, NY 11231",241,SMITH STREET,BROOKLYN,NY,11231,Brooklyn,,(917) 609-0241,266
1090,TUTTO BENE RESTAURANT INC.,CHELSEA TRATTORIA,Unenclosed Sidewalk Cafe,1338890,"108 8 AVENUE, NEW YORK, NY 10011",108,   8 AVENUE,NEW YORK,NY,10011,Manhattan,,(212) 924-7786,126
1091,TWELFTH STREET CORP,VILLAGE DEN RESTAURANT,Unenclosed Sidewalk Cafe,1035310,"225 WEST   12 STREET, NEW YORK, NY 10011",225,WEST   12 STREET,NEW YORK,NY,10011,Manhattan,,(212) 691-0303,185
1092,TWIST IT TOP IT FROZEN YOGURT LLC,,Unenclosed Sidewalk Cafe,1438861,"15818A CROSSBAY BLVD, HOWARD BEACH, NY 11414",15818A,CROSSBAY BLVD,HOWARD BEACH,NY,11414,Queens,,(917) 797-5730,140
1093,TWO & EIGHT GOURMET LTD.,DALLAS BBQ,Unenclosed Sidewalk Cafe,804523,"132 2ND AVE, MANHATTAN, NY 10003",132,2ND AVE,MANHATTAN,NY,10003,Manhattan,,(212) 529-2563,535
1094,UKATOSH CORP,,Enclosed Sidewalk Cafe,987452,"36-02 31 STREET, ASTORIA, NY 11106",36-02,  31 STREET,ASTORIA,NY,11106,Queens,"A/K/A 31-02, 36 STREET",(718) 433-2191,167
1095,UNCLE ABIES DELI ON FIRST INC.,2ND AVENUE DELI,Enclosed Sidewalk Cafe,1398066,"1442 1 AVENUE, NEW YORK, NY 10021",1442,   1 AVENUE,NEW YORK,NY,10021,Manhattan,,(212) 300-7117,565
1096,UNGS FOOD SERVICES INC.,UNCLE GEORGES TAVERN,Enclosed Sidewalk Cafe,1277458,"33-19 BROADWAY, ASTORIA, NY 11106",33-19,BROADWAY,ASTORIA,NY,11106,Queens,,(718) 626-0593,607
1097,UNION SQUARE CATERING FACILITY INC.,COFFEE SHOP,Unenclosed Sidewalk Cafe,1157684,"29 UNION SQ W, NEW YORK, NY 10003",29,UNION SQ W,NEW YORK,NY,10003,Manhattan,,(212) 243-7969,812
1098,UNION STREET PROVISIONS LLC,FORT RENO,Unenclosed Sidewalk Cafe,1421725,"669 UNION ST, BROOKLYN, NY 11215",669,UNION ST,BROOKLYN,NY,11215,Brooklyn,,(347) 227-7777,350
1099,"UNO OF ASTORIA, INC.",PIZZERIA UNO,Unenclosed Sidewalk Cafe,1157157,"37-11 35 AVENUE, QUEENS, NY 11101",37-11,  35 AVENUE,QUEENS,NY,11101,Queens,,(718) 706-8800,320
1100,UPPER WEST REST. CORP.,FRED'S,Unenclosed Sidewalk Cafe,1218332,"476 AMSTERDAM AVE, NEW YORK, NY 10024",476,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 579-3076,504
