"Borough, Block and Lot #",Facility Address,Natural Gas Utility (Con Edison or National Grid,Building Manager,Owner,Owner Address,DEP Boiler Application #,Deadline for phasing out #6 oil (i.e. data of next DEP permit renewal after July 1 2012),Boiler Model,Number of identical boilers,Boiler capacity (Gross BTU),Boiler Installation Date,Estimated retirement date of boiler (assuming 35 year average useful life),Is boiler dual fuel capable?,Age range of boiler,Burner Model,Primary Fuel,Total Estimated Cosumption - High Estimate (Gallons) ,Total Estimated Cosumption - Low Estimate (Gallons) ,Total Estimated Cosumption - High Estimate (MMBTUs) ,Total Estimated Cosumption - Low Estimate  (MMBTUs) ,Needs to comply with Greener Greater Buildings Laws?,Deadline for complying with Audit and Retrocommissioning Law,Building Type,City Council District,Total area of buildings on lot,Number of buildings on property (tax lot),Number of floors,Number of residential units,Number of total units,Year constructed,Condominium housing?,Cooperative housing?
4073490001,"47 19 216 STREET
Queens, NY 11361
(40.76418884813688, -73.77232552860022)",Con Edison,JEFFREY GARDENS APT CORP,JEFFREY GARDENS APART,"46 40 216 STREET
BAYSIDE, NY 11361
(40.76418884813688, -73.77232552860022)",CA172399Z,7/6/05,BEST  5B 60,1,2.32,1999,2034,DUAL FUEL,11 to 15 years old,HEVE (ICI) MMG-28 (P),#4,24638,17247,3573,2501,Yes,2019,Walk-Up Apartments,19,105000,8,3,144,144,1950, ,YES
4073490001,"47 30 217 STREET
Queens, NY 11361
(40.76418884813688, -73.77232552860022)",Con Edison,"JEFFREY GARDENS COOPERATIVE, INC.",JEFFREY GARDENS APART,"46 40 216 STREET
N Y 11361
(40.76418884813688, -73.77232552860022)",CB250200K,7/5/05,BEST  5B-60,1,2.52,2000,2035,DUAL FUEL,5 to 10 years old,HEVE (ICI) MMG-28,#4,24638,17247,3573,2501,Yes,2019,Elevator Apartments,19,105000,8,3,144,144,1950, ,YES
4065270050,"144 55 MELBOURNE AVENUE
Queens, NY 11367
(40.730323085042414, -73.82610630716033)",National Grid,MAINSTAY C0-0P SECT. ONE INC.%CENTURY,MAINSTAY COOPERATIVE,"82 12 151ST AVE
QUEENS, NY 11414
(40.65817022817356, -73.84496263981396)",CB180401X,7/6/05,NEW BEST 5A-60,2,2.59,2001,2036,DUAL FUEL,5 to 10 years old,NEW HEVE (IC) MMG-28,#4,24638,17247,3573,2501,Yes,2017,Loft Buildings,24,115212,2,6,106,106,1954, ,YES
4017050035,"111 17 NORTHERN BOULEVARD
Queens, NY 11368
(40.749678220373596, -73.85304068857687)",National Grid,SINGH & MEHTA/RAJH SINGH,SINGH & MEHTA LLC,"111 17 NORTHERN BLVD
CORONA, NY 11368
(40.749678220373596, -73.85304068857687)",CA386385L,7/4/05,FEDERAL FST 70,1,2.9,1985,2020, ,21 to 26 years old,HEV-E-OIL MMG30P,#4,24638,17247,3573,2501,,,Elevator Apartments,21,32184,1,4,38,38,1931, , 
4065420003,"152 25 JEWEL AVENUE
Queens, NY 11367
(40.730323085042414, -73.82610630716033)",National Grid,GEORGETOWN MEWS OWNERS CORP.,"BERENHOLZ, ALIZA","67 17 150 STREET
N Y 11367
(40.730323085042414, -73.82610630716033)",CB317800M,7/5/05,SPENCER   4F-360-45,1,3.4,2000,2035,DUAL FUEL,5 to 10 years old,IND. COMB.  MEG-34 P,#6,24600,17220,3690,2583,Yes,2022,Elevator Apartments,24,199464,57,2,244,244,1951, ,YES
4090467501,"97 52 75 STREET
Queens, NY 11416
(40.68457809700163, -73.8496016684822)",National Grid,KAYBERN COURT CONDO/RVP C,KAYBERN CT. CONDO,"130 MADISON AVENUE
MANHATTAN, NY 10016
(40.745639671856225, -73.98449587372284)",CA390586J,7/6/05,ROCKMILLS MP-70,1,2.59,1986,2021, ,21 to 26 years old,I.C.I. MMG-30,#4,24309,17016,3525,2467,,,Elevator Apartments,32,34887,1,4,40,47,1927, , 
4005880009,"31 75 29 STREET
Queens, NY 11106
(40.761699790013324, -73.9316632529567)",Con Edison,MHP REALTY LLC,MHP REALTY LLC,"610402 BAYSIDE
NY 11361
(40.76418884813688, -73.77232552860022)",CA133182X,7/4/05,ROCKMILLS MP 90,1,3.7,1982,2017, ,26 to 30 years old,ICI MMG 42,#4,24272,16990,3519,2464,,,Hotels,22,39549,1,6,48,48,1928, , 
4002780001,"31 10 THOMSON AVENUE
Queens, NY 11101
(40.74570244980828, -73.93866902925225)",Con Edison,F. H. LAGUARDIA COMMUNITY COLLEGE,N Y S DORMITORY AUTH,"535 80 STREET
NEW YORK, NY 10021
(40.625531274963414, -74.02369357182569)",CB030106P,#N/A,CLEAVER BROOKS CB-600-150 (NEW),1,5,2006,2041,DUAL FUEL,Fewer than 5 years old,CLEAVER BROOKS CB-600-150 (NEW),#4,24000,16800,3480,2436,Yes,2018,Condominiums,26,223525,1,4,0,1,1931, , 
4094600001,"120 08 97 AVENUE
Queens, NY 11419
(40.68871379040917, -73.82288833053201)",National Grid,"GEDINSKY, CHARLES",97TH AVENUE ASSOCIATE,"190906 JAMAICA
NY 11419
(40.68871379040917, -73.82288833053201)",CA106385M,7/7/05,ROCKMILLS MP-70,1,2.9,1985,2020, ,21 to 26 years old,ICI MMG-30,#4,23761,16633,3445,2412,,,Elevator Apartments,28,37024,1,4,46,46,1924, , 
4005760036,"27 10 30 AVENUE
Queens, NY 11102
(40.77152402451418, -73.92643545073543)",Con Edison,ANN BENDICK REALTY.,27-10 30TH REALTY LLC,"145 HUGUENOT ST
NEW ROCHELLE, NY 10801
(40.91319235913511, -73.77945045104241)",CA180292Z,7/5/05,ROCKMILLS  MP 90  SL,1,3.8,1992,2027, ,16 to 20 years old,HEVEOIL  MEG-42 S  ( I.C.I. ),#4,23760,16632,3445,2412,Yes,2016,Elevator Apartments,22,50850,1,6,66,66,1963, , 
4004030021,"29 27 41 AVENUE
Queens, NY 11101
(40.74570244980828, -73.93866902925225)",Con Edison,29-27 41ST AVE ASSOC.,H & S EQUITIES LLC,"62 45TH
MANHATTAN, NY 10036
(40.75621869116967, -73.98148520752306)",CA137697N,7/5/05,ROCKMILLS MP-70,1,2.59,1997,2032,DUAL FUEL,11 to 15 years old,INDUSTRIAL COMB. MMG-30,#4,23725,16608,3440,2408,Yes,2013,Elevator Apartments,26,51870,1,10,0,17,1926, , 
4021530001,"105 30 66 AVENUE
Queens, NY 11375
(40.720707263029794, -73.84628429608335)",National Grid,CEEBRAID SIGNAL MGM GROUP ,CONTINENTAL GRDNS APT,"40 RANDALL AVENUE
FREEPORT, NY 11520
(40.65967934879125, -73.58680045679388)",CA226884N,7/7/05,ROCKMILLS MP-80 SS,1,3.4,1984,2019, ,26 to 30 years old,IRON FIREMAN AGO 6-4.2-RK,#4,23652,16556,3430,2401,Yes,2013,Walk-Up Apartments,29,183115,5,6,200,200,1950, ,YES
4066680028,"144 35 77 ROAD
Queens, NY 11367
(40.730323085042414, -73.82610630716033)",National Grid,ORSID REALTY CORP.,STEPHEN GARDENS CORP,"1740 BROADWAY
MANHATTAN, NY 10019
(40.76509834187077, -73.98206124052132)",CB232103J,7/4/05,FEDERAL   FST 50(EXISTING),1,1.6,2003,2038,DUAL FUEL,5 to 10 years old,(NEW)I.C MMG-22,#4,23506,16454,3408,2386,,,Elevator Apartments,24,23712,15,2,26,26,1948, , 
4014670016,"35 24 94 STREET
Queens, NY 11372
(40.75163073936716, -73.88361254528269)",National Grid,JAMES OROZCO,35-24 94 STREET ASOC,"86 29 59 AVENUE
ELMHURST, NY 11373
(40.73871040256307, -73.87835115518163)",CA044673X,7/6/05,SPENCER 4-345,1,2,1973,2010, ,36 - 40 year old,S T JOHNSON 50-A53H,#4,23440,16408,3399,2379,,,Elevator Apartments,21,16720,1,5,20,20,1930, , 
4098950081,"90 60 179 PLACE
Queens, NY 11432
(40.71311535449007, -73.79282099978928)",National Grid,VED PRAKASH,VED PARKASH,"172 14 89 AVENUE
JAMAICA, NY 11432
(40.71311535449007, -73.79282099978928)",CA127094P,7/4/05,(EXISTING)ROCKMILLS  R 72,1,2.3,1994,2029, ,16 to 20 years old,HEVE (ICI) AMDH  SIZE 4,#4,23000,16100,3335,2334,,,Elevator Apartments,27,30000,1,4,35,35,1927, , 
4015180044,"42 54 JUDGE STREET
Queens, NY 11373
(40.73871040256307, -73.87835115518163)",National Grid,ALMORAS REALTY CORP.,ALMOROS REALTY CORP,"99 31 65 AVE
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)",CA293793H,7/7/05,FEDERAL FST #70,1,2.94,1993,2028, ,16 to 20 years old,I. C. MMG #30,#4,22995,16097,3334,2334,,,Elevator Apartments,25,32550,1,6,41,41,1939, , 
4006150069,"30 86 32 STREET
Queens, NY 11102
(40.77152402451418, -73.92643545073543)",Con Edison,PISSTILLI REAL ESTATE,"30-86 32ND STREET, L","35 01 30 AVENUE
ASTORIA, NY 11103
(40.76286893025696, -73.91327185810974)",CA221898L,7/6/05,FEDERAL  FST-70,1,2.94,1998,2033,DUAL FUEL,11 to 15 years old,INDUSTRIAL COMB. MMG-30,#4,22995,16097,3334,2334,,,Walk-Up Apartments,22,32000,1,5,40,40,1917, , 
4003870012,"38 05 CRESCENT STREET
Queens, NY 11101
(40.74570244980828, -73.93866902925225)",Con Edison,QPII-38-05 CRESCENT ST.LLC,QPII-38-05 CRESCENT S,"31 10 37 AVENUE
L I C, NY 11101
(40.74570244980828, -73.93866902925225)",CB555503K,7/6/05,ROCKMILLS MP-70 (NEW),1,2.3,2003,2038,DUAL FUEL,5 to 10 years old,ICI  MMG-34P (NEW),#4,22995,16097,3334,2334,,,Walk-Up Apartments,26,30750,1,5,45,45,1931, , 
4092317501,"83 09 LEFFERTS BOULEVARD
Queens, NY 11415
(40.708286075142325, -73.82855612156771)",National Grid,BARCELONA CONDOMINIMUM,THE BARCELONA CONDOMI,"1 EXPSWY PLAZA
ROSLYN HEIGHTS, NY 11577
(40.78299056046603, -73.63663068405879)",CA061284R,7/6/05,ROCKMILLS MP-70,1,2.84,1984,2019, ,26 to 30 years old,I.C.I. DEG-42-YP,#6,22500,15750,3375,2362,,,Elevator Apartments,29,30094,1,6,36,42,1928, , 
4013040025,"40 11 72 STREET
Queens, NY 11377
(40.74519376448069, -73.9048471440804)",National Grid,MAY BO REALTY INC.,"MAY BO REALTY, INC.","88 21A 53 AVENUE
ELMHURST, NY 11373
(40.73871040256307, -73.87835115518163)",CA212671M,7/6/05,FEDERAL FLW 850,1,2.1,1971,2010, ,36 - 40 year old,PETRO WD 4 AH,#4,22338,15637,3239,2267,,,Elevator Apartments,25,33064,1,6,46,46,1965, , 
4005480005,"23 15 30 AVENUE
Queens, NY 11102
(40.77152402451418, -73.92643545073543)",Con Edison,DPA ASTORIA I LLC,"DPA ASTORIA I, LLC","1775 BROADWAY
NEW YORK, NY 11102
(40.766316065397184, -73.98188404443792)",CB095906N,7/5/05,FEDERAL-FST-70  (NEW),1,2.3,2006,2041,DUAL FUEL,Fewer than 5 years old,ICI-MEG-34P,#6,22286,15600,3343,2340,,,Elevator Apartments,22,32028,1,4,42,42,1927, , 
4008077501,"21 81 38 STREET
Queens, NY 11105
(40.780092072491186, -73.90960650023976)",Con Edison,SARACEL COURT OWNERS CORP.,,"1775 BROADWAY
NEW YORK, NY 10019
(40.766316065397184, -73.98188404443792)",CB094606J,7/5/05,FEDERAL-FST-70  (NEW),1,2.3,2006,2041,DUAL FUEL,Fewer than 5 years old,ICI-MEG-34P (NEW),#6,22229,15560,3334,2334,,,Condominiums,22,30704,1,4,38,39,1992, , 
4083060004,"245 68 62 AVENUE
Queens, NY 11362
(40.759074216601846, -73.73430017711144)",Con Edison,FIRST BEECH HILLS CORP,SOL GOLDMAN INVESTME,"57 28 246TH CRESCENT
DOUGLASTON, NY 11362
(40.759074216601846, -73.73430017711144)",CA100186M,7/5/05,FEDERAL FST-50 HW,2,4.1,1986,2021, ,21 to 26 years old,IND. COMB. MMG-22,#4,22229,15560,3223,2256,Yes,2016,Elevator Apartments,23,115226,64,2,124,124,1953, ,YES
4083060004,"61 22 245 PLACE
Queens, NY 11362
(40.759074216601846, -73.73430017711144)",Con Edison,FIRST BEECH HILLS CORP,SOL GOLDMAN INVESTME,"57 28 246TH CRESCENT
DOUGLASTON, NY 11362
(40.759074216601846, -73.73430017711144)",CA100586L,7/5/05,FEDERAL FST-50 HW,2,4.1,1986,2021, ,21 to 26 years old,IND. COMB. MMG-22,#4,22229,15560,3223,2256,Yes,2016,Elevator Apartments,23,115226,64,2,124,124,1953, ,YES
4083060004,"245 26 62 AVENUE
Queens, NY 11362
(40.759074216601846, -73.73430017711144)",Con Edison,FIRST BEECH HILLS CORP.,SOL GOLDMAN INVESTME,"57 28 246TH CRESCENT
DOUGLASTON, NY 11362
(40.759074216601846, -73.73430017711144)",CA100086P,7/5/05,FEDERAL FST-50 HW,2,4.1,1986,2021, ,21 to 26 years old,IND. COMB. MMG-22,#4,22229,15560,3223,2256,Yes,2016,Elevator Apartments,23,115226,64,2,124,124,1953, ,YES
4082760002,"57 30 244 STREET
Queens, NY 11362
(40.759074216601846, -73.73430017711144)",Con Edison,SECOND BEECH HILLS CORP.,"MAGGIO, JO-ANN F","57 28 246TH CRESCENT
DOUGLASTON, NY 11362
(40.759074216601846, -73.73430017711144)",CA100786X,7/5/05,FEDERAL FST-50HW,2,4.1,1986,2021, ,21 to 26 years old,I.C.I MMG-22,#4,22229,15560,3223,2256,Yes,2016,Walk-Up Apartments,23,149406,88,2,168,168,1953, ,YES
4082760020,"56 15 244 STREET
Queens, NY 11362
(40.759074216601846, -73.73430017711144)",Con Edison,THIRD BEECH HILLS CORP.,"REILLY, JASON V","57 28 246TH CRESCENT
DOUGLASTON, NY 11362
(40.759074216601846, -73.73430017711144)",CA100686Z,7/5/05,FEDERAL FST-50 HW,2,4.1,1986,2021, ,21 to 26 years old,IND. COMB.  MMG-22,#4,22229,15560,3223,2256,Yes,2016,Walk-Up Apartments,23,167032,96,2,188,188,1952, ,YES
4082760020,"246 65 57 DRIVE
Queens, NY 11362
(40.759074216601846, -73.73430017711144)",Con Edison,THIRD BEECH HILLS CORP.,"REILLY, JASON V","57 28 246TH CRESCENT
DOUGLASTON, NY 11362
(40.759074216601846, -73.73430017711144)",CA100486Y,7/5/05,FEDERAL  FST-50,2,4.1,1986,2021, ,21 to 26 years old,IND. COMB.  MMG-22,#4,22229,15560,3223,2256,Yes,2016,Elevator Apartments,23,167032,96,2,188,188,1952, ,YES
4082760020,"58 31 246 CRESCENT
Queens, NY 11362
(40.759074216601846, -73.73430017711144)",Con Edison,THIRD BEECH HILLS CORP.,"REILLY, JASON V","57 28 246TH CRESCENT
DOUGLASTON, NY 11362
(40.759074216601846, -73.73430017711144)",CA103086Z,7/5/05,FEDERAL  FST-50,2,4.1,1986,2021, ,21 to 26 years old,IND. COMB.  MMG-22,#4,22229,15560,3223,2256,Yes,2016,Elevator Apartments,23,167032,96,2,188,188,1952, ,YES
4076320002,"219 08 67 AVENUE
Queens, NY 11364
(40.745924680379744, -73.75790275560763)",National Grid,BELL PARK GARDENS,BELL PARK GARDENS,"67 02 SPRINGFIELD BOULEVARD
BAYSIDE, NY 11364
(40.745924680379744, -73.75790275560763)",CA351786M,7/5/05,ROCKMILLS MP-100,1,4,1986,2021, ,21 to 26 years old,IRONFIREMAN AGO-4-4.2 RK,#4,22000,15400,3190,2233,Yes,2022,Condominiums,23,554300,22,2,467,467,1949, ,YES
4000300009,"5 33 48 AVENUE
Queens, NY 11101
(40.74570244980828, -73.93866902925225)",Con Edison,SYLVIN TRADING INC.,"DIO STEIN,LLC","5 33 48 AVENUE
L I C, NY 11101
(40.74570244980828, -73.93866902925225)",CA059064M,7/4/05,ROCKMILLS R 103,1,2.1,1964,2010, ,46 - 50 years old,ACE DPGH 25,#4,22000,15400,3190,2233,Yes,2020,Walk-Up Apartments,26,55463,1,8,40,41,1931, , 
4066690027,"144 46 77 ROAD
Queens, NY 11367
(40.730323085042414, -73.82610630716033)",National Grid,STEPHEN GARDENS CORP.,STEPHEN GARDENS CORP,"144 46 77rd ROAD
KEW GARDENS, NY 11415
(40.708286075142325, -73.82855612156771)",CA193682R,7/5/05,FEDERAL FST-40,1,1.6,1982,2017, ,26 to 30 years old,HEV-E-OIL AM 4DH,#4,21900,15330,3176,2223,,,Elevator Apartments,24,31860,2,3,27,27,1948, , 
4004390014,"44 01 21 STREET
Queens, NY 11101
(40.74570244980828, -73.93866902925225)",Con Edison,44-01 21ST STREET LLC,4401 21ST STREET LLC,"251 MONITOR STREET
BROOKLYN, NY 11222
(40.727893251756086, -73.94302842840756)",CB184607P,7/6/05,BEST 5C 100 (NEW),1,3.3,2007,2042,DUAL FUEL,Fewer than 5 years old,ICI MMG-42P (NEW),#4,21750,15225,3154,2208,Yes,2019,Elevator Apartments,26,84000,1,3,0,2,1931, , 
4098140001,"164 03 89 AVENUE
Queens, NY 11432
(40.71311535449007, -73.79282099978928)",National Grid,MILBROOK PROPERTIES,"164 WILSON HOLDING,","87 14 116TH STREET
RICHMOND HILL, NY 11418
(40.69637041236467, -73.84031024991805)",CA155295J,7/5/05,ROCKMILLS MP-70,1,2.77,1995,2030,DUAL FUEL,11 to 15 years old,I.C.I. MMG-30,#4,21700,15190,3146,2203,,,Elevator Apartments,24,42880,1,6,36,42,1924, , 
4008080063,"21 80 38 STREET
Queens, NY 11747
(40.77982389105978, -73.42686675040017)",Con Edison,DPA ASTORIA I LLC,"DPA ASTORIA I, LLC","1775 BROADWAY
NEW YORK, NY 10019
(40.766316065397184, -73.98188404443792)",CB196306K,7/5/05,FEDERAL FST - 70 (NEW),1,2.3,2006,2041,DUAL FUEL,Fewer than 5 years old,ICI MMG - 28 (NEW),#4,21681,15177,3144,2201,,,Elevator Apartments,22,32328,1,4,35,41,1927, , 
4027570001,"60 15 FRESH POND ROAD
Queens, NY 11378
(40.72145310497689, -73.90854350068196)",National Grid,"FRESH POND HOLDINGS,L.L.C",FRESH POND HOLDINGS,,CA247996K,7/4/05,ROCKMILLS MP-70,1,2.77,1996,2031,DUAL FUEL,11 to 15 years old,INDUSTRIAL COMB. MMG-34 P,#4,21681,15177,3144,2201,,,Elevator Apartments,30,32526,1,3,36,36,1942, , 
4097610048,"162 20 89 AVENUE
Queens, NY 11432
(40.71311535449007, -73.79282099978928)",National Grid,MILBROOK PROPERTIES,"162 LINCOLN HOLDING,","87 14 116th STREET
RICHMOND HILL, NY 11418
(40.69637041236467, -73.84031024991805)",CA180795K,7/5/05,ROCKMILLS MP-70,1,2.77,1995,2030,DUAL FUEL,11 to 15 years old,INDUSTRIAL COMB. MMG-30,#4,21681,15177,3144,2201,,,Elevator Apartments,24,46464,1,6,40,40,1929, , 
4012720025,"35 42 73 STREET
Queens, NY 11372
(40.75163073936716, -73.88361254528269)",National Grid,"SGD ASSOCIATES, LLC",SGD ASSOCIATES LLC,"758 ANDERSON AVE
FRANKLIN SQ, NY 11010
(40.68993566536136, -73.67216133294693)",CB400905N,7/7/05,(REPLACEMENT) FEDERAL FST-70,1,2.3,2005,2040,DUAL FUEL,5 to 10 years old,INDUSTRIAL COMBUSTION   MMG-28,#4,21681,15177,3144,2201,,,Walk-Up Apartments,25,25832,1,4,32,32,1929, , 
4014550065,"94 26 34 ROAD
Queens, NY 11372
(40.75163073936716, -73.88361254528269)",National Grid,ESCO ASSOCIATES,"ESCO ASSOCIATES,","71 55 AUSTIN STREET
QUEENS, NY 11375
(40.720707263029794, -73.84628429608335)",CA121181X,7/7/05,PACIFIC 221,1,4,1981,2016, ,26 to 30 years old,ICI #MEG42,#6,21500,15050,3225,2258,,,Elevator Apartments,21,41712,1,6,43,43,1928, , 
4014550065,"94 26 34 ROAD
Queens, NY 11372
(40.75163073936716, -73.88361254528269)",National Grid,ESCO ASSOCIATES.,"ESCO ASSOCIATES,","71 55 AUSTIN STREET
QUEENS, NY 11375
(40.720707263029794, -73.84628429608335)",CA451085H,7/4/05,ROCKMILLS MP-4-89,1,3.5,1985,2020, ,21 to 26 years old,ICI MEG 42S,#6,21500,15050,3225,2258,,,Elevator Apartments,21,41712,1,6,43,43,1928, , 
4014020042,"31 21 90 STREET
Queens, NY 11369
(40.76341327370369, -73.8723788986672)",National Grid,"HOFFMAN,PAUL",J&N REALTY ASSOCIATES,"80 CUTTER MILL ROAD
GREAT NECK, NY 11021
(40.78505695640047, -73.73184034281127)",CA013088N,7/7/05,FEDERAL  FST 70,1,2.6,1988,2023, ,21 to 26 years old,ICI MM 28,#4,21500,15050,3118,2182,,,Elevator Apartments,25,35604,1,4,43,43,1929, , 
4005880014,"31 65 29 STREET
Queens, NY 11106
(40.761699790013324, -73.9316632529567)",Con Edison,29TH STREET CORP.,"AGNC LAMBADIS, LLC","38 SOUTHVIEW CIRCLE
LAKE GROVE, NY 11755
(40.854569127773814, -73.1241163265321)",CA234182Z,7/5/05,ROCKMILLS MP-100,1,4.2,1982,2017,DUAL FUEL,26 to 30 years old,ICI DEG 42P,#6,21372,14960,3206,2244,,,Educational Structures,22,39549,1,6,48,48,1928, , 
4066690007,"144 20 77 ROAD
Queens, NY 11367
(40.730323085042414, -73.82610630716033)",National Grid,STEPHEN GARDENS CO.,STEPHEN GARDENS CORP,"1740 BROADWAY
MANHATTAN, NY 10015
(40.74988399964684, -73.98797699993861)",CA193482M,7/5/05,FEDERAL  FST-60,1,2,1982,2017, ,26 to 30 years old,I.C.I.   AM  4 1/2 DH,#4,21000,14700,3045,2132,,,Walk-Up Apartments,24,40480,4,3,36,36,1948, , 
4001160021,"52 14 BARNETT AVENUE
Queens, NY 11104
(40.74489336663561, -73.92054134530679)",Con Edison,TSBA GROUP INC.,"TSBA GROUP, INC.","38 30 WOODSIDE AVENUE
QUEENS, NY 11104
(40.74489336663561, -73.92054134530679)",CA077499K,7/6/05,FEDERAL  FST-70,1,2.94,1999,2034,DUAL FUEL,11 to 15 years old,INDUSTRIAL COMB.  MMG-30,#4,20580,14406,2984,2089,Yes,2016,Elevator Apartments,26,75250,1,3,0,7,1923, , 
4051350017,,Con Edison,H & K FIRM INC.,H & K FIRM INC,"39 01 MAIN STREET
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)",CB023506K,7/4/05,FEDERAL   FST-125 (NEW),1,4.1,2006,2041,DUAL FUEL,Fewer than 5 years old,ICI  MMG-54 (NEW),#4,20475,14332,2969,2078,Yes,2015,Elevator Apartments,20,65903,1,6,72,72,1957, , 
4006340060,"36 54 35 STREET
Queens, NY 11106
(40.761699790013324, -73.9316632529567)",Con Edison,36-54 35TH REALTY CORP,36-54-35 REALTY CORP,"36 54 35TH STREET
ASTORIA, NY 11106
(40.761699790013324, -73.9316632529567)",CB132407H,7/6/05,FEDERAL FST - 60  (NEW),1,2,2007,2042,DUAL FUEL,Fewer than 5 years old,ICI MMG - 28 (NEW),#4,20258,14181,2937,2056,,,Elevator Apartments,26,19200,1,5,30,30,1922, , 
4006090029,"32 20 34 AVENUE
Queens, NY 11106
(40.761699790013324, -73.9316632529567)",Con Edison,PISTILLI REALTY GROUP,PISTILLI ASSOCIATES-1,"37 08 28th STREETSUITE #300
N Y 11103
(40.76286893025696, -73.91327185810974)",CB236200X,7/5/05,FEDERAL   FST 60,1,2.8,2000,2035,DUAL FUEL,5 to 10 years old,ICI   MMG 28,#4,20258,14181,2937,2056,,,Condominiums,26,14444,1,4,18,24,1926, , 
4001570005,"41 41 44 STREET
Queens, NY 11104
(40.74489336663561, -73.92054134530679)",Con Edison,QPII-41-41 44 STREET LLC,QPII-41-41 44 STREET,"3110 37TH AVE
LONG ISLAND CITY, NY 11101-2112
(40.75489936236671, -73.93099352877657)",CB558303L,7/6/05,ROCKMILLS MP-60  (NEW),1,2,2003,2038,DUAL FUEL,5 to 10 years old,ICI MMG-28,#4,20258,14181,2937,2056,,,Elevator Apartments,26,27320,1,4,48,48,1928, , 
4032050001,"68 04 BURNS STREET
Queens, NY 11375
(40.720707263029794, -73.84628429608335)",National Grid,GLANTZ REALTY COMPANY.,GLANTZ REALTY CO,"185 36 CHELSEA STREET
QUEENS, NY 11432
(40.71311535449007, -73.79282099978928)",CA091591Y,7/4/05,FEDERAL   FST 40,1,2.7,1991,2026, ,16 to 20 years old,I.C.I.  MMG22,#4,20130,14091,2919,2043,,,Elevator Apartments,29,19788,1,6,15,18,1934, , 
4050160011,"37 07 147 STREET
Queens, NY 11354
(40.76862022064671, -73.82719028070687)",Con Edison,ANNA BENDICK REALTY,37-07 147TH REALTY LL,"145 HUGUENOT ST
NEW ROCHELLE, NY 10801
(40.91319235913511, -73.77945045104241)",CA619986L,7/6/05,ROCKMILLS MP 150,1,6,1986,2021,DUAL FUEL,21 to 26 years old,ICI DEG 63 P,#6,20014,14010,3002,2101,Yes,2016,Walk-Up Apartments,20,80173,1,6,95,95,1962, , 
4001950001,"45 54 39 PLACE
Queens, NY 11104
(40.74489336663561, -73.92054134530679)",Con Edison,GUIDO SELVA& ANNA M.,SELVA FAMILY ASSOCIAT,"45 54 39 PLACE
SUNNY SIDE, NY 11415
(40.708286075142325, -73.82855612156771)",CA199986N,7/5/05,ROCKMILLS MP-60,1,2.5,1986,2021, ,21 to 26 years old,ICI MMG-28,#4,20000,14000,2900,2030,,,Elevator Apartments,26,30000,1,4,38,44,1927, , 
4031060020,"62 05 WOODHAVEN BOULEVARD
Queens, NY 11374
(40.72646491702238, -73.86148084756303)",National Grid,"KALT,HARVEY",WOODHAVEN APARTMENTS,"62 25 WOODHAVEN BOULEVARD
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)",CA297886P,7/5/05,BEST BOILER 4B-70,1,2.6,1986,2021, ,21 to 26 years old,ICI MMG 30,#4,20000,14000,2900,2030,,,Elevator Apartments,29,37328,1,3,49,50,1949, , 
4006340060,"36 54 35 STREET
Queens, NY 11106
(40.761699790013324, -73.9316632529567)",Con Edison,M & J GVOZDENOVIC,36-54-35 REALTY CORP,"36 54 35TH ST
L I C, NY 11106
(40.761699790013324, -73.9316632529567)",CA261566L,7/7/05,SPENCER C-500,1,2.4,1966,2010, ,41 - 45 years old,HEV-E-OIL AMDH4,#4,20000,14000,2900,2030,,,Elevator Apartments,26,19200,1,5,30,30,1922, , 
4024530040,"79 00 QUEENS BOULEVARD
Queens, NY 11373
(40.73871040256307, -73.87835115518163)",National Grid,PANAMENDEL CORP.,PANAMENDEL INC,"79 00 QUEENS BOULEVARD
ELMHURST, NY 11373
(40.73871040256307, -73.87835115518163)",CA191197Y,7/5/05,FEDERAL  FST-150,2,5.6,1997,2032,DUAL FUEL,11 to 15 years old,ICI DEG-63(1-DEG 63P & 1-DEG 63S),#4,20000,14000,2900,2030,Yes,2013,Condominiums,29,88000,1,7,215,215,1963, , 
4014670006,"35 06 94 STREET
Queens, NY 11372
(40.75163073936716, -73.88361254528269)",National Grid,STEPHANOS SQOUCOS,"TRI-SIGMA ASSOCIATES,","42 01 235th STREET
DOUGLASTON, NY 11363
(40.772398418252465, -73.74679788741253)",CA251388Z,7/5/05,FEDERAL FST 70,1,2.94,1988,2023, ,21 to 26 years old,ICI MMG-30,#4,20000,14000,2900,2030,,,Elevator Apartments,21,28640,1,4,43,43,1939, , 
4000520001,"44 74 21 STREET
Queens, NY 11101
(40.74570244980828, -73.93866902925225)",Con Edison,44-74 21ST STREET LLC,BAMBI REALTY CORP,"421 SEVENTH AVENUE
NEW YORK, NY 10001
(40.750451044712975, -73.99100696521498)",CA145184H,7/7/05,ROCKMILLS MP-50,1,2,1984,2019, ,26 to 30 years old,HEVEOIL  MMG-22,#4,19710,13797,2858,2001,,,Elevator Apartments,26,45707,2,4,46,47,1917, , 
