CBO Name,Program ID,Name,Fiscal Year,Amount
"East River North Housing Development Fund Company, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"East River North Housing Development Fund Company, Inc.",518,Tax Levy/Discretionary Group,2011,$10000.00
"East River North Housing Development Fund Company, Inc.",518,Tax Levy/Discretionary Group,2012,$5000.00
"East River North Housing Development Fund Company, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Forest Hills Chamber of Commerce of Queens, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Forest Hills Chamber of Commerce of Queens, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Forest Hills Chamber of Commerce of Queens, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Forest Hills Chamber of Commerce of Queens, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Genesis Transitional Housing Ministries, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Genesis Transitional Housing Ministries, Inc.",518,Tax Levy/Discretionary Group,2011,$9000.00
"Genesis Transitional Housing Ministries, Inc.",518,Tax Levy/Discretionary Group,2012,$9000.00
"Genesis Transitional Housing Ministries, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Harlem Community Development Corporation,518,Tax Levy/Discretionary Group,2010,$0.00
Harlem Community Development Corporation,518,Tax Levy/Discretionary Group,2011,$0.00
Harlem Community Development Corporation,518,Tax Levy/Discretionary Group,2012,$0.00
Harlem Community Development Corporation,518,Tax Levy/Discretionary Group,2013,$0.00
"Hotel Chinese Association of New York, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Hotel Chinese Association of New York, Inc.",518,Tax Levy/Discretionary Group,2011,$3500.00
"Hotel Chinese Association of New York, Inc.",518,Tax Levy/Discretionary Group,2012,$3500.00
"Hotel Chinese Association of New York, Inc.",518,Tax Levy/Discretionary Group,2013,$3500.00
Jamaica High School Parent Teacher Association,518,Tax Levy/Discretionary Group,2010,$0.00
Jamaica High School Parent Teacher Association,518,Tax Levy/Discretionary Group,2011,$5000.00
Jamaica High School Parent Teacher Association,518,Tax Levy/Discretionary Group,2012,$0.00
Jamaica High School Parent Teacher Association,518,Tax Levy/Discretionary Group,2013,$0.00
Manhattan Amateur Art and Columbus Music Association,518,Tax Levy/Discretionary Group,2010,$0.00
Manhattan Amateur Art and Columbus Music Association,518,Tax Levy/Discretionary Group,2011,$0.00
Manhattan Amateur Art and Columbus Music Association,518,Tax Levy/Discretionary Group,2012,$0.00
Manhattan Amateur Art and Columbus Music Association,518,Tax Levy/Discretionary Group,2013,$0.00
"Mujeres Hispanas Unidas, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Mujeres Hispanas Unidas, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Mujeres Hispanas Unidas, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Mujeres Hispanas Unidas, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"New Hamilton Beach Civic Association, Inc",518,Tax Levy/Discretionary Group,2010,$0.00
"New Hamilton Beach Civic Association, Inc",518,Tax Levy/Discretionary Group,2011,$5000.00
"New Hamilton Beach Civic Association, Inc",518,Tax Levy/Discretionary Group,2012,$5000.00
"New Hamilton Beach Civic Association, Inc",518,Tax Levy/Discretionary Group,2013,$3500.00
New leaders Council,518,Tax Levy/Discretionary Group,2010,$0.00
New leaders Council,518,Tax Levy/Discretionary Group,2011,$6000.00
New leaders Council,518,Tax Levy/Discretionary Group,2012,$0.00
New leaders Council,518,Tax Levy/Discretionary Group,2013,$0.00
"New York Lawyers for the Public Interest, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"New York Lawyers for the Public Interest, Inc.",518,Tax Levy/Discretionary Group,2011,$5000.00
"New York Lawyers for the Public Interest, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"New York Lawyers for the Public Interest, Inc.",518,Tax Levy/Discretionary Group,2013,$12000.00
Northern Manhattan Arts Alliance,518,Tax Levy/Discretionary Group,2010,$0.00
Northern Manhattan Arts Alliance,518,Tax Levy/Discretionary Group,2011,$4000.00
Northern Manhattan Arts Alliance,518,Tax Levy/Discretionary Group,2012,$7500.00
Northern Manhattan Arts Alliance,518,Tax Levy/Discretionary Group,2013,$0.00
"Peace Action Fund of New York State, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Peace Action Fund of New York State, Inc.",518,Tax Levy/Discretionary Group,2011,$5000.00
"Peace Action Fund of New York State, Inc.",518,Tax Levy/Discretionary Group,2012,$5000.00
"Peace Action Fund of New York State, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"QMAD, Queens Media Arts Development",518,Tax Levy/Discretionary Group,2010,$0.00
"QMAD, Queens Media Arts Development",518,Tax Levy/Discretionary Group,2011,$3500.00
"QMAD, Queens Media Arts Development",518,Tax Levy/Discretionary Group,2012,$0.00
"QMAD, Queens Media Arts Development",518,Tax Levy/Discretionary Group,2013,$0.00
"R.O.Y.A.L., Inc  (Reshaping Our Youth and Adult Lives)",518,Tax Levy/Discretionary Group,2010,$0.00
"R.O.Y.A.L., Inc  (Reshaping Our Youth and Adult Lives)",518,Tax Levy/Discretionary Group,2011,$5000.00
"R.O.Y.A.L., Inc  (Reshaping Our Youth and Adult Lives)",518,Tax Levy/Discretionary Group,2012,$0.00
"R.O.Y.A.L., Inc  (Reshaping Our Youth and Adult Lives)",518,Tax Levy/Discretionary Group,2013,$0.00
Thelma Smith Foundation,518,Tax Levy/Discretionary Group,2010,$0.00
Thelma Smith Foundation,518,Tax Levy/Discretionary Group,2011,$7500.00
Thelma Smith Foundation,518,Tax Levy/Discretionary Group,2012,$0.00
Thelma Smith Foundation,518,Tax Levy/Discretionary Group,2013,$0.00
"University of the Streets (U.O.T.S), Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"University of the Streets (U.O.T.S), Inc.",518,Tax Levy/Discretionary Group,2011,$3500.00
"University of the Streets (U.O.T.S), Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"University of the Streets (U.O.T.S), Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Vanderveer Place Block Association,518,Tax Levy/Discretionary Group,2010,$0.00
Vanderveer Place Block Association,518,Tax Levy/Discretionary Group,2011,$5000.00
Vanderveer Place Block Association,518,Tax Levy/Discretionary Group,2012,$0.00
Vanderveer Place Block Association,518,Tax Levy/Discretionary Group,2013,$7719.00
Mesivtha Tifereth Jerusalem,518,Tax Levy/Discretionary Group,2010,$0.00
Mesivtha Tifereth Jerusalem,518,Tax Levy/Discretionary Group,2011,$10000.00
Mesivtha Tifereth Jerusalem,518,Tax Levy/Discretionary Group,2012,$0.00
Mesivtha Tifereth Jerusalem,518,Tax Levy/Discretionary Group,2013,$0.00
"A Place for Kids, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"A Place for Kids, Inc.",518,Tax Levy/Discretionary Group,2011,$3514.00
"A Place for Kids, Inc.",518,Tax Levy/Discretionary Group,2012,$4000.00
"A Place for Kids, Inc.",518,Tax Levy/Discretionary Group,2013,$4000.00
After Dark CATV Productions,518,Tax Levy/Discretionary Group,2010,$0.00
After Dark CATV Productions,518,Tax Levy/Discretionary Group,2011,$0.00
After Dark CATV Productions,518,Tax Levy/Discretionary Group,2012,$0.00
After Dark CATV Productions,518,Tax Levy/Discretionary Group,2013,$0.00
"The Boys' Club of New York, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"The Boys' Club of New York, Inc.",518,Tax Levy/Discretionary Group,2011,$3500.00
"The Boys' Club of New York, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"The Boys' Club of New York, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Caribbean Cultural Theatre, Inc",518,Tax Levy/Discretionary Group,2010,$0.00
"Caribbean Cultural Theatre, Inc",518,Tax Levy/Discretionary Group,2011,$0.00
"Caribbean Cultural Theatre, Inc",518,Tax Levy/Discretionary Group,2012,$0.00
"Caribbean Cultural Theatre, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
Chazaq Origanization,518,Tax Levy/Discretionary Group,2010,$0.00
Chazaq Origanization,518,Tax Levy/Discretionary Group,2011,$4000.00
Chazaq Origanization,518,Tax Levy/Discretionary Group,2012,$4000.00
Chazaq Origanization,518,Tax Levy/Discretionary Group,2013,$0.00
Church of God of Prophecy,518,Tax Levy/Discretionary Group,2010,$0.00
Church of God of Prophecy,518,Tax Levy/Discretionary Group,2011,$0.00
Church of God of Prophecy,518,Tax Levy/Discretionary Group,2012,$0.00
Church of God of Prophecy,518,Tax Levy/Discretionary Group,2013,$0.00
Congregation Beth Elohim,518,Tax Levy/Discretionary Group,2010,$0.00
Congregation Beth Elohim,518,Tax Levy/Discretionary Group,2011,$3500.00
Congregation Beth Elohim,518,Tax Levy/Discretionary Group,2012,$3500.00
Congregation Beth Elohim,518,Tax Levy/Discretionary Group,2013,$3500.00
Eastern Queens Alliance,518,Tax Levy/Discretionary Group,2010,$0.00
Eastern Queens Alliance,518,Tax Levy/Discretionary Group,2011,$3500.00
Eastern Queens Alliance,518,Tax Levy/Discretionary Group,2012,$3500.00
Eastern Queens Alliance,518,Tax Levy/Discretionary Group,2013,$0.00
"Edward J. Malloy Initiative for Construction Skills, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Edward J. Malloy Initiative for Construction Skills, Inc.",518,Tax Levy/Discretionary Group,2011,$5000.00
"Edward J. Malloy Initiative for Construction Skills, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Edward J. Malloy Initiative for Construction Skills, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Elizabeth Marie Pierre Center for Humanity, Inc",518,Tax Levy/Discretionary Group,2010,$0.00
"Elizabeth Marie Pierre Center for Humanity, Inc",518,Tax Levy/Discretionary Group,2011,$0.00
"Elizabeth Marie Pierre Center for Humanity, Inc",518,Tax Levy/Discretionary Group,2012,$0.00
"Elizabeth Marie Pierre Center for Humanity, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
Friends of the Brooklyn New School/Brooklyn School,518,Tax Levy/Discretionary Group,2010,$0.00
Friends of the Brooklyn New School/Brooklyn School,518,Tax Levy/Discretionary Group,2011,$0.00
Friends of the Brooklyn New School/Brooklyn School,518,Tax Levy/Discretionary Group,2012,$0.00
Friends of the Brooklyn New School/Brooklyn School,518,Tax Levy/Discretionary Group,2013,$0.00
"From Cardboard to Canvas, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"From Cardboard to Canvas, Inc.",518,Tax Levy/Discretionary Group,2011,$3500.00
"From Cardboard to Canvas, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"From Cardboard to Canvas, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Future Star Oroductions Performing Arts and Youth Enhancemen,518,Tax Levy/Discretionary Group,2010,$0.00
Future Star Oroductions Performing Arts and Youth Enhancemen,518,Tax Levy/Discretionary Group,2011,$3500.00
Future Star Oroductions Performing Arts and Youth Enhancemen,518,Tax Levy/Discretionary Group,2012,$0.00
Future Star Oroductions Performing Arts and Youth Enhancemen,518,Tax Levy/Discretionary Group,2013,$0.00
Grace Gospel Church,518,Tax Levy/Discretionary Group,2010,$0.00
Grace Gospel Church,518,Tax Levy/Discretionary Group,2011,$0.00
Grace Gospel Church,518,Tax Levy/Discretionary Group,2012,$0.00
Grace Gospel Church,518,Tax Levy/Discretionary Group,2013,$0.00
"Hip 4 Kids, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Hip 4 Kids, Inc.",518,Tax Levy/Discretionary Group,2011,$3500.00
"Hip 4 Kids, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Hip 4 Kids, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Hispanic Community Organization for Life, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Hispanic Community Organization for Life, Inc.",518,Tax Levy/Discretionary Group,2011,$4500.00
"Hispanic Community Organization for Life, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Hispanic Community Organization for Life, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Hoops by the River, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Hoops by the River, Inc.",518,Tax Levy/Discretionary Group,2011,$5000.00
"Hoops by the River, Inc.",518,Tax Levy/Discretionary Group,2012,$10000.00
"Hoops by the River, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
IlluminArt Productions,518,Tax Levy/Discretionary Group,2010,$0.00
IlluminArt Productions,518,Tax Levy/Discretionary Group,2011,$3500.00
IlluminArt Productions,518,Tax Levy/Discretionary Group,2012,$3500.00
IlluminArt Productions,518,Tax Levy/Discretionary Group,2013,$0.00
"Mencius Society for the Arts, Inc",518,Tax Levy/Discretionary Group,2010,$0.00
"Mencius Society for the Arts, Inc",518,Tax Levy/Discretionary Group,2011,$3500.00
"Mencius Society for the Arts, Inc",518,Tax Levy/Discretionary Group,2012,$4000.00
"Mencius Society for the Arts, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
New York Council of Malians,518,Tax Levy/Discretionary Group,2010,$0.00
New York Council of Malians,518,Tax Levy/Discretionary Group,2011,$0.00
New York Council of Malians,518,Tax Levy/Discretionary Group,2012,$0.00
New York Council of Malians,518,Tax Levy/Discretionary Group,2013,$0.00
"Metropolitan Waterfront Alliance, Inc",518,Tax Levy/Discretionary Group,2010,$0.00
"Metropolitan Waterfront Alliance, Inc",518,Tax Levy/Discretionary Group,2011,$3500.00
"Metropolitan Waterfront Alliance, Inc",518,Tax Levy/Discretionary Group,2012,$7500.00
"Metropolitan Waterfront Alliance, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
"NY Writer's Coalition, Inc",518,Tax Levy/Discretionary Group,2010,$0.00
"NY Writer's Coalition, Inc",518,Tax Levy/Discretionary Group,2011,$5000.00
"NY Writer's Coalition, Inc",518,Tax Levy/Discretionary Group,2012,$0.00
"NY Writer's Coalition, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
"NYC Arts Cypher, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"NYC Arts Cypher, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"NYC Arts Cypher, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"NYC Arts Cypher, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Peninsula Preparatory Academy Charter School,518,Tax Levy/Discretionary Group,2010,$0.00
Peninsula Preparatory Academy Charter School,518,Tax Levy/Discretionary Group,2011,$0.00
Peninsula Preparatory Academy Charter School,518,Tax Levy/Discretionary Group,2012,$0.00
Peninsula Preparatory Academy Charter School,518,Tax Levy/Discretionary Group,2013,$0.00
"PortSide New York, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"PortSide New York, Inc.",518,Tax Levy/Discretionary Group,2011,$3500.00
"PortSide New York, Inc.",518,Tax Levy/Discretionary Group,2012,$6500.00
"PortSide New York, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Redhawk Indian Arts Council,518,Tax Levy/Discretionary Group,2010,$0.00
Redhawk Indian Arts Council,518,Tax Levy/Discretionary Group,2011,$0.00
Redhawk Indian Arts Council,518,Tax Levy/Discretionary Group,2012,$0.00
Redhawk Indian Arts Council,518,Tax Levy/Discretionary Group,2013,$0.00
Roman Catholic Church of the Sacred Heart,518,Tax Levy/Discretionary Group,2010,$0.00
Roman Catholic Church of the Sacred Heart,518,Tax Levy/Discretionary Group,2011,$5000.00
Roman Catholic Church of the Sacred Heart,518,Tax Levy/Discretionary Group,2012,$0.00
Roman Catholic Church of the Sacred Heart,518,Tax Levy/Discretionary Group,2013,$0.00
"Soul Tigers Marching Band, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Soul Tigers Marching Band, Inc.",518,Tax Levy/Discretionary Group,2011,$7300.00
"Soul Tigers Marching Band, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Soul Tigers Marching Band, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Staten Island High School,518,Tax Levy/Discretionary Group,2010,$0.00
Staten Island High School,518,Tax Levy/Discretionary Group,2011,$0.00
Staten Island High School,518,Tax Levy/Discretionary Group,2012,$0.00
Staten Island High School,518,Tax Levy/Discretionary Group,2013,$0.00
"Sunnyside Drum Corps, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Sunnyside Drum Corps, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Sunnyside Drum Corps, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Sunnyside Drum Corps, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Vanderbuilt Avenue Moravian Church,518,Tax Levy/Discretionary Group,2010,$0.00
Vanderbuilt Avenue Moravian Church,518,Tax Levy/Discretionary Group,2011,$0.00
Vanderbuilt Avenue Moravian Church,518,Tax Levy/Discretionary Group,2012,$0.00
Vanderbuilt Avenue Moravian Church,518,Tax Levy/Discretionary Group,2013,$0.00
"100th Precinct Community Council, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"100th Precinct Community Council, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"100th Precinct Community Council, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"100th Precinct Community Council, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"College Summit, Inc",518,Tax Levy/Discretionary Group,2010,$0.00
"College Summit, Inc",518,Tax Levy/Discretionary Group,2011,$10000.00
